smiles,U
C[C@@H]1C[C@@H]2O[C@H](C)[C@@H]2O1,-11543.5849609375
N#Cc1ccc(N)cc1,-10333.6328125
O=C1CO[C@]12C[C@H](O)C2,-12488.3125
CO[C@@]12C(=O)O[C@@H]1[C@@H]2O,-13465.734375
CCCC[C@H]1CCOC1,-10598.7607421875
N#C[C@]1(N)[C@H]2OC[C@]21O,-12350.6640625
N#CC(O)(C=O)C=O,-11824.2216796875
C#C[C@]12C[C@H]1CN=CO2,-10903.56640625
C[C@@H]1[C@H](C#N)[C@@H]1CCO,-10970.0
O=CN1C=CC(=O)CC1,-11917.0390625
O=C1C[C@H]2CC[C@H]2C1,-9464.7470703125
C[C@H]1[C@@H]2C=C[C@@]1(CO)O2,-11509.5322265625
C[C@H]1OC([NH-])C[N@H+]2C[C@@H]12,-11406.736328125
CC[N@@H+]1[C@H](C(N)=O)[C@@H]1C,-11439.84375
CC#Cc1ccn(C)c1,-9927.3349609375
C#CCc1nc(C)no1,-11341.115234375
C[NH2+]C1O[C@@H](C#N)[C@H]1C,-11374.513671875
C[C@@H]1C(=O)[C@@H]2O[CH+][NH2+][C@H]12,-11915.6884765625
COCC[C@H]1C[N@H+]1C,-9964.9873046875
CCC1=CC(=O)C[C@H]1O,-11512.0341796875
Nc1nocc1OC=O,-13330.16796875
C#C[C@]1(COC)N[C@H]1C,-10967.974609375
N#CC#CCCO,-8798.8603515625
O[C@H]1CCC=C2CO[C@H]21,-11510.486328125
C[C@@H]1C(=O)C=CN2C[C@H]12,-10937.548828125
C[C@H]1[C@H]2C[C@]3(CO3)C[N@H+]21,-10968.966796875
CC#CCC(=O)OC,-10442.1171875
C#Cc1coc(C#N)c1,-10839.654296875
C[N@@H+]1[C@H]2C[C@]1(C=O)C2=O,-11913.734375
C[NH2+]C1C[C@@H](N)C(=O)O1,-12386.1337890625
C[C@]1(O)[C@@H]2[C@H]3C[C@@H]2[C@H]31,-9462.013671875
CC(C)NC=O,-7829.2734375
C1C[C@@]23N[C@@H]2CO[C@H]3[NH2+]1,-11374.171875
C[C@H]1[C@H]2O[C@H]3C[C@H]3O[C@@H]12,-11509.65234375
CC[C@@]1(O)CO[C@H]1C=O,-12521.02734375
C1N[C@@]23CO[C@@H]2[NH2+]C[C@@H]13,-11372.6962890625
[NH-]C1O[C@@H]2[C@H]3CC[C@@H]2[C@@H]13,-10937.62890625
N#CC(=O)CC1(O)CC1,-11915.2021484375
[NH-]c1nccc(F)[nH+]1,-11397.2060546875
C[C@H](C#CC#N)NC=O,-11342.00390625
CO[C@@H](C)C1(CO)CC1,-11575.349609375
O=C1C[C@@]2(O)[C@@H](O)C[C@@H]12,-12488.3349609375
[NH-]C1O[C@@H]2C[C@H]1[C@H]2C=O,-11915.080078125
N#C[C@H]1O[C@H]2C[C@H](C2)O1,-11914.6865234375
C#Cc1[nH]c(=O)oc1C,-11883.55859375
O=C1C=CCC2(CC2)O1,-11479.1552734375
O=C[C@]12C[C@H]1C[C@H]1C[N@H+]12,-10936.6689453125
COC[C@@H](C)[C@H]1C[C@H]1O,-11575.3740234375
O[C@H]1[C@H]2N[C@@H]1[C@@]21CCO1,-11945.3173828125
C#C[C@H]1C(=O)[C@@]2(C)C[C@@H]12,-10466.6826171875
C[C@H]1[N@@H+](C)C12C13CC12O3,-10966.9423828125
C#C[C@@H]1CC[C@@H]2C[C@@]21C,-9521.9111328125
OC[C@H]1C[C@H]2OC[C@@H]12,-10473.2373046875
C[N@@H+]1[C@H]2[C@@H]1C[C@@H]1C[C@@]12O,-10968.9404296875
Cc1cc(C=O)ccn1,-10906.875
C1C[C@]23C[C@H](C2)[C@@H]3CO1,-10531.689453125
CC[C@]12C[C@H](NO)[C@H]1O2,-11945.73046875
Nc1c[nH]c(=O)[nH]1,-9707.369140625
[NH-]C1O[C@@H](C=O)[C@@]12CN2,-12351.322265625
C[C@H]1[C@H]2CCC[C@@H](O)[C@@H]12,-10565.7412109375
CC[C@H]1C[C@H]2[C@@H](C#N)[C@@H]12,-9959.2578125
CC[C@H]1CCCC1NO,-11002.2998046875
C[C@H]1C[NH2+]C(CCO)O1,-11981.1669921875
C[C@@H](CO)OCC(N)=O,-12991.6220703125
C#C[C@]1([C@H](C)CC)CN1,-9990.5185546875
Nc1cnc2[nH+]n[nH]n12,-12111.0390625
COCCC#CC1CC1,-10531.6357421875
C[C@@H]1C=C(C#N)C[C@@H]1C,-9960.65234375
N[C@@H]1N=Nc2[nH+]cnn21,-12111.65234375
CC#CC1(CC)CCC1,-9554.4970703125
COC[C@H]1[C@H]2C[N@@H+]1[C@H]2C,-10999.9609375
C[C@]12CC[C@H](C1)[C@@H]2NO,-10968.72265625
CCOC(=N)NC(C)=O,-12419.0341796875
C#C[C@@H]1C=C[C@@H](C)OC1,-10499.6650390625
C[N@@H+]1CC[N@H+]2[C@@H]3C[C@H]2[C@@H]31,-10426.994140625
CC[C@]1(O)[C@@H]2COC[C@@H]21,-11543.2587890625
CCOC1(C#N)CC1,-9900.798828125
C[C@]12[C@H]3OC[C@@H]4[C@H]3[C@H]1[N@@H+]42,-10935.8583984375
COCc1c[nH]c(N)c1,-11407.384765625
[NH-]C1OCC[C@@H]1CO,-10912.203125
C[C@H]1[C@H]2C[C@H]3[N@@H+]1[C@@]23C=O,-10935.9580078125
CCOCC(=N)NC=O,-12418.15234375
CCCOc1c[nH]cn1,-11407.9619140625
CN(C=O)[C@H]1CC[C@H]1O,-11980.64453125
CNc1nn[nH]c(=O)n1,-12685.73046875
COC1[NH2+][C@@H](C)C[N@H+]1C,-11440.1650390625
C[CH+]1C=C([NH-])N=CO1,-10306.408203125
C#CCN1C=NCC1[NH-],-10800.3212890625
Cc1c[nH]cc1C(N)=O,-11376.5322265625
CNC(=O)C1(OC)CC1,-11980.806640625
C1=C[C@H]2O[C@H]3CC=C1[C@H]32,-10467.083984375
N[C@H]1C=C(NO)CCC1,-11406.796875
CO[C@]12C[C@H](C1)[C@H]2C#N,-10936.19921875
CC([NH-])O[C@H]1C[C@H]2C[C@H]21,-10969.560546875
C[C@H]1[C@@H]2[C@H]3[C@H]4[N@@H+]2[C@@H]1[C@@]34C,-9957.265625
CC[N@H+]1C[C@H]2NC(=O)[C@H]21,-11406.693359375
C[C@H](C#N)NCCC=O,-11407.1669921875
C#C[C@@H]1C=CCN1C=O,-10904.47265625
C#CCC(=O)[C@@H](C)C#N,-10904.5947265625
C#CC1CCCCC1,-8486.0732421875
NC(=O)CCNC(N)=O,-12856.576171875
CC1(C)C[C@H]2CC[C@H]2C1,-9588.21484375
C#C[C@@]12CC(=O)N1[C@@H]2C,-10903.3466796875
C[C@]12O[C@H]1[C@H]1O[C@]12C#N,-11880.3359375
C[C@H]1[C@H]2CC(=O)N(C)[C@@H]12,-10971.0263671875
COC[C@@]12C=CC[N@@H+]1C2,-10969.041015625
C[N@@H+]1C([NH-])C(=O)[C@@H]2C[C@@H]21,-11374.830078125
C[C@@]1(C#N)COC([NH-])N1,-11812.2646484375
C#Cc1nnn(CC)n1,-11236.650390625
Cc1c(N)[nH]ccc1=O,-11376.16796875
O=CCc1cc(O)c[nH]1,-11916.28125
C[C@H]1OCC(=O)[C@H]2N[C@H]21,-11947.7431640625
Cc1ccc(F)nc1C,-11593.3642578125
OCCn1cncn1,-10775.3671875
Cc1c(O)cn(C)c1N,-11407.7099609375
C1=C[C@@H]2[C@@H]3C(=CC[N@H+]23)C1,-9925.796875
C#CCC[N@@H+]1CC1(C)C,-9990.5947265625
CO[C@H]1C[C@]2(O)[C@H]1[C@@H]2C,-11542.3447265625
O=C[C@H](O)[C@H]1NCC1=O,-12925.5009765625
CC#C[C@]12N[C@H]1[C@H]1O[C@H]12,-10901.154296875
CNc1c(N)n[nH]c1O,-12281.02734375
O[C@@]12C[C@@H]3C[C@H]4[C@@H]3[C@@H]1[C@H]42,-10499.2978515625
C[C@H]1N[C@H]1[C@@]12CC[N@@H+]1C2,-10427.1455078125
C#C[C@]12CC[C@H]1[C@@H](C)O2,-10498.7099609375
CC[C@@](C)(O)C1CCC1,-10598.3115234375
C[C@H]1C[C@@]2(C)N[C@H]2CO1,-11002.4580078125
O=C1O[C@]23CC[C@]12CC3,-11477.4794921875
C[C@H]1[C@H]2[NH2+][C@@H]1[C@H]2C(=O)[O-],-11945.5517578125
C[C@@]12[C@@H]3C[C@H]4C[C@@H]3[N@@H+]1[C@H]42,-9959.0595703125
C[C@@H]1[C@H]2CC[C@@H]3[C@H](C2)[C@H]13,-9555.970703125
C1O[C@H]1CC12C[NH+](C1)C2,-10967.1123046875
OCCOc1ccon1,-12925.2236328125
CC#C[C@@]1(C)CN1C=O,-10936.6494140625
CCc1ccn(C)c1N,-10430.08984375
CN(C)C(=O)C(C)(C)O,-12013.5595703125
N#CCc1cc[nH]c1O,-11343.0703125
C#C[C@]12C[C@H]1C[C@H]1O[C@H]12,-10466.2255859375
C[C@H]1CCN[C@H]1C#N,-9360.61328125
C[C@H]1C=CC[C@H]1O,-8428.0185546875
CC(=O)[C@H](C=O)CO,-11452.9560546875
O[C@H]1[C@@H]2CO[C@@]23CO[C@@H]13,-12486.7958984375
C[C@]12OC[C@H]1[C@H]1C[C@H]12,-9462.5556640625
CCN(CC)C(C)=O,-9967.3720703125
C1c2nn[nH]c2[C@@H]2N[C@H]12,-11236.9052734375
CCO[C@@H](C)[C@@H](C)C=O,-11576.4697265625
c1cc2n(n1)CCO2,-10305.6708984375
C#C[C@]12[C@@H]3O[C@@]1(C)C[C@@H]32,-10465.2939453125
C1C[C@@H]2[C@@H]3[C@@H](C[N@@H+]32)O1,-9899.65625
Nc1[nH]nc(CO)c1O,-12822.009765625
CC[C@H]1OC([NH-])[C@]1(C)O,-11980.7412109375
C[C@H]1O[C@H]2COC[C@]21O,-12521.046875
N#C[C@@H](CC=O)OC=O,-12893.814453125
C[C@@]12C[C@H]3O[C@@H]1[C@@H]2[C@H]3O,-11510.8544921875
C[C@@]1(O)C[C@H]2O[C@H]2[C@H]1O,-12521.0947265625
N#CCC[C@@H]1OCC1=O,-11915.478515625
CCc1ocnc1OC,-11948.7060546875
c1c[nH]c(OC2CC2)n1,-11374.748046875
C/N=C(\C)N(C=N)C=N,-11303.1630859375
CC[C@H]1C[C@@H](OC)C1=O,-11543.5380859375
N#C[C@]12O[C@H]1[C@H]1O[C@H]12,-10810.943359375
N#C[C@@]12CCC[C@@H]1CC2,-9960.2216796875
C[C@@]1(O)CC(=O)C[C@H]1O,-12522.291015625
C#C[C@]12C[C@@]1(C)[C@@H]1C[N@@H+]12,-9924.2998046875
CC(C)[C@@H](C)C#CC=O,-10532.7373046875
OC[C@]1(O)[C@@H]2[C@@H]3O[C@@H]3[C@@H]21,-12485.974609375
CCNC(=O)C[C@@H](C)O,-12014.44921875
C[C@@]1(O)C[C@H]1CCC#N,-10970.1337890625
O=C1C[C@@]2(O)[C@H]3[C@@H]1O[C@H]32,-12455.2373046875
CC#C[C@@]1(O)C[C@H]1C=O,-11477.359375
CCCC[C@@H](C)CC#N,-10025.7080078125
C#C[C@@H]1[C@H](C)[C@@H]1CC,-8485.1767578125
O=c1onc2n1C[C@@H]2O,-13329.291015625
CO[C@H]1CO[C@H]2CO[C@@H]12,-12520.44140625
CC1=C(NO)CC[CH-]1,-9900.6025390625
C[C@H]1C(=O)C[C@]1(C)O,-10474.9423828125
C#C[C@]12C[C@H]1[C@@H](CC)O2,-10498.439453125
C#CCOc1cc[nH]c1,-10904.1142578125
CC[C@@]1(CC=O)CN1,-9933.228515625
O[C@H]1C[C@H]2CO[C@@H]1CO2,-12521.5283203125
CCC(=O)[C@H](C#N)CO,-11948.6533203125
C1O[C@]23[C@@H]1C[N@@H+]1[C@H]2C[C@@H]13,-10934.19921875
CNc1nc(C)n[nH]1,-10234.9580078125
C[C@H]1[C@@H]2[C@H]3[C@H](C#N)[C@@H]2[C@@H]13,-9925.30859375
C[n+]1c([NH-])cc[nH]c1=O,-11813.4541015625
O=C1[C@@H]2C=C[C@@]1(CO)O2,-12455.126953125
C#C[C@@H]1O[C@]1(C#N)CN,-11339.9775390625
[NH-][C@H]1OCCNC12CC2,-11406.80078125
O=CC(=O)C1CC1,-9372.89453125
C1=N\CCCCOCO/1,-11913.6396484375
CO[C@@H](C#N)C#CC=O,-11881.3720703125
C#C[C@@]1(O)C[C@@]1(C)C#C,-10465.3369140625
C1[C@@H]2C[C@]34CO[C@]13C[N@H+]24,-10934.203125
C[NH2+]C1ON=C(N)O1,-11752.4599609375
CO[C@H]1C=C(C)[C@H]2O[C@@H]12,-11510.130859375
C1=C[C@@]23CCO[C@@H]2[C@H]3C1,-10500.375
C[NH+](C)C[C@@]1(C#N)CO1,-11406.087890625
CNC(=O)C1C23CC12O3,-11946.603515625
O=CC1[NH2+][C@H]2C[C@H]2C1=O,-11914.3447265625
N#CC[C@]1(CC=O)CO1,-11915.138671875
CC(C)c1cc(N)no1,-11407.2685546875
CN(C)c1cc(N)[nH]n1,-11303.21484375
C[N@H+]1C[C@@]12COCC2=O,-11947.33203125
C#C[C@@H](C#CC=O)CO,-11443.62109375
N=CNC(=O)CNC=O,-12823.5380859375
C#C[C@@H]1N[C@@H]1C(=O)NC,-11373.4423828125
O=C(CCO)[C@@H](O)CO,-13532.01953125
OCCCc1nn[nH]n1,-12280.482421875
C[C@@H]1O[C@]1(C#N)[C@@H](C)O,-11947.701171875
CNc1cc(N)o[cH+]n1,-11812.107421875
CC#CCC(C)(C)CO,-10565.1396484375
CC[C@@H](C=O)[C@H]1CCO1,-11543.3291015625
O[C@H]1[C@H]2[C@H]3O[C@@H]1[C@@]23O,-11417.5732421875
O=CC1([C@H]2CCO2)CC1,-11510.294921875
CCn1nncc1C,-9797.435546875
NC(=O)C(=O)CCO,-11890.57421875
C[N@H+]1C[C@H]1[C@H]1N[C@H]1C=O,-11405.3359375
O=C1O[C@H]2[C@@H]1CC21CC1,-11478.1552734375
C1[C@H]2C[C@H]3[C@@H]1[N@@H+]23,-6783.466796875
CC[C@@H](O)C#CCO,-10473.470703125
C[C@@]12O[C@H]3C[C@@H]1C=C[C@H]32,-10500.1240234375
C[C@@]12C[C@]3(CO[C@@H]31)CO2,-11507.828125
C[C@H]1CCCC1(C)C,-8552.3212890625
C[C@H]1[C@@H](O)C[C@H]1OC=O,-12521.6748046875
C[C@H]1C[C@H]2CO[C@@H]1C2,-9497.2470703125
OC[C@@]1(O)C=CC[C@H]1O,-12521.30859375
C[C@@H](CC=O)O[CH+][NH-],-10911.712890625
O=COc1ocnc1O,-13872.03125
C[C@H]1C[C@]2(CN2)[C@@]12CO2,-10968.43359375
C[C@H]1[C@H]2[C@H]3CC[C@@H]1[C@@]23O,-10532.5146484375
C#CC#CC[C@@H](C)CO,-10498.876953125
O=C1[C@H]2C[N@H+]2C[C@@]12CN2,-11373.5830078125
CC1(C)C[C@@H](CO)C1=O,-11543.93359375
CCCCO[C@@H](C)C#N,-11002.94140625
C[C@@H](C=O)O[C@@H](C)CO,-12554.0390625
[NH-]C1OC[C@@H]1[C@@H](O)C=O,-12925.7734375
N#CC[C@H]1C[N@H+]1C1CC1,-10395.462890625
N#C[C@H](N)C1(O)CCC1,-11406.75
Cc1ccc(O)c(=O)o1,-12458.255859375
CC(=O)C(=O)NC1CC1,-11948.8466796875
C[C@@H]1OC[C@@H]2C[C@@H]2CO1,-11543.4365234375
O[C@]12[C@@H]3[C@H]4C[C@H](O[C@H]41)[C@@H]32,-11477.4755859375
O=C1OC[C@H]1[C@H]1CO1,-11419.638671875
N#CC[N@H+]1C[C@H]1[C@H]1CN1,-10831.806640625
NC(=O)N1CCC1,-9302.283203125
NC(=O)Nc1cc[nH]c1,-11813.3310546875
OC[C@H]1[C@@H]2C[C@H]1[C@H]2CO,-11541.5029296875
CC1=C(C)[C@H]2C[C@H]3[C@@H]1[C@H]32,-9522.1806640625
CC(C)(O)C1OCCO1,-12554.28125
O=C[C@@]12C[C@H]3N[C@@H]1[C@]32O,-11913.455078125
C#CC1=NC[C@@H](C)CO1,-10936.90625
CCOc1nc(C)no1,-12385.2919921875
C1c2nnoc2[C@@H]2N[C@H]12,-11777.2421875
N#C[C@@]1(O)[C@@H]2CC[C@@H]21,-9867.7236328125
C[C@H]1C[C@@H]([NH-])OCO1,-10912.0908203125
C[C@H]1O[C@H]2C[C@@H](O)C=C21,-11510.0048828125
C[C@]12C(=O)C[C@@]1(O)[C@@H]2O,-12488.2998046875
C#C[C@@H]1C[C@@]2(CO)C[N@@H+]12,-10934.9599609375
C[C@@]1(C=O)COC(=O)O1,-13468.3525390625
C[C@](O)(C=O)CCO,-11485.2158203125
C[NH2+]C1OC(C)(C)[C@H]1C,-11003.0966796875
C#CC(=O)c1ncon1,-12285.9453125
O=C[C@@]12C[C@H](O)[C@@H]1N2,-10877.8486328125
CC(=O)[C@@H](O)[C@H]1CN1,-10911.2470703125
C#C[C@]12C[C@H]1[C@@H](O)CO2,-11476.6708984375
N#C[C@H]1[C@H]2CC3(CC3)[C@@H]12,-9926.0419921875
[NH-]C1O[C@H]2C[C@H]3C[C@@]12C3,-10935.9853515625
C[C@H]1C[C@@](C)(O)[C@]1(C)O,-11576.2138671875
C[C@H]1O[C@H]1[C@H]1N[C@H]1CO,-11978.9833984375
CCC[C@H]1C[C@@H](O)[C@H]1O,-11575.943359375
OC[C@]12C[C@@H]3[C@H](C1)[N@@H+]3C2,-10969.8076171875
C[C@]12COCC[C@H](C1)O2,-11543.515625
CCOc1ocnc1N,-12385.37890625
CC1=C(CO)C(=O)CC1,-11512.1552734375
O=CC#Cc1ncno1,-12286.021484375
C[C@@]12O[C@@H]([C@H]3C[C@H]31)[C@H]2O,-11509.7666015625
CC(C)(CO)C1(C)CC1,-10597.9140625
C1=C[C@@H]2C[C@H]1CN=CO2,-10937.833984375
O=C[C@H]1[C@H]2CC3(CC3)[N@H+]21,-10935.71484375
O=C[C@H]1[C@H]2[C@@H](CO)C[N@H+]21,-11946.3037109375
N#CC1C[NH+](C2CC2)C1,-10395.6845703125
O=CC#C[C@H]1C[N@H+]2C[C@@H]12,-10902.6083984375
CCNc1nnon1,-11210.515625
C#C[C@]1(C(C)C)C[C@H]1O,-10531.7802734375
CC#C[C@H]1N[C@H]1C(C)C,-9991.0009765625
OCCn1cnnn1,-11211.1689453125
C#C[C@@H]1OCCC[C@@H]1O,-11510.0888671875
[NH-]C1CC(CO)=CCO1,-11948.1640625
CC(=O)N(C=O)CC#N,-12353.923828125
ON[C@@H]1[C@H]2C[N@@H+]3[C@H]2[C@H]13,-10301.98828125
CO[C@H]1C[C@H]1CC(N)=O,-11980.6923828125
O=C1OC[C@H]2CCC[C@@H]12,-11512.802734375
C[C@H]1O[C@H]2C[N@H+]3C[C@@H]1[C@@H]23,-10968.9833984375
C#C[C@@H]1O[C@@H]1[C@@H]1O[C@@H]1C,-11476.0087890625
N#CC(C#N)CC(N)=[NH2+],-11237.95703125
CNC(=N)C(=O)[C@H]1CO1,-12384.5029296875
C#C[C@@H]1[N@@H+]2C[C@H]3[C@@H]2[C@@]13O,-10901.30859375
O=C[C@@H]1[C@@H]2CC[C@H]3[C@@H]2[C@@H]13,-10500.1318359375
C[C@H]1CC[C@H]2[C@@H](CO)[C@H]21,-10565.5458984375
C[C@@H](O)CO[C@@H](C)C=O,-12554.076171875
[NH-]C1=CN=CNC(=O)N1,-12216.51171875
C#CC(=O)c1cnon1,-12284.9873046875
C#C[C@H](O)C([NH-])OCC,-11946.92578125
O[C@H]1[C@H]2O[C@H]2C[C@H]2O[C@@H]12,-12487.921875
CC[C@H]1[C@@H](OC)[C@]1(C)O,-11575.509765625
Cc1nccnc1F,-10960.76171875
N#CC1(C#N)CCO1,-10272.302734375
C[C@H]1O[C@@H](C#N)[C@H]1C=O,-11915.109375
C[C@]12CC[N@@H+]3[C@H]1C[C@@H]32,-8921.755859375
N#CCc1cnon1,-10708.86328125
CC1(C)NC(=O)[C@@]12CN2,-11406.9345703125
C[C@@]12CCC=C1[C@H]1C[N@H+]12,-9957.9814453125
O=C1[C@@H]2C[C@@H]3[C@@H]4[C@H]1[N@@H+]4[C@@H]32,-10903.7568359375
C[C@]1(O)C=C[C@@H]([NH-])OC1,-11948.4208984375
CC[C@H]1OCCC[C@H]1C,-10599.0205078125
CC1=CCCC12CC2,-8486.466796875
CN[C@]1(C#N)[C@H](O)[C@@H]1N,-11843.1689453125
CCC1(CC)CC([NH-])O1,-11003.1416015625
N#CCOCCC(N)=O,-12385.703125
C1O[C@H]2C[C@H]3O[C@H]3C[C@@H]12,-11510.1123046875
C#CC(=O)[C@@H]1OC[C@@H]1O,-12454.56640625
CCOC1(C)C[NH+](C)C1,-11034.5029296875
CCNc1conc1C,-11406.8515625
C#CC[C@H](CC)OC=O,-11510.767578125
C/N=C(\NC)C(=O)OC,-12418.013671875
C[C@H]1[C@H]2OC[C@@H](C#N)[C@@H]12,-10937.314453125
C[C@H]1CCC(NO)C1,-9933.2802734375
N#CCc1cc(N)no1,-11778.9658203125
C#C[C@@H]1O[C@@H](C#N)C1=O,-11848.6552734375
CC[C@H]1N[C@@]12C[N@H+]1C[C@H]12,-10427.1025390625
C1=CC2(CC2)[C@@H]2OC[C@H]12,-10499.796875
CC[C@H]1O[C@H]1[C@H]1N[C@H]1C,-11001.5185546875
CC(=O)[C@H]1[C@@H]2[C@H]3C[C@@H]2[C@H]31,-10498.828125
N#C[C@H](CN)[NH+]1CCC1,-10865.447265625
C[C@]12C[C@@H]3[C@H]1[C@@H]1[C@H]2[C@@]13C,-9520.953125
C#C[C@H]1C[C@H]2O[C@@]12C#N,-10870.203125
C[C@@]12C[C@@H](C=O)C[C@@H]1C2,-10533.595703125
CC[C@H]1O[C@H]1C1CC1,-9495.8896484375
CCN(C)C(=N)C#N,-9797.4140625
CC[C@@H](C)[C@H]1OC[C@H]1C,-10598.1484375
C#C[C@@H](CC)O[CH+][NH-],-9899.953125
NC(=O)CCC(N)=O,-11350.55078125
[NH-]c1cn[nH+]c(N)c1O,-12248.6904296875
NC(=O)[C@@]1(O)C[C@H]2O[C@H]21,-12925.2802734375
C[C@H]1C=C[C@H]2C[C@]1(C)O2,-10532.9775390625
C#C[C@]12[C@@H]3CN1C(=O)[C@@H]32,-10869.7041015625
CC[C@]1(O)C[C@@]2(CN2)C1,-11001.6796875
C[C@]1(O)[C@@H]2CC[C@H]1CC2,-10566.47265625
C#C[C@]1(C=O)C[C@H]1C#N,-10871.2919921875
CC[C@@]1([C@@H](C)C#N)CN1,-10428.9326171875
C[C@@]12C[C@@H](CO1)[C@H]1O[C@H]12,-11510.427734375
O=COC[C@]12CC[C@H]1N2,-11947.2802734375
C[C@H]1[C@H]2O[C@H]2C=C[C@H]1O,-11510.7822265625
CC[C@]12OC[C@H]1OC2=O,-12488.8427734375
OC[C@H]1C=CCC12CC2,-10532.76953125
N#C[C@@H]1CNC(N)[NH2+]1,-10202.2333984375
C[C@H]1[C@H]2OCC3(CC3)[C@@H]12,-10532.279296875
C[C@]1(C#N)CC[C@@]1(C)O,-10970.298828125
N#CC1(C#N)C=CCC1,-10331.990234375
C#C[C@]1(C)N[C@H]1C#N,-9293.5048828125
NC1=CC(=O)[C@H]2C[C@@]12O,-11915.8203125
c1n[nH]nc1N1CCC1,-11269.8896484375
[NH-][CH+]O[C@H]1C[C@@]12CCO2,-11946.525390625
O=C1OCC[C@H]2C[C@@H]12,-10442.7255859375
C[C@@]1(CO)OCC(=O)O1,-13500.501953125
O[C@H]1[C@H]2[C@H]3C[N@@H+]4[C@H]([C@H]32)[C@H]14,-10936.7763671875
N#C[C@@H]1CC[C@@H]1CO,-9900.958984375
C[C@@]1(CC=O)CCCO1,-11544.193359375
O=C[C@@]1(CO)[C@@H]2CC[C@@H]21,-11510.24609375
Cc1cc(F)nc(F)n1,-13661.9130859375
O=C1OCOC[C@@]12CN2,-12925.953125
COC(C)(C)[C@@H](C)CO,-11608.4853515625
C[C@H]1[C@H]2CC[C@@H](CO)[N@H+]21,-11002.0
CCO[C@H]1[C@H]2CC[C@]21C,-10564.9072265625
c1[nH]cc2c1C[C@H]1O[C@@H]21,-10905.236328125
O=C1N[C@H]2[C@@H](CO)N[C@@H]12,-12384.2412109375
C#C[C@H](C=O)CCCC,-10532.5
C[NH+]1CC(C)(C#N)C1,-9359.9111328125
C[C@@H]1CC[C@@H]1[C@@H](C)C#N,-9992.55078125
ONC1=C[CH-]CCC=C1,-10936.7314453125
O[C@@H]1[C@H](O)[C@]12[C@@H]1C[C@H]2C1,-11508.4140625
C#CC[C@H](CC)C(N)=O,-10970.1923828125
N#CCNCC1CC1,-9359.61328125
CC#CC1=CCOC1,-9430.9228515625
CC[NH2+]C1CN=CN1,-9797.7080078125
C#CCOCCCO,-10472.8955078125
C#CCOCC#N,-8798.0107421875
C[C@H]1COC[C@H]1C1CC1,-10565.482421875
CCCOC1(C)CC1,-9528.9814453125
O=C1CC2=CCO[C@@H]2C1,-11479.0947265625
C[C@H]1[C@@H](O)[C@H]1[C@@H]1O[C@@H]1C,-11542.6279296875
C[C@@H](O)[C@H]1CCC(=O)N1,-11982.0224609375
C#C[C@@H]1NC(=O)C=C1C,-10905.1552734375
c1cc(C2CC2)c[nH]1,-8891.0693359375
C[C@H]1CC[C@@H](O)[C@]1(C)O,-11576.7021484375
C#Cc1nn[nH]c(=O)n1,-12181.9033203125
N#CC1[C@H]2N[C@@H]3[C@H]2N[C@H]13,-10799.2783203125
O=C1CC[C@H]([C@H]2CN2)N1,-11407.544921875
C[C@]1(O)[C@H](C#N)C[C@@H]1O,-11948.013671875
O=C1/C=C\CC/N=C\O1,-11916.052734375
C[C@]12CC[C@@H]3[C@H](C1)[C@@H]3O2,-10533.5380859375
CC1CC=CC=CC1,-8486.7451171875
C1=CC2(COC1)COC2,-11510.2734375
C#CC[C@H](C#CC)C=O,-10466.291015625
C[C@]12C[N@@H+]3C[C@]3(C)[C@H]1O2,-10969.326171875
COc1ccncc1C,-10939.01171875
O=C1C[C@]2(O)C[C@@H](C2)N1,-11948.794921875
C#C[C@@H]1CNC([NH-])C1=O,-11341.3310546875
COC(C)(C)[C@H]1N[C@H]1C,-11034.34765625
Cc1c(O)nn(C)c1O,-12385.60546875
COc1cccc(F)c1,-12133.671875
C[C@H]1[C@@H](CO)[C@]1(O)CO,-12553.2724609375
CC(C)[C@]12CO[C@@]1(C)C2,-10564.927734375
C1O[C@H]2C[C@@H]3C[C@H]2C[C@H]13,-10533.37890625
O=C[C@H]1C[C@H]2CC[C@H]2O1,-11510.9892578125
[NH-]C1O[C@H]2COC(=O)[C@@H]12,-12894.1298828125
C#C[C@@H](CCOC)OC,-11541.83984375
CC[C@@H]1[C@@H]2C[C@H]1C2NO,-10967.26171875
CN[C@@H](C#N)C(C)C,-9393.044921875
O=C1C[C@@H]2O[C@@H]2C1,-9373.2578125
C#C[C@]1(C#N)N[C@@H]1CC,-10362.4755859375
C#C[C@]12[C@H]3[C@H](C[C@H]31)[C@@H]2O,-10465.42578125
O=C([O-])[C@H]1[C@H]2C[N@@H+]1C2,-10876.5625
NC(=O)NC1(C=O)CC1,-12385.8330078125
ONc1c[cH+]oc(O)c1,-12892.7587890625
[NH-][CH+]OC[C@@H]1C[C@@H]1CO,-11979.6162109375
CCc1oc(N)cc1C,-10971.1875
C1=N\CCN[C@@H]2C[C@@H]2O/1,-11406.146484375
C[C@@]1(CCO)NCC1=O,-11980.255859375
O=C1C=C[C@@H]2CC[C@H]1O2,-11479.2802734375
CCCCC1OCCO1,-11576.50390625
C[C@H]1C[C@@]2(C)O[C@@]12C#N,-10937.103515625
COC[C@]12O[C@H]1CC2=O,-12487.5830078125
C[C@@H]1C(=O)N[C@@H]1C,-8865.5234375
