smiles,epsilon_HOMO
C#C[C@H](O)C#CC(C)C,-6.908970832824707
C[C@H]1COC(C(N)=O)[NH2+]1,-6.928018569946289
CC[C@@]12CO[C@]1(C)CO2,-6.522569179534912
CC[C@H]1C[C@H]2O[C@H]2CO1,-6.919855117797852
O=C1NC[C@]2(CO2)C1=O,-6.566107273101807
CC(=O)NCCC#N,-7.09945011138916
O=c1nccn[nH]1,-7.153872966766357
C[C@H]1[C@@H]2[C@H]3[C@@H]4CO[C@@]31[C@@H]42,-6.2096381187438965
O[C@@H]1CC[C@H](O)[C@]12CN2,-6.519847869873047
Cn1nnc(CO)n1,-7.447756290435791
C#C[C@H]1C[C@H](C#CC)O1,-6.707606792449951
C#CCNC(N)=O,-6.917134761810303
O=COc1ccncn1,-7.368843078613281
CN1C(=O)O[C@H]2C[C@]21C,-6.462704181671143
N[C@@H]1NN2[C@H]([NH2+]1)[C@@H]1C[C@@H]12,-5.774256229400635
O[C@]12[C@@H]3C[C@H]4[C@H]([C@H]41)[C@H]2C3,-6.122561454772949
O=c1onc([C@H]2CO2)o1,-7.98382043838501
CC[NH2+]C1N[C@H]2CO[C@@H]12,-6.185148239135742
C[C@@]1(C#N)CNC(=O)C1,-7.039586067199707
O[C@H]1C[C@H]2O[C@@]12C1CC1,-6.585155487060547
C1O[C@@]23COC[C@@]2(C3)O1,-6.718491554260254
Nc1cc2onnc2o1,-5.809630870819092
O[C@H]1CCC[C@H]1C1CC1,-7.085844993591309
CC1=C(CO)C[N@H+]2C[C@@H]12,-5.711669921875
O[C@H]1C[C@@]12[C@@H]1CO[C@H]2C1,-6.302156925201416
C[C@H]1O[C@@]2(C)CC=C[C@@H]12,-6.48447322845459
[NH-]C1C=C(N)COCO1,-5.782419681549072
CC1(C)OCOC12CC2,-6.683116436004639
CC(=O)[C@H]1C[C@H](C)O1,-6.3266472816467285
O=C[C@H]1[C@H]2NC(=O)[C@@H]12,-6.789240837097168
CC[C@H]1CNC(=O)CN1,-5.842284679412842
COC(=O)C(=O)[C@H]1CO1,-7.012373924255371
OC[C@]12C[C@H](C1)[NH2+][CH+]O2,-6.865432262420654
CC1[NH2+][C@H]2[C@@H](O1)[C@]2(C)O,-6.204195976257324
C#C[C@]12C[C@H]1O[C@H]1C[C@H]12,-6.351137638092041
C[C@@]1(C(=O)C#N)CCN1,-6.734817981719971
C[C@H]1C=C[C@H]2O[C@@H]12,-6.661347389221191
C#Cc1coc(NC)n1,-5.521190166473389
C#C[C@H]1[C@@H]2C(=O)[C@H]1[C@@H]2O,-6.658626079559326
COc1ncc(O)cn1,-6.141610145568848
C[C@]12CC[C@H]([C@H]1O)[C@H]2O,-6.696722030639648
C[C@H]1COCC1(C)C,-6.4980788230896
OCC[C@]12CC[C@H]1OC2,-6.525290489196777
COc1nccnc1N,-5.60010290145874
O=C1C=C[C@@H](O)C=CN1,-6.225965023040772
C[C@@H](C=O)c1ccno1,-6.849106311798096
CCc1[nH]c(N)cc1C,-4.661310195922852
OC[C@@]12C=C[C@H]3C[C@@H]1[N@H+]32,-5.997389793395996
N#CC#C[C@@]1(O)C[C@@H]1O,-7.156594753265381
C#C[C@H]1[NH2+][CH+][N@H+]2CC[C@@H]12,-6.250455379486084
C[C@H]1[C@H]2CCCC(=O)[C@@H]12,-6.247734069824219
CC1=CCC[C@H](C)[C@@H]1O,-6.481751918792725
CCCn1cccc1C,-5.175605773925781
CNc1nc(N)n(C)n1,-5.01777982711792
C[C@H]1[C@H]2C[C@]1(CCO)C2,-7.148430824279785
Cc1nc(N)ccc1F,-5.597382068634033
C[C@]12C[C@H]1[C@@]1(C)C[N@@H+]21,-5.774256229400635
O=C1O[C@H]2CC[C@H]2O1,-7.948446273803711
C[C@@]1(C=O)O[C@H]1CCO,-6.938903331756592
N#C[C@@]1(CO)C[C@@H]1N,-6.473588943481445
OCC#C[C@H]1CO[CH+][NH2+]1,-6.996047019958496
OC[C@H]1[C@@H]2C[C@H]1C2,-7.121219635009766
N#C[C@@]12C[C@H]3[C@@H]1C[N@H+]3C2,-6.661347389221191
C[C@@]1(O)C[C@@]12COC2=O,-6.914412975311279
N[C@]12C(=O)N3[CH+][NH2+][C@H]1[C@@H]32,-6.623250961303711
O=C1CC(=O)[C@]2(CN2)C1,-6.7974042892456055
CC1=C(C)[C@H]2C[C@@H](C1)O2,-5.970178127288818
C#CC[C@H](C)C1CC1,-6.955230236053467
[NH-][C@H]1O[C@]23C[C@H](C2)[C@]13O,-6.4980788230896
CC1(C)CCCOCO1,-6.832778930664063
C[C@H]1C=C[C@H]2O[CH+][NH2+][C@@H]12,-6.729375839233398
CC[C@@]1(CO)CC[C@H]1C,-7.091287136077881
C[C@@H]1O[C@@H]2O[C@H]1C[C@@H]2C,-6.816452026367188
CO[C@]12C[C@H]1[C@@H](C)C2=O,-6.1769843101501465
CC[C@H]1C[NH2+][C@H]2OC[C@@H]12,-6.688558578491211
C#C[C@]12C[N@H+](C1)[C@@H]2CC,-6.487194061279297
O=C1NC2(CC2)[C@@]12CN2,-6.628693580627441
CC[C@H]1O[C@]1(C)[C@@H](C)O,-6.770192623138428
OC[C@@]12O[C@H]3C[C@@H]1N[C@H]32,-6.421886920928955
C[C@@H]1C=CC(=O)C([NH-])N1,-6.242291927337647
O[C@@H]1C=C[C@@H](C2CC2)C1,-6.710327625274658
O=C[C@H]1CC(=O)C12CC2,-6.8844804763793945
CO[C@H]1[C@H]2O[C@@H](C)[C@]21O,-6.087186813354492
C#CC[C@@H]1COC(=O)O1,-7.583813190460205
CC[C@]12N[C@H](C1=O)[C@H]2O,-6.568828582763672
O=C1C[C@H]2O[C@@]2(CO)C1,-6.802846431732178
CC1=CC=CCCC1=O,-6.2749457359313965
C#CCn1ccnn1,-7.102171897888184
C[C@@]12C[C@H](O)[C@H]3[C@@H]1[N@H+]3C2,-6.054533004760742
CC[C@@H](NC=O)C(C)C,-6.7484235763549805
O=Cc1noc(CO)n1,-7.60558271408081
Cc1cccc(F)c1N,-5.491257667541504
C[C@]12[C@@H]3O[C@H]1[C@H]2OC3[NH-],-6.457261562347412
CC1=C[C@H]2[C@H]3C[C@]2(C1)C3,-6.231407165527344
C[NH2+]C1C[C@H]([C@@H](C)O)O1,-6.8409423828125
C1N[C@H]1[C@H]1NC12COC2,-6.525290489196777
OCC[C@H]1C[C@H]2C[C@@H]12,-6.851827144622803
O[C@@]12C=C[C@H]3[C@@H](C1)[C@H]3C2,-6.136167526245117
COCCOC([NH-])OC,-6.854547500610352
O[C@@H]1[C@@H]2C[C@@H]3[C@H]1[N@@H+]1[C@H]2[C@H]31,-6.179705619812012
C[C@@H](O)C#CC(C)(C)C,-6.734817981719971
C[C@H]1CCOC(=O)OC1,-7.338910579681396
CO[C@]12C[C@H]1[C@@]1(C)C[C@H]12,-5.472209930419922
CC1=CC(=O)CCCN1,-6.356579780578613
O=C1C[N@@H+]2[C@H]1[C@@H]2CO,-6.7484235763549805
O[C@@]12C[N@@H+]3[C@H]4[C@@H](C[C@@H]31)[C@H]42,-5.967456817626953
CCCC1(C=O)CCC1,-6.666789531707764
C[C@H]1OC[C@]2(C)[C@H]1[C@@H]2C,-6.582434177398682
C#C[C@H](C#N)C[C@H]1CN1,-6.88720178604126
CCc1ccccc1N,-5.35520076751709
CO[C@@]12C(=O)C[C@@H]1[C@@H]2C,-6.220522880554199
C[C@@]1(O)[C@H]2O[C@H]2[C@@]12CO2,-6.786519527435303
O[C@H]1C[C@@]23C[C@]12CCO3,-5.785140514373779
O=C[C@]1(CO)C[C@@H](O)C1,-7.042306423187256
CC[C@@H](O)COC,-6.987883567810059
O=C[C@]12O[C@H]1C=CC2=O,-6.908970832824707
c1nc([C@H]2CN2)no1,-7.145709991455078
O=C[C@]12N[C@H]1[C@H]1C[C@H]12,-6.010994911193848
O=CC#Cc1cocn1,-7.0150957107543945
C1C[C@]12CO[C@]21COC1,-6.7484235763549805
C[C@H]1[C@H]2C[C@@]13OC[C@H]3O2,-6.519847869873047
C#C[C@]1(O)CC=CC1=O,-6.669510841369629
O[C@H]1C[C@H]2C34OC23[C@H]14,-6.2096381187438965
O=C[C@@]12C[C@@H](NO)[C@@H]1C2,-6.631414413452148
C[C@H]1C[C@]2(O)C[N@H+]1C2,-6.141610145568848
CN1C[C@H]2NC(=O)C=C21,-5.997389793395996
C[C@H]1COC([NH-])[C@H]1C=O,-6.922576904296875
OC[C@H]1OC[C@H]2C[C@H]2O1,-6.976998805999756
COCCc1cnoc1,-7.009653091430664
[NH-]C1OC(=O)[C@H]2[C@@H](O)[C@@H]12,-7.532111644744873
C#Cc1noc(NC)[nH+]1,-6.03548526763916
C#C[C@]1(C)O[C@H]2C[C@]21O,-6.451819896697998
CC1=C[C@@H]2[C@H]3CO[C@@H]2[C@@H]13,-5.7878618240356445
C#C[C@@H]1N[C@]1(C)CC,-6.544338226318359
[NH-]c1c(N)c[nH+]nc1F,-5.107577323913574
CCCc1coc(N)c1,-4.927981853485107
CC(C)OC(=O)[C@@H](C)N,-6.364743232727051
C#C[C@H](CO)C(=O)CC,-6.729375839233398
C[C@H]1[C@@H](O)[C@H]2[C@H]3N[C@H]3[C@@H]12,-6.201474666595459
CO[C@@]12C[C@@]3(C)C[C@@H]1[C@H]32,-6.345695018768311
CC1=C(N)[C@@H](O)CC1=O,-5.937524318695068
O=C[C@]1(O)C[C@H]2C[N@H+]2C1,-6.364743232727051
OC[C@H]1CCC12CC2,-7.080402374267578
C[C@H]1CC12CC=CC2,-6.285830497741699
O=CC[C@]12C[C@@H]3[C@H]1C[C@@H]32,-6.74298095703125
C#C[C@@]12CC[C@]1(O)[C@@H]2C,-5.755208015441895
N[C@H]1CC(=O)NC1=O,-6.80828857421875
O=C1CCN1C1COC1,-6.645020484924316
O=c1[nH]c2ccoc2o1,-5.586497783660889
CC#CC[C@@]1(O)C[C@H]1C,-6.555222511291504
C[C@H]1C[C@]2(CNC2=O)O1,-6.315762519836426
O[C@H]1C=CCC[C@@]12CO2,-6.805567264556885
C#C[C@H](COC)C(N)=O,-6.696722030639648
C[C@H]1C[C@@]2(C)CC[C@@H]12,-6.938903331756592
CC(=O)c1n[nH]c(=O)[nH]1,-6.566107273101807
N#CCc1ocnc1O,-6.454540729522705
C#C[C@@H]1CNC1=O,-6.721211910247803
CCC#CCC1COC1,-6.609645366668701
C[C@]12OC[C@H]1NCC2=O,-5.932082176208496
C1CC1c1nn[nH]n1,-7.148430824279785
C[NH2+][CH+]OCC(F)(F)F,-7.159315586090088
C[C@H]1CCN(C)C(=O)N1,-6.117119789123535
O=C[C@H]1[C@H]2C[C@@H]3C[C@H]2[N@@H+]31,-6.451819896697998
C1=C[C@@]2([NH+]3CC3)C[C@H]2C1,-6.087186813354492
C#C[C@H](O)C(C)(C)OC,-6.851827144622803
CC(=O)[C@H]1COC(=O)N1,-7.1184983253479
Cc1nc(O)nc(F)n1,-7.774292945861816
C[C@@H]1[C@]2(C#N)CO[C@]12C,-6.971556663513184
c1cn(C[C@H]2CN2)cn1,-6.106235027313232
CC[C@H]1C[C@H]1C(=O)CO,-7.156594753265381
C[C@H]1[C@H]2OC[C@H]2[C@@]12CO2,-6.8137311935424805
CCC[C@H]1COC(=O)C1,-7.107614040374756
C[C@@H]1C(=O)[C@H](C)[C@]12CN2,-6.375627517700195
C1=NC[C@H]2C[C@H](C2)O1,-6.552501678466797
CC#CC#CCCC=O,-6.359301090240479
NC(=O)c1cc(O)no1,-7.265439510345459
N#CC#C[C@@]1(C#N)CN1,-7.9049072265625
O=C1CN=C2[C@H]3C[C@H]3N12,-6.51712703704834
CCC1(OC)CCC1,-6.579712867736816
O=C1[C@@H](O)[C@H]2[C@H]3C[N@H+]3[C@@H]12,-6.334810733795166
COCC(C)(C)[NH+]1CC1,-6.136167526245117
N#CC1=NCCCO1,-7.526669502258301
Cc1cc(N)n(C=O)c1,-5.472209930419922
C[C@]12CO[C@H]1[C@@H](CO)C2,-6.54978084564209
N#C[C@H]1[C@@H](O)[C@H]2C[N@@H+]1C2,-6.734817981719971
O=c1ncnncn1,-6.979720592498779
N#CCNCCNC=O,-6.8844804763793945
C[NH2+]C1CN=CN1C=O,-6.933460712432861
C[C@@H]1C=CC[C@H](C)[C@@H]1O,-6.650462627410889
CNc1cc(C=O)n[nH]1,-5.872217178344727
C[C@@]1(C(N)=O)N[C@H]1C=O,-6.8354997634887695
C[CH+]1N=C([NH-])ON=C1N,-6.283109188079834
[NH-]C1CCNCC(=O)O1,-6.566107273101807
C[C@@]1(O)[C@H]2C[C@@H](O)[C@@H]1O2,-6.631414413452148
C[C@@H]1[C@H]2C[C@H]3[C@@H]1O[C@H]3C2,-6.3103203773498535
C[C@@]1(O[CH+][NH-])COC1[NH-],-7.172921180725098
C[NH2+][C@H]1[C@@H](O)[C@@H](C)[NH+]1C,-5.812351703643799
C[C@]12CO[C@H]1[C@@]1(C)N[C@@H]21,-6.054533004760742
C[C@H]1C=Cc2ncnn21,-6.3783488273620605
Cc1oc(O)c(N)c1C,-4.791924953460693
C#CC1=C[C@H](O)C(=O)N1,-6.3103203773498535
CC[C@@]12O[C@]1(C)[C@H]1O[C@H]12,-6.604203224182129
O=C1C[C@H]2CC[C@@H]1OC2,-6.16065788269043
C[C@@]1(O[CH+][NH-])C[NH2+][CH+]O1,-7.303536415100098
C1[C@@H]2[C@@H]3[C@H]1[N@H+]2C[C@]31CO1,-6.329368591308594
COCC#CCO,-6.824615955352783
[NH-]C1O[C@H]2C[C@@H]3CO[C@@]132,-6.974278450012207
C[C@]1(CO)C(=O)[C@@H]2N[C@@H]21,-6.625972270965576
CC1(C)C(=O)[C@H]2C[C@@H]1C2,-6.204195976257324
C[C@H]1[C@H]2OC(=O)[C@]21O,-7.023258686065674
C[C@@H]1[C@@H]2N[C@H]1C2=O,-6.7484235763549805
C[C@]12O[C@H]1[C@H]1[C@@H](O)[C@H]12,-6.351137638092041
C1=C2CCC[C@]23O[C@@H]3C1,-6.304878234863281
CC[C@]12CC=C[C@H]1O2,-6.579712867736816
C#CC[C@@]12[C@@H]3[C@H]4[C@@H]3[N@@H+]1[C@H]42,-5.926640033721924
C[C@@H]1O[C@H](C)[C@@H]2C[C@]12O,-6.783798694610596
C[C@@H](O)C(=O)C[NH+](C)C,-6.272224426269531
NC(=O)c1cn[nH]c1N,-5.73071813583374
C[C@H]1CC[C@H]2OCO[C@@H]12,-6.683116436004639
CNc1noc(=O)[nH]1,-6.372906684875488
CC(=O)[C@H]1C[C@H]2OC[C@@H]12,-6.587876319885254
C[C@H]1[C@H]2N[C@]1(C)C2=O,-6.555222511291504
CCNc1c[nH]c(O)c1,-4.386475563049316
COCCCOCC=O,-7.001489162445068
CCC[C@@H](O)[C@@H](C)OC,-6.838221549987793
C[C@@H](O)[C@@]1(C#N)CO1,-7.89130163192749
CC[C@@]12C=C[C@H](O)[C@@H]1O2,-6.772913932800293
O=C1C[C@]2(C[N@H+]3C[C@H]32)N1,-6.54978084564209
CC(C)COC=O,-7.5402750968933105
[NH-]C1=CN=C([NH-])C=CO1,-6.930739879608154
C[C@H]1CC[C@H]1C1CCC1,-7.3361897468566895
C#CCc1[nH]cnc1C,-5.75792932510376
c1c[nH]nn1,-7.186526775360107
C1O[C@@H]2[C@H]3[C@H]4C[C@@]12C[N@@H+]34,-6.590597629547119
C#CC1=CCC(=O)[C@@H]1O,-6.650462627410889
C[C@]12C[C@H]1n1[nH][cH+]cc12,-6.2939934730529785
C[C@@H]1C=C[C@H]2[C@@H]1C[C@@H]2C,-6.277666568756104
CO[C@@H](C)[C@@]1(C)CCO1,-6.544338226318359
CC[C@@H](O)[C@@H](O)CCO,-6.830057621002197
Cc1nn[nH+]c([NH-])c1C,-6.16065788269043
C1=C[C@@H]2[C@@H]3[C@H]1[C@@H]3[C@]21CO1,-6.019158840179443
C#C[C@]1(C(=O)C#N)CN1,-7.499457359313965
CC1(C)C[C@H]2CO[C@@H]1O2,-6.802846431732178
COC[C@@]1(C#N)CCO1,-7.104892730712891
O=C1N[C@]23C[C@H](C2)[C@]13O,-6.351137638092041
C#C[C@H](O)[C@H](O)[C@@H](C)O,-6.985162734985352
C[NH2+][CH+]OC1CC(=O)C1,-6.756587028503418
Nc1c[nH]c(CO)n1,-4.832742214202881
C#C[C@H](C(C)C)[C@@H](C)O,-7.012373924255371
CC#Cc1[nH]ncc1N,-5.189210891723633
CC1=C(C=O)CC(=O)C1,-6.753865718841553
C#CC#CC(=O)C=O,-7.308978080749512
C#CC1=NCC([NH2+]C)N1,-6.220522880554199
OC[C@@]12C[C@H]3O[C@@H]1[C@H]32,-6.269503116607666
N#C[C@@]1(O)CCC[C@@H]1O,-7.379727840423584
O=Cc1coc(=O)o1,-7.47496747970581
c1onnc1OC1CC1,-6.568828582763672
Cc1cccc(=O)[nH]1,-5.7361602783203125
O=C1C=CC(=O)[C@@H]2O[C@H]12,-7.4205451011657715
C[C@H]1C[C@H]2C[C@@](C)(C1)C2,-7.366122245788574
OC[C@]12CC[C@H]1N2,-6.811009407043457
CCc1coc(=O)n1C,-5.638199329376221
C[C@H]1O[C@H]2[C@@H](O)[C@@]12C=O,-6.740260601043701
CO[C@]1(C)C[C@H](O)C1,-6.704885482788086
CC1[NH2+][C@H]2C[C@@]2(C)O1,-6.389233112335205
C[C@@H](O)c1cc(O)[nH]n1,-6.204195976257324
CC1=C[C@H]2C(=O)[C@@H]1[N@@H+]2C,-6.364743232727051
CCc1cc(O)n[nH]1,-5.847726821899414
Cc1noc(C)c1C=O,-7.064075946807861
CCCO[C@H]1CC[C@H]1C,-6.557943820953369
CNc1nc[nH+]cc1C,-5.347037315368652
[NH-]C1C[C@H]2O[C@H]2CO1,-7.072239398956299
CCn1cnc(OC)n1,-6.079023361206055
CO[C@H]1[C@H]2C[C@]1(CO)N2,-6.655904769897461
C#C[C@H]1[C@@H](C)[C@H]2OC[C@@H]12,-6.615087985992432
O=C1CCOC(=O)CN1,-6.9008073806762695
C1=Cn2cncc2OC1,-5.638199329376221
O=C[C@@H]1O[C@@]2(CO)C[C@@H]12,-6.658626079559326
CC(=O)c1ncn(C)n1,-6.617809295654297
N#Cc1cc([NH-])[nH]c1[NH-],-7.254555702209473
O=C[C@@]12C=C[C@H]3C[N@@H+]1[C@H]32,-6.620530128479004
C[C@H]1C[N@H+]2C[C@@]2(C)CO1,-5.885822772979736
N#CC[C@]12C[N@H+]1[C@H]1C[C@H]12,-6.430050849914551
[NH-][CH+]OC[C@H](O)CCO,-6.846384525299072
CC(=O)C[C@@]1(C)N[C@@H]1C,-6.334810733795166
Nc1nocc1C=O,-6.914412975311279
C#Cc1cc(OC)c[nH]1,-5.240912914276123
CC(C)(C)[C@H]1C[C@H]2C[N@H+]21,-6.1443305015563965
O=C1CC2=CCO[C@H]2O1,-7.034143447875977
COCC(=O)C1(C)CC1,-6.557943820953369
CC1(C)C=C[C@H](C=O)C1,-6.576991558074951
C[C@H]1[C@H]2[C@H]3CO[C@@H]1[C@@]23C,-6.266781806945801
C[C@H]1[C@H]2[C@H]3O[C@@H]1[C@@]23CO,-6.337531566619873
CC[C@@H](CO)[N@H+]1C[C@H]1C,-6.389233112335205
C[NH2+][C@@H]1[C@H]2C[C@H]2N1C=O,-6.7320966720581055
O[C@H]1C[C@H]1[C@@H]1[C@@H]2CC[C@@H]21,-6.54978084564209
CO[C@H]1C[C@H](C(C)C)C1,-6.604203224182129
C1=NCCCO1,-6.674952983856201
c1cc([C@H]2CN2)ccn1,-6.726654529571533
C#C[C@H]1CNCC(=O)C1,-5.880380630493164
C#C[C@@]12CC[C@]1(C=O)N2,-6.737539291381836
C[C@@H](O)[C@@H](CO)CCO,-6.9008073806762695
C[N@H+]1C[C@@]12C[C@@]1(O)C[C@H]12,-6.04909086227417
C[C@]12N[C@H]1C(=O)NC2[NH-],-6.8137311935424805
CCc1oc(N)cc1O,-4.6068878173828125
C[C@@H](O)[C@H]1O[C@]1(C)C#N,-7.660005569458008
N#C[C@@]12O[C@@H]1CC[C@@H]2O,-7.542996406555176
CCC[C@@]1(C2CC2)CO1,-6.947066307067871
O=C[C@]12CC[C@H]1CCO2,-6.707606792449951
C1=N[C@@H]2CCC[C@@H](C2)O1,-6.601481914520264
CO[C@@H](C)C1(C#N)CC1,-7.303536415100098
O[C@H]1C[C@]2(O)[C@H]1[C@@H]1C[C@@H]12,-6.016437530517578
COc1nc(N)c(C)[nH]1,-4.560628414154053
O[C@H]1CC=C[C@H]1[C@H]1CO1,-6.772913932800293
[NH-]C1OCC(=O)C[C@@H]1O,-6.8627119064331055
N#Cc1c(N)coc1N,-5.32254695892334
NC(=O)c1cncnc1,-7.104892730712891
CCc1cc(C=O)c[nH]1,-5.899428367614746
N#C[C@H](O)C(=N)N1CC1,-7.377007007598877
CCCCC(=O)[C@H]1CN1,-6.930739879608154
C#C[C@H](O)[C@@H](CC)CO,-7.017816543579102
OCc1ncc[nH]1,-5.806910037994385
C#CC[C@]12CC[C@H]1O2,-6.865432262420654
C1OC[C@]2(O1)[C@@H]1CO[C@@H]12,-6.141610145568848
O[C@]12CO[C@@H]3[C@H]1C=C[C@@H]32,-6.2749457359313965
N#C[C@@](N)(CO)[C@H]1CO1,-7.385169982910156
C[C@@H]1CC[C@H](C)C1,-8.13620376586914
C[CH+]1N=C([NH-])C=NO1,-7.104892730712891
C[C@H]1[C@H]([C@@]2(C)CN2)[N@H+]1C,-6.046370029449463
C#CC(=O)N1C[C@H]1C#N,-7.668168544769287
CC(C)C(=O)N1CC1,-6.623250961303711
CCOC[C@H]1[C@@H](C)[C@H]1O,-6.579712867736816
C[C@]12C[C@@H]([C@H]3CO3)[C@H]1N2,-6.672231674194336
C[C@]12O[C@H]1CCC[C@H]2O,-7.001489162445068
C[C@]12C[N@H+]1C[C@H]1CO[C@H]12,-6.1769843101501465
N#CC(=O)c1ncon1,-8.726691246032715
CO[C@@H](C)[C@H]1CC(=O)O1,-7.308978080749512
CCC1(CC)CC1(C)C,-6.79468297958374
C[C@H]1O[C@@]12C[C@@H](O)C2=O,-6.42460823059082
O=C1[C@H]2C=C[C@H]3[C@@H]1[C@@]23O,-6.027321815490723
C1[C@@H]2[N@H+]1C[C@]21CN1,-6.111677169799805
C[C@@]12C[C@H]3O[C@@H]1[C@@H]2O3,-6.430050849914551
C[C@H]1CC12CCC2,-6.868154048919678
O=CO[C@H](CO)[C@H]1CN1,-7.006931781768799
OCC#C[C@H]1C[C@H]2C[C@H]21,-6.4980788230896
C[C@@H]1CCC[C@H](C)O1,-6.541617393493652
CC(=N)NC(N)=O,-6.677673816680908
C[C@H]1O[C@H]2C(=O)N[C@@H]12,-6.528011322021484
O=C[C@@H]1OC[C@H](O)[C@@H]1O,-7.031421661376953
CC1=C([NH-])OC[CH-]C=C1,-6.1905903816223145
C[N@@H+]1C[C@@]2(O)C=CC[C@@H]12,-5.6708526611328125
C1[C@@H]2[C@@H]3C[C@H]1C1(CC1)[C@H]23,-6.650462627410889
CO[C@H]1[C@H]2O[C@H]2[C@H]2O[C@@H]12,-6.832778930664063
Nc1c[nH]c2cn[nH]c12,-4.93886661529541
C[C@@H]1C(=O)N[C@@H]2CO[C@H]12,-6.593318939208984
NC(=O)c1cocc1N,-5.3688063621521
Cn1ccc2occc21,-5.015058517456055
C1=C[C@@H]2[C@@H]3[C@H]4O[C@H]([C@@H]14)[C@H]23,-6.408281326293945
C[C@H]1CC(=O)C(=O)CN1,-6.108956336975098
O=C(CO)N1CC=CC1,-6.658626079559326
CC[C@@]1(C(C)=O)N[C@H]1C,-6.585155487060547
C[C@@]1(C#N)CNC12CC2,-6.277666568756104
COc1ncncc1O,-6.334810733795166
C[C@@H](C#N)[N@@H+](C)C1CC1,-6.2450127601623535
C[C@@H](N)c1ncno1,-6.947066307067871
OC[C@]12C[C@H]3C[C@H]3[C@H]1O2,-6.82733678817749
O[C@H]1CC12CCOCC2,-6.459982872009277
CC[C@@]1(C#N)C[N@H+]1C,-6.851827144622803
C[C@H]1[C@H]2OCC(=O)[C@@H]12,-6.609645366668701
CC(=O)[C@@]1(C)CN1,-6.82733678817749
CC[C@@H]1C=C[C@@H](C#N)C1,-7.186526775360107
CC[C@@]1(CO)O[C@H]1C,-6.936182498931885
CC(=O)[C@@H]1C=CCOC1,-6.405560493469238
C#CCOCCC=O,-6.998768329620361
C[C@@]12[C@H]3O[C@]1(C)C[C@]32C,-5.929360866546631
CC1=C[C@@H](O)CCC=C1,-5.8205156326293945
C#CC(=O)n1ncnn1,-8.220560073852539
COC1([C@@]2(C)CO2)CC1,-6.405560493469238
CCN1CC=CC1=O,-6.411002159118652
C#C[C@@]12C[C@H](O)[C@@H]1N2,-6.364743232727051
Cc1c(O)nnoc1=O,-7.295372486114502
Cc1occ2ncoc12,-5.733438968658447
[NH-][C@H]1OCOC[C@@H]1CO,-6.87359619140625
C[C@]12C[C@H](C=C1CO)C2,-5.695343017578125
CC(C)Nc1cc[nH]n1,-5.148394107818604
O=C1[C@H]2[C@@H]3C=C[C@H]2O[C@H]13,-6.171542167663574
C#C[CH+]1C=NC([NH-])ON1,-7.061354637145996
N#C[C@@H]1[C@H](C#N)[C@@H]1C=O,-7.755244731903076
CCCCCOC(C)=O,-7.194690704345703
CC#C[C@@H](C)OCCO,-6.7810773849487305
O=C1[CH-][C@H]2NC[C@@H]3[C@H]2N13,-6.585155487060547
Nc1cc(=O)cc[nH]1,-5.640920639038086
CNC1=CC(=O)[C@H]2O[C@@H]12,-5.970178127288818
C#CCO[C@@H](C#N)CC,-7.464083194732666
OC1([C@H]2O[C@H]3C[C@H]32)CC1,-6.479031085968018
C[C@H]1O[C@H]1c1ccc[nH]1,-5.450440406799316
C[C@]12C(=O)[CH-][C@@H]3C[C@H]1[C@@H]32,-6.318483829498291
C[C@H]1[C@H]2[C@@H]3C[N@H+]2[C@]13CO,-6.3075995445251465
C[NH+]1CC2(C1)O[C@H]2C=O,-6.198753356933594
C1O[C@H]2[NH2+]C[C@H]3O[C@H]3[C@@H]12,-6.713048934936523
CCc1cnnnn1,-6.911692142486572
C#C[C@@H](C)CC(=O)C#N,-7.515784740447998
CC[C@H]1[NH2+][CH+]NC1[NH2+]C,-6.125282764434815
Cc1coc(O)nc1=O,-6.843663692474365
C#C[C@@H]1O[C@@H]1[C@@H](O)C#C,-7.208295822143555
OC[C@]12CC=C[C@H]1[C@H]2O,-6.231407165527344
Nc1[nH]cc2c1OCO2,-5.172884464263916
O=C1N[C@@H]2[C@@H]3O[C@@H]3[C@]12O,-6.645020484924316
C[C@H]1C[C@]1(C)C(=O)CO,-7.110334873199463
C1=Cc2cc[nH]c2C1,-4.914376258850098
COC[C@@H]1C(=O)N[C@@H]1C,-6.775634765625
O=C1OC[C@H]1[C@H]1CN1,-7.009653091430664
CCCC1(NC=O)CC1,-6.694001197814941
C[C@]12[C@H]3C[C@@H]4[C@H]3[N@H+]1[C@@]42C,-5.986505031585693
C1=C[C@H]2[C@@H]3[C@H]4C[C@]3(C1)[C@@H]24,-6.304878234863281
CO[C@@H](CO)[C@H]1CN1,-6.42460823059082
O=CC1(C=O)CC1,-6.8409423828125
O=C1C[C@@]2(O)CC[C@H]2N1,-6.511684417724609
ON[C@H]1C=C[C@@H]2N[C@@H]2C1,-5.959293365478516
O=C1[C@@H](O)C[C@H]2CO[C@@H]12,-6.696722030639648
C[C@H]1OC([NH-])O[C@H]1C#N,-7.504899978637695
O=C1[C@@H](C2CC2)[C@H]2CN12,-6.571549892425537
CO[C@]1(C)C(=O)O[C@@H]1C,-6.7810773849487305
O[C@H]1C[C@]12C[C@@]1(CO1)C2,-6.473588943481445
ON[C@@H]1C[C@H]2C[C@]21O,-6.288550853729248
CC[C@@H]1C(=O)N[C@@H]1CO,-6.601481914520264
