smiles,H
c1[nH]nnc1N1CCC1,-11269.6767578125
C[C@]12OC[C@H]1C[C@H]2CO,-11542.5986328125
CC[C@H](C=O)NC(C)=O,-11981.9228515625
O[C@H]1C[C@H]2CC=C[C@]21O,-11510.798828125
CC[C@H]1[C@@H](C)[C@H]2O[C@]21C,-10565.0927734375
C#C[C@H](CC)[C@@H](O)CO,-11542.474609375
CC1=C[C@]2(CO2)[C@H]2O[C@@H]12,-11477.263671875
CC[C@@H]1[C@H](O)[C@@H]2N[C@H]12,-9932.42578125
CO[C@H]1[C@@H](O)[C@]1(O)C#N,-12924.7119140625
CNc1cn[nH+]nc1N,-11707.0478515625
C[C@]12C[C@H]1[C@H]1C[C@@H]2C1=O,-10499.9404296875
NC1=CC(=O)OC12CC2,-11916.3916015625
C[C@@H](O)[C@]12CC[C@H]1CC2,-10565.0458984375
C1=C[C@H]2CN=CO[C@@H]1O2,-11915.521484375
O=C1O[CH+][NH2+][C@H]1C1CC1,-11916.072265625
c1cc2c(o1)[C@H]1C[C@H]1O2,-11445.3359375
CCCc1[nH]ncc1C,-10430.1103515625
O=C1CCCC12CCC2,-10533.8603515625
CC1=C[C@]23C[C@H](C2)[C@H]3C1,-9520.9443359375
CC(=O)CC12C[NH+](C1)C2,-10968.400390625
O[C@]12C=C[C@H](COC1)C2,-11510.9599609375
C#C[C@H]1CC12CCC2,-8451.955078125
C[C@]12O[C@H]1[C@@]1(C#N)O[C@@H]21,-11880.294921875
CO[C@H]1C=CCO[C@H]1C,-11543.33984375
C#CC[C@@H]1[C@H]2C[N@@H+]3[C@H]2[C@H]13,-9923.8935546875
C#C[C@H]1C[C@H]2OCC=C12,-10465.8515625
CC(C)Nc1cnno1,-11843.564453125
C#C[C@@H]1CC[C@@]12C[C@@H]2C,-9521.0556640625
C#CC(C#C)OCCC,-10497.935546875
O=C[C@H]1C(=O)CC12CC2,-11478.1728515625
C/N=C(/NC(C)=O)OC,-12418.3154296875
CC[C@H]1Cc2ccnn21,-10396.3056640625
CC1=CNC(=O)NC1,-10339.662109375
CC(=O)c1ncno1,-11283.564453125
C1O[C@@]23C[C@H]4[C@@H]([C@H]12)[N@H+]4C3,-10935.4638671875
CO[C@]1(C=O)C[C@H](O)C1,-12520.87109375
CC1=C[C@@]2(C#N)C[C@H]2C1,-9927.525390625
C[C@H]1[C@H]2C[C@@H]1[C@H]2C#N,-8889.560546875
N#C[C@@H]1CNC(=O)C1,-10306.9912109375
C[C@H]1O[C@@]12CCOC2[NH-],-11948.0078125
CCc1cnccc1C,-9961.4716796875
N#CCn1cccc1,-9295.810546875
C#Cc1n[nH]cc1OC,-11340.861328125
C[C@@H]1C=CCC2(CC2)O1,-10533.005859375
OC[C@@H](C1CC1)[NH+]1CC1,-11001.1005859375
Nc1cn(CC=O)nn1,-12248.220703125
N#C[C@H](O)[C@H]1CCCO1,-11948.1669921875
CC[C@@]1(C#N)C[C@H]1CO,-10969.953125
C[C@H](C#N)NC(C)(C)C,-10462.076171875
C[C@@]1(CO)N[C@H]1C(N)=O,-12417.5966796875
O=C1N[C@@H]2C[C@H](O)[C@@H]2O1,-12926.615234375
C[C@]12C[C@H]1OC2=O,-9372.89453125
O=C1N[CH+][C@H]2[C@H]3C[N@H+]3[C@@H]12,-11340.271484375
CC(C)(C#N)NCC#N,-10833.7451171875
CO[C@@H](C)c1conn1,-12383.962890625
CC1=C[C@H]2O[C@H]2C(=O)C1,-11478.689453125
N#C[C@H](O)C1(O)COC1,-12925.044921875
COc1c[nH]nc1OC,-12384.59375
C#C[C@@H]1C[C@@H]1OCCO,-11509.02734375
CC(C)(C)[C@@]12CC[C@@H]1C2,-9587.34765625
O[C@H]1CCCC12COC2,-11543.1650390625
CO[C@H]1CNCC(=O)C1,-11980.6865234375
CCOC(=O)NC(N)=O,-13397.6142578125
O[C@H]1CC[C@H]1C(F)(F)F,-15493.552734375
N=CNC(=O)C[C@H]1CO1,-12385.2236328125
C#CC(=O)c1ccc[nH]1,-10872.7177734375
C[C@]12N[C@H]1C=C[C@@]21CN1,-10395.1884765625
CN[C@@H](C)c1ncon1,-11843.6455078125
C1O[C@H]2C[C@H]3C[C@H](C3)[C@@H]12,-10532.6181640625
Cn1cc(O)nc1C#N,-11780.107421875
C#C[C@H](O)C(=O)C(N)=O,-12893.0751953125
C[C@H]1CCO1,-6321.88330078125
ON[C@H]1C[N@H+]2C[C@@H](O)[C@@H]12,-12382.0927734375
O=C1[C@@H]2C[C@@H](O2)[C@@H]2C[C@H]12,-11477.8505859375
C[N@H+]1[C@H]2C[C@@H](CO)[C@]21C,-11001.15625
O[C@H]1C[C@]23CCO[C@@]12C3,-11509.5908203125
CCc1ncc(CO)[nH]1,-11408.1669921875
O=C1O[C@H]2[C@@H]1C21COC1,-12455.044921875
[NH-]C1C=COC(=O)O1,-11825.634765625
CN(C=O)C1CCCC1,-11003.666015625
O=C1CC[C@H](CO)[C@@H]1O,-12522.1708984375
CC#CC([NH-])OC(C)C,-10969.611328125
O=c1cc(CO)nc[nH]1,-12354.0458984375
C1=C[C@@]2(CN2)COC1,-9900.2890625
O[C@]12[C@@H]3C[C@H]1[C@H]2N=CO3,-11914.5
CO[C@H]1C=CNC1=O,-10879.404296875
C[N@H+]1C[C@@]2(O)C[C@@]12CO,-11978.7890625
O=C[C@]1(O)C=CCC1=O,-12456.9140625
CC[C@@H](O)C(C)(C)CO,-11608.8271484375
CC[C@H]1O[C@H]2C(=O)C[C@@H]12,-11510.43359375
CC1(C(=O)C=O)COC1,-12488.515625
CO[C@@H](C)[C@@H](O)C#N,-10911.4521484375
CNc1nn[nH]c1OC,-12280.123046875
CC(C)[C@]12[C@@H]3C[C@H]1[N@H+]2C3,-9990.59375
C[C@H]1[C@@H](O)C12CCCC2,-10565.7490234375
O=CN[C@@H](C=O)C1CC1,-11948.4013671875
C#CC1(C#C)C[C@@H]1CO,-10465.224609375
C#C[C@@H]1C[C@@H]2N[C@@H]2C1=O,-10903.6474609375
C[C@H]1NCC(=O)[C@H]2O[C@H]21,-11947.734375
C[C@@H]1C(=O)[C@@H]2CC[C@H]12,-9463.9228515625
NC(=O)C[C@H]1C[C@H]1O,-10911.8603515625
OCCOC12C[NH+](C1)C2,-11977.9716796875
O=C1CNC[C@H]2CN12,-10337.7841796875
N#CCc1ocnc1N,-11779.83984375
O=C1OC[C@H]2[NH2+][CH+]N[C@@H]12,-12353.697265625
C[C@@]1(C#N)C[C@H]2CC[N@H+]21,-10395.5712890625
Nc1nc(O)no1,-10684.1572265625
C[C@@H](CCCO)C(N)=O,-12014.0693359375
C#CC1(C#C)CCOC1,-10465.6796875
C[C@H]1C[C@H]2OC(=O)[C@@]12C,-11511.544921875
C[C@H]1[C@H]2N[C@H]2C[C@H]2C[N@H+]21,-10427.95703125
C#C[C@@]1(CO)C[C@@H]1CO,-11509.0986328125
C[C@@](O)(CO)C[NH+]1CC1,-12012.056640625
N[C@@H]1C(=O)NC(=O)[C@@H]1O,-13364.4931640625
C[C@]12[C@@H]3[C@H](C[C@H]1O)C[C@@H]32,-10532.5849609375
Cc1cc(C)n(C)c1O,-10971.1455078125
CC[C@H]1OCOC1=O,-11453.5615234375
C1COCC[N@H+]2C[C@H]2C1,-11001.4931640625
CC(=O)[C@@]1(O)CO[C@@H]1[NH-],-12925.9716796875
CC#C[C@H](N)C(=O)OC,-11947.7021484375
O[C@@H]1[C@@H]2C[C@H]3[C@@H]2[N@@H+]2[C@H]3[C@H]12,-10935.7724609375
CC(C)/C(=N\O)[C@@H](C)O,-12012.0654296875
C#C[C@@]12N[C@@H]1CC[C@@H]2C,-9958.521484375
CC[C@@]1(O)CO[C@H]1CO,-12553.3173828125
CC(=O)[C@H]1C[C@]1(C)CO,-11543.7763671875
C#C[C@H]1C[C@H]2N[C@H]2CO1,-10935.6083984375
O=C1CO[C@H]2CC=C[C@@H]12,-11479.166015625
C#C[C@@]12CC=C(C)[C@@H]1O2,-10466.634765625
C[C@]12OCO[C@H]1[C@H]2C=O,-12488.3818359375
CC1=C(C)CCCCC1,-9588.609375
CCO[C@H]1C=C[C@H]2N[C@@H]12,-10968.990234375
C[C@H]1C[C@@](O)(C=O)C1=O,-12489.0966796875
CC(=O)N[C@H]1CNC1=O,-12386.2978515625
CC#CC(=O)C(C)(C)O,-11510.705078125
COC(=N)NC(=O)OC,-13396.52734375
[NH-]C1CC[C@@]2(C[C@@H]2O)O1,-11947.9482421875
CC[C@H]1O[C@@]1(C#N)C=O,-11915.0751953125
CC(=N)N(C)C(=O)CO,-12418.3125
[NH-][C@H]1CNCC2(CC2)O1,-11406.5693359375
N#C[C@H]1[C@H]2O[C@H]2[C@H]2O[C@@H]12,-11881.6279296875
OC[C@H]1OC[C@@]12CN2,-10909.853515625
C#Cc1ncccn1,-9262.5546875
O=Cc1ccc2n1CC2,-10905.2509765625
CO[CH+][NH2+][C@H]1C[C@@H](C)C1,-11002.2734375
O=C1N[CH+][C@H]2[C@H]3N[C@H]3[C@@H]12,-11340.4287109375
C[C@]12C[C@@H]3[C@H]1C(=O)C[C@@H]32,-10500.21875
N#C[C@H]1C[C@H]1CC1CC1,-9959.2236328125
C[C@]12CC[C@@H](O)[C@H]1CO2,-11543.6044921875
O=C[C@]1(O)[C@@H]2C=C[C@H]1C2,-11477.474609375
O=Cc1ccc(CO)[nH]1,-11916.40234375
C[C@@]12CC(=O)OC[C@@H]1C2,-11511.939453125
CO[C@@H](C)CC1COC1,-11575.3212890625
[NH-][CH+]O[C@H]1COC(=O)O1,-13904.8955078125
C[C@H]1C[C@H]2C[C@@]2(O)CO1,-11543.4052734375
C[C@]1(O)[C@@H]2N[C@H]1[C@@H]1O[C@@H]12,-11946.0146484375
O=C1C[C@H]2C[C@@H]3[C@H]2N13,-9868.048828125
CC1=CCCC[C@H]1O,-9497.3515625
O=C1CC[C@H]2N[C@H]2C1,-9901.1708984375
C[C@H]1[C@H](C(C)(C)O)[N@H+]1C,-11034.8427734375
C1O[C@H]2C[C@@H]3O[C@H]2[C@H]13,-10441.20703125
CC(C)[C@@H]1C=C[C@H](C)O1,-10566.1767578125
C[C@]12N[C@H]1[C@H]1N[C@H]1[C@H]2O,-11405.59375
O=C1COC[C@@]12C[C@@H]2O,-12488.7060546875
O=C1C[C@H](O)C2(CC2)C1,-11511.3408203125
C#CCn1nncc1C,-10799.822265625
C#C[C@H](O)[C@@]1(C#N)CO1,-11880.7890625
C#CC1=CC[C@H](OC)C1,-10499.65625
CN(C=N)c1cnco1,-11811.9873046875
CO[C@H]1[C@H]2CC([NH-])O[C@H]21,-11947.466796875
COC([NH-])C(CO)CO,-12990.78125
C[N@@H+]1CCO[C@H](C#N)C1,-11406.984375
[NH-]c1cnc(N)c(F)[nH+]1,-12902.6796875
C1=C[C@@]2(OC1)[C@@H]1CO[C@@H]12,-11476.7294921875
CC(C)C[C@@H](C)OC=O,-11577.2333984375
O=C[C@]12C=C[C@@H]3[C@H]1C[C@@H]32,-10466.3486328125
C#CC[C@H]1C[C@H]2C[C@@H]1C2,-9521.4130859375
N#C[C@]1(N)C=CC[C@H]1O,-11374.6513671875
C#CC(C)(C)[C@@]1(C)CO1,-10531.65625
O=CN1C[C@H]1[C@H]1CCO1,-11946.9560546875
N#Cc1cn[nH]c1,-8663.771484375
CCc1c[nH]c(O)c1C,-10971.17578125
C[C@]1(O)C(=O)C[C@H]1C#N,-11915.68359375
O=C(CO)C(=O)CCO,-13499.4345703125
CCC[N@H+]1C[C@]1(C)C#N,-10428.7919921875
CNC1=C[CH+](C)C=NO1,-11373.953125
NC(=O)Nc1c[nH]nn1,-12686.4013671875
C/C(C[C@@H]1C[C@@H]1C)=N\O,-11001.37890625
O[C@H]1[C@H]2OC3(CC3)[C@]21O,-12486.603515625
O=c1cconc1,-9776.919921875
C1C[C@@]2(O1)[C@@H]1CO[C@H]2C1,-11509.732421875
C/N=C(/CCO)NC=O,-12417.978515625
CCC1([C@H]2O[C@H]2C)CC1,-10564.9462890625
N#C[C@H](O)[C@H](N)C(N)=O,-12822.6669921875
C#CC[C@](C)(O)CCO,-11542.4150390625
CC[NH2+][CH+]O[C@H]1C[C@H]1O,-11979.5556640625
CNc1cncnc1F,-12466.4970703125
C#CCN(C)C(=O)CC,-10969.8056640625
C#CCO[C@@H](C=O)CO,-12487.2548828125
C1=C[C@]23CC[N@@H+]2[C@H]1C3,-8887.2333984375
CCOCCCOC=O,-12554.42578125
C[C@H]1C[C@@H](CCO)C1,-9529.0634765625
Cc1[nH]cc2c1C=CC2,-9928.25390625
O=C(CCO)CCO,-11485.17578125
N#CC[C@H]1[C@@H]2C[C@H]1C2,-8889.4697265625
CC[C@]12C=CC[C@@]1(O)C2,-10533.017578125
C#CC1=C[C@@H](C)NC1=O,-10905.3056640625
C#Cc1ncc(NC)[nH]1,-10800.654296875
COC(=O)C(=N)NC=N,-12822.85546875
C[C@H]1[C@H]2[C@]3(C)C[C@@]2(C)[C@H]13,-9553.6123046875
C[C@H]1C[NH2+]C2OCC=C21,-10938.1298828125
C[C@@H](O)[C@@H](O)C#CC#N,-11914.5498046875
C[C@H]1CNC(=O)N1,-9303.1640625
C#C[C@@H]1CC(=O)[C@H]1C,-9430.7744140625
CCn1cc(CO)cn1,-11407.4619140625
COC(=N)NCC#N,-10775.25
Nc1cn(C=O)cn1,-10743.7314453125
CNC(=O)[C@@H](N)C(N)=O,-12856.01953125
CC(C)Nc1c[nH]cn1,-10867.1162109375
C[N@H+]1C[C@@]12[C@@H]1C=C[C@H]2O1,-10934.8037109375
C#C[C@@H](C#N)OCCC,-10936.19140625
O[C@@]12C[C@H]3C[C@@H]1O[C@@H]2C3,-11510.9794921875
N[C@@H]1C(=O)O[C@@H]2C[C@H]12,-10879.3369140625
CC[C@]1(C#N)[C@@H]2CC[C@@H]21,-9959.2197265625
C#CC[C@H]1C(=O)[C@H]2C[N@H+]21,-10902.76953125
C[C@@]1(O)CCC(=O)C1,-10475.5986328125
C#CCC[C@H](O)[C@H]1CO1,-11509.1201171875
Cn1ncc2[nH]cnc21,-11238.537109375
C1O[C@H]2[C@@H]1NC21COC1,-11945.65625
CO[C@H]1[C@H]2C[C@@H](C)[C@H]21,-9495.5390625
Cc1c(N)nc[nH]c1=O,-11813.771484375
O=CO[C@@]12C[C@H]3C[C@@H]1[C@H]32,-11477.279296875
C#C[C@@H]1CC(=O)NC1[NH-],-11342.2578125
C[C@]12C[C@H]1[C@H]1[C@@H](CO)[C@H]12,-10530.666015625
C[C@H]1C[C@H]2CC[C@@H]1O2,-9497.3046875
C#C[C@]1(C=O)CO1,-9338.6025390625
N#C[C@H](O)C(=O)CO,-11856.9853515625
COCc1cncnn1,-11811.1015625
CO[C@H]1C=C[C@H]2CO[C@@H]12,-11510.0302734375
C[C@H](C#N)OCC1CC1,-10969.626953125
C#CC(O)(CC)CC,-9495.87109375
CC1(C)[C@H]2CCC[C@]21O,-10565.7919921875
O[C@H]1C[C@]23C[C@](O)(C2)C13,-11507.515625
C#C[C@H]1C[C@@]12[C@H]1C[N@@H+]2C1,-9923.099609375
CCC1=C[C@H]2C[C@@H](C1)C2,-9555.3994140625
Nc1[nH]cnc1C=O,-10743.50390625
C[C@@H](CC#N)[NH+]1CCC1,-10428.9033203125
C1O[C@H]1[C@@]12CO[C@@H]1C2,-10439.8037109375
CC#C[C@H]1C[C@H]1C=O,-9430.6767578125
C[NH2+][C@@H]1N[C@@H](C)[C@]1(C)O,-11439.4765625
CC1=N[C@H]2[C@H]3C[C@@H](O1)[C@H]32,-10937.2021484375
N#C[C@]12C[C@H]1[NH2+][CH+]O2,-10272.703125
CC1=C([C@H]2CN2)CCC1,-9991.9609375
C1C[C@H]2[N@@H+]3[C@H]4C[C@@H]3[C@]42O1,-10934.0009765625
C1=C[C@H]2CC[C@@H]1[C@@H]1O[C@@H]12,-10500.30859375
C[NH2+][CH+]OCCC(C)=O,-11980.904296875
N#C[C@@H]1O[C@@H]1C#CC=O,-11848.5126953125
NC1=CC(=O)C(=O)CC1,-11916.7138671875
C[N@@H+]1CC[C@@]12CNC2=O,-11406.818359375
C#C[C@@]12C[C@@H](O1)[C@@H]2OC,-11474.9736328125
CC1=CC[C@H]2OCC=C12,-10500.845703125
CC(C)(C=O)[C@@H](O)C#N,-11948.2998046875
CO[C@H]1[C@H]2N[C@H]2[C@@]12CO2,-11945.2841796875
O[C@]12CCO[C@@H]3[C@H]1O[C@@H]32,-12486.9970703125
CCOc1cc(N)on1,-12384.78515625
C1C[C@H]2COC[C@@H]1CO2,-11543.6494140625
O=C[C@@H]1N[C@@H]1[C@@H](O)C=O,-12925.1376953125
O=CC1=CCNC(=O)C1,-11916.9228515625
N#CC[C@@H]1[NH2+][CH+]NC1[NH-],-11238.734375
O=C1COCCCO1,-11453.0341796875
C[C@]12[C@@H](O)[C@H]1[N@H+]1C[C@]12C,-10967.52734375
CN1C=C(C=O)[C@H]2C[C@H]21,-10937.5625
CC#C[C@H](O)COC,-10473.2607421875
CNC1=C([NH-])ONC=C1,-11810.7626953125
Cc1ccon1,-7763.0302734375
N#C[C@@]12CC[N@@H+]1[C@@H]2CO,-11373.05078125
c1ncc(C2COC2)o1,-11915.3505859375
C#CCC(C)(C)[C@H]1CO1,-10531.599609375
[NH-]C1O[C@@]23C[C@H]4[C@@H]2[C@@H]1[C@H]43,-10902.287109375
O=C[C@]12C[C@H]1O[CH+][NH2+]2,-10846.3095703125
N#C[C@H](N)[C@H]1[C@H]2CC[N@@H+]12,-10831.9677734375
CO[C@@]12C[C@H]3O[C@@H]1[C@]32C,-11508.6943359375
C#C[C@@H]1COC([NH-])C1,-9867.9921875
CC1(C)[C@]2(C)OC[C@]12O,-11542.51171875
ON[C@H]1C[C@H]2C[C@H]2[C@H]1O,-11946.6708984375
CC#Cc1cnn(C)n1,-10800.4638671875
CO[C@@H]([C@@H](C)O)[C@H]1CO1,-12552.9951171875
CC[C@@H](O)C1C23CC12O3,-11541.43359375
NC(=O)CCCCCO,-12014.0888671875
CCCC1(C#N)COC1,-10969.8818359375
CC[C@]12CCO[C@H]1CO2,-11543.4658203125
C[C@@H]1[C@H](C)[C@@H]1C#CC#N,-9926.4482421875
CC[C@H]1OC(=O)CC1=O,-12490.677734375
N#C[C@H]1[C@H]2C[C@H]2[C@H]2C[C@@H]12,-9926.66796875
O[C@@]1([C@H]2CN2)C[C@H]2C[C@H]21,-10968.3134765625
C#C[C@]12[C@@H]3C[C@H]([C@@H]1O)[N@@H+]32,-10902.0703125
C#C[C@H]1C[C@H](C#N)CO1,-10904.1220703125
CC(=O)C(=O)N(C)C=N,-12386.02734375
[NH-][CH+]Oc1n[nH]cc1O,-12789.294921875
C#CC[NH2+]C1OC[C@@H]1C,-10936.1650390625
CC[C@@]1(OC)CC[C@H]1O,-11575.6572265625
CC[C@@H](O)C[C@H]1CCO1,-11575.74609375
N#C[C@H](N)[C@H]1[C@H]2CO[C@H]21,-11372.8828125
N#C[C@H]1OC[C@H]2CC[C@H]21,-10937.3935546875
CO[C@H]1C[C@H]2C[C@H]3[C@@H]1[C@@H]23,-10532.2109375
C[C@H]1CCO[C@]1(C)C=O,-11544.15625
CC1(C)N[C@H]1C(=O)C=O,-11947.7861328125
C1C[C@]23[C@@H]4N[C@H]2[C@@H]4O[C@H]13,-10934.353515625
c1cnn2nccc2c1,-10769.1552734375
C[C@H]1C(=O)C[C@]1(O)C=O,-12489.150390625
O=CC#Cc1cnon1,-12284.95703125
O=C[C@]12C[C@H](C1)C2NO,-11912.4609375
Cc1n[nH]c(N)c1CO,-11844.513671875
COc1c[nH]ccc1=O,-11916.3525390625
CC[C@]12C[C@H]1C[C@H]2C,-8518.361328125
OC1(C(F)(F)F)CC1,-14424.3310546875
CC[C@H]1[C@H]2O[CH+][NH2+][C@]21C,-10970.1416015625
C#C[C@@H]1[C@H](C)C(=O)[C@@H]1C,-10499.875
CC1=C[C@H]2[C@H]3O[C@@H]1[C@@H]23,-9430.2197265625
CC1=CC(C)(C)[C@H]2O[C@@H]12,-10533.076171875
C#C[C@H]1[C@@H](C)[C@H]2N[C@@H]12,-8888.2451171875
O=C1NC[C@H]1C1CCC1,-10970.30859375
[NH-]c1cc[nH+]c(=O)o1,-11285.0986328125
CC[C@@H](C)c1nc[nH]n1,-10867.1005859375
CCn1cnc(N)c1C,-10867.296875
CC1(C)CC(C=O)C1,-9496.9189453125
C[C@H]1C[C@@]2(CO1)C[C@@H]2C,-10565.740234375
C[C@@]12C[C@@H](OCO1)[C@H]2O,-12520.92578125
N#C[C@@H]1CC(=O)[C@]12CN2,-11341.4580078125
CO[C@H]1CCOC=NC1,-11980.259765625
N#C[C@H](NC=O)[C@H]1CO1,-12352.2841796875
CC(C)c1c[nH]cn1,-9361.419921875
O=C[C@]12O[C@H]1[C@H]1C[C@@H]2C1,-11477.2763671875
ONC1COC12COC2,-12923.130859375
[NH-]C1NC(=O)CN1C=O,-12791.1806640625
CC1=C(C)[C@@H](O)C(=O)N1,-11949.30078125
C[C@@H](O)c1cnoc1N,-12384.6474609375
O=CN1CCC(O)CC1,-11981.6611328125
Cn1cc(N)c(N)c1O,-11844.2236328125
N=CN1C=CCOC1=O,-12353.1484375
C[C@H]1OCC[C@H]2[C@@H]1[N@H+]2C,-11001.951171875
CC[C@H]1[C@H]2CC[C@]21CO,-10564.857421875
C[C@H]1[C@@H]2[C@@H]3[C@H]4[C@@H]3[C@]2(C)[N@H+]41,-9957.19140625
C[C@]12O[C@H]1CN[C@H]2C=O,-11947.6298828125
CC[NH2+][CH+]OC[C@H]1CO1,-11979.5390625
C[C@]12N[C@H]1[C@H]1N[C@@H]2[C@H]1O,-11404.806640625
OC[C@@]1(C2CC2)CN1,-9932.34765625
C[C@]1(O)[C@H]([C@H]2CN2)[C@@H]1O,-11978.9501953125
CC1(C)[C@H]2C[C@@H]3[C@H]2[N@@H+]31,-8921.482421875
C[C@@H]1C=C(C=O)C(=O)N1,-11916.9365234375
C[C@@H](CO)[C@@]1(CO)CN1,-12012.1884765625
CC/C(=N\O)[C@H]1N[C@H]1C,-11437.8828125
CC#CC[C@@]1(C)CN1,-8921.880859375
C#Cc1cc(N)c(O)o1,-11882.216796875
C[N@@H+]1C[C@H]2OCOC[C@H]21,-11979.689453125
C[C@@]1(C#CC#N)CO1,-9834.7119140625
O=C1C[C@H]2C=CCO[C@@H]12,-11478.41015625
CCC#CCC(C)(C)C,-9587.6689453125
CC(=O)[C@@H](O)COC=O,-13500.2509765625
CC[C@@]1(C)C[C@]1(O)CO,-11575.7412109375
C1O[C@]23[C@@H]4N[C@H]2[C@@H]4O[C@H]13,-11911.4462890625
C[C@H]1CCOCC(=O)O1,-12522.2490234375
CCC1(CC)CO[CH+][NH2+]1,-11003.30859375
CN[C@](C)(C#N)CC=O,-11407.0908203125
C1=C(C2CC2)C[C@@H]2N[C@H]12,-9958.6494140625
[CH-]1C[N@@H+]2[C@@H]3[C@H]4O[C@@H]3[C@@H]2[C@@H]14,-10900.9306640625
C[C@H]1N[C@@]12C[C@H]1C[N@H+]1C2,-10428.0107421875
CCC(=O)OCC(C)=O,-12523.0390625
CC[NH2+]C1O[C@H]2[C@@H](O)[C@@H]12,-11946.7294921875
C#C[C@@]12C[C@H](C)[N@@H+]1C2,-8888.3759765625
Cc1nn(C=O)nc1C,-11812.3544921875
N#C[C@@]12O[C@H]3[C@H]4[C@@H]1[N@H+]4[C@H]32,-11306.4150390625
CC1(C)C[C@H]2CN2C1=O,-10970.458984375
CC[C@H]1[C@H]2C=C[C@@H](O)[C@H]21,-10532.8046875
O=C[C@]12[C@@H]3C[N@H+]1C[C@H]2N3,-11372.0947265625
CC1=C(NO)[C@@H]2N[C@@H]2[CH-]1,-11372.767578125
C1=C[C@H]2[C@@H]3[C@@H]4[C@H]2[N@@H+]4[C@@H]3C1,-9925.4248046875
CC[N@H+]1C[C@H]1[C@@H](C)C=O,-11001.994140625
C[C@@]12CC[C@@]3(C)[C@@H]1[N@H+]3C2,-9991.6005859375
C[C@]12N[C@H]1CC[C@H]2CO,-11002.38671875
OCCCC1(CO)CC1,-11575.4716796875
CO[C@H]1CC=CC1NO,-11946.7919921875
C[C@@]1(CO)N[C@@H]([NH-])[C@H]1O,-12417.0771484375
C#C[C@@]1(C)N[C@@]1(C)CO,-10968.31640625
CCCC[C@@H](O)CO,-10539.892578125
N#CC[C@@H](C=O)CO,-10879.1943359375
N#C[C@@]12C[C@H]3C[C@@H]1C[C@H]32,-9926.5673828125
CC(=O)N(C)CC#N,-10339.0419921875
C[C@@]1(CO)OC[C@H]2C[C@H]21,-11543.4228515625
C[C@]12OCC[C@H]1[C@H]2CO,-11543.1826171875
N#C[C@H](O)C#CC=O,-10812.568359375
Cc1nc(O)cnc1F,-13007.892578125
CCO[C@@H](C)C#N,-8864.806640625
c1c[nH+]c2[nH]ccc2n1,-10769.7744140625
O=C1[C@H]2C[C@H]2[C@@]12CO2,-10408.0693359375
O=C1OCCOC12CC2,-12489.271484375
C[C@H]1C=C[C@@H](O)[C@H]1C#N,-10938.0224609375
OC[C@@H]1[C@H](O)[C@@H]2[C@H](O)[C@H]12,-12520.2138671875
C#C[C@@]1(C#N)CCOC1,-10903.96484375
C#Cc1oncc1N,-10271.453125
CN1C[C@H]2C[C@@]2(C)C1=O,-10971.17578125
CC[C@]12C[C@H]1[C@H]1CO[C@H]12,-10531.474609375
C[C@@H]1[C@H](O)[C@H](C)[C@@H]1C=O,-11543.48046875
C[C@H]1[C@@H]2[C@H]3C[C@](O)(C3)[C@H]12,-10532.072265625
O[C@H]1[C@@H]2[C@H]3[C@H]4[N@@H+]2[C@@H]1[C@@]34O,-11912.2373046875
O=CCO[C@H]1C[C@H]2O[C@@H]12,-12487.2578125
CCC[C@H]1C[C@H]2O[C@@H]12,-9495.7314453125
Nc1[nH]ccc1[C@H]1CO1,-11374.4228515625
C#C[C@@]12C[C@@H]1OC[C@@H]2O,-11476.7744140625
O=CCCn1cccc1,-10938.3720703125
C[C@H]1COCO[C@H]1CO,-12554.0634765625
[NH-]C1O[C@@H]2C[C@H]1[N@H+]1C[C@@H]21,-11373.8330078125
CC#CC(=O)[C@H]1O[C@H]1C,-11477.40234375
O[C@]12CO[C@H]1[C@H]1O[C@H]12,-11417.3251953125
C[C@@H](O)C[C@H]1C[N@H+]2C[C@@H]12,-11001.283203125
[NH-]C1OCC12CC2,-8831.51171875
C[C@]1(C#N)CN=COC1,-11375.06640625
C[C@H]1CC[C@@H](C)OC1,-9529.98828125
O=C1CC[C@H]2O[C@H]2CO1,-12489.0498046875
NCC(=O)OCC1CC1,-11980.8310546875
[NH-]C(OC=O)[C@H]1CCO1,-12925.888671875
Cn1nnc(=O)c(F)n1,-13878.8212890625
Cc1nc(O)[nH]c1O,-11317.0029296875
C#CCc1n[nH]cc1C,-10363.6162109375
C#C[C@@H]1C[C@@]1(O)C#N,-9834.4130859375
Cc1ocnc1C1CC1,-10938.1875
C[C@H]1C[N@H+]2C[C@H]2[C@@H](C)O1,-11002.189453125
C[C@@H](C=O)n1ccnn1,-11811.443359375
C1=NC[C@@H]2C[C@@H]2O1,-8831.8115234375
CO[C@]12[C@@H]3C[C@H]1[C@H]2C3=O,-11476.8984375
c1nc(C2CC2)co1,-9868.7861328125
C[C@@]12C=CC[C@@H]1[NH2+][CH+]O2,-10938.3935546875
C[C@H]1C[C@@]12OC([NH-])[C@H]2N,-11406.3759765625
C#CC[C@H]1C[C@H]2CO[C@H]21,-10498.439453125
CC#C[C@H]1OCC=C1C,-10499.859375
N#C[C@H]1OC[C@H]2CN[C@H]21,-11373.8623046875
Cc1cc(N(C)C)[nH]n1,-10866.474609375
O=C1CO[C@H]2C[C@@H]1C2,-10441.9501953125
