smiles,R^2
CC[C@H]1C[C@@H]2C[C@H]1[C@H]2O,1329.03515625
C1C[C@]23C[C@@]2(C1)[C@H]1C[C@H]13,1012.0983276367188
C[C@H]1O[C@@H]2[C@H]3C[C@@H]2[C@]31C,1027.7525634765625
C1[C@H]2C[C@H]([NH+]3CC3)[C@@H]1O2,1173.5318603515625
CC(=N)N1C=NCC1=O,1118.185546875
O=C1O[C@@H]2C[C@@]1(O)CO2,876.0958862304688
C[C@H]1O[C@H]2C34OC23[C@H]14,789.3547973632812
[NH-]C1=C(O)C=NNO1,776.7354736328125
CO[C@@H]1[C@H](C)[C@@H]2N[C@@H]21,953.5451049804688
CCCOC1(C)CCC1,1745.7061767578125
C[C@@H]1CC(=O)C[C@H](C)O1,1297.6209716796875
O=C1[C@@H]2C=C[C@H](O)[C@H]1N2,921.109375
CCCCCCCC=O,3057.724853515625
O=CCC/N=C/NC=O,2027.720947265625
O=C1N[C@H]2COC[C@@H]12,783.9954833984375
C1O[C@H]1[C@H]1OCC12CC2,1206.2889404296875
Cc1[nH]c(=O)[nH]c1C=O,1201.3714599609375
CN(C)c1cnco1,949.8519287109376
C[C@@]12C=CC(=O)C[C@@H]1N2,1128.6771240234375
C#CCCC[NH+]1CC1,1596.675048828125
C#C[C@@H]1[N@@H+]2CC[C@]12CC,1220.677490234375
[CH+]1[NH2+][C@H]2C[C@H]3N[C@H]3[C@H]2O1,892.2241821289062
C#CC[C@@H]1C[C@@]1(O)C#C,1458.010009765625
C[C@@H](O)C[C@H]1CCO1,1261.4715576171875
c1onnc1C1CCC1,1290.1588134765625
CC[C@@](C)(O)C1COC1,1364.326904296875
C[C@H]1NCC(=O)C1=O,873.9281005859375
CC1=C[C@@H]2O[C@@]1(C)[C@H]2C,1117.7508544921875
CC[C@H]1O[C@@]12C[C@H]1O[C@H]12,1349.8565673828125
C[C@@]12[C@@H]3[C@H]4[C@@H]3[C@]1(C#N)[N@H+]42,968.7313842773438
C[C@]12CO[C@H]1[C@H]2C=O,939.6358032226562
COc1ccn(C)c1O,1250.4322509765625
C[C@@H]1OCC[C@H](C)O1,1027.9444580078125
O=C1[C@H]2O[C@@H]1C[C@]21CN1,984.843017578125
Cc1c(O)oc(N)c1N,1192.684326171875
c1[nH]nc2c1[C@H]1C[C@@H]2C1,942.7302856445312
C#CCCc1cnoc1,1608.7906494140625
O[C@]12[C@@H]3CC[CH-][C@H]1C[C@@H]32,958.297119140625
OC[C@H]1[C@H]2C=C[C@@H]3[C@H]2[N@@H+]31,1004.5891723632812
O=C[C@]12COCC[C@H]1O2,1089.1873779296875
C[C@@H]1C[C@@H]2[C@H](C)N2C1=O,1084.8304443359375
O=C1CC[C@@]23C[C@@]12CO3,943.4777221679688
C[C@H]1OC[C@H]2C[C@@H]1C2,849.0186157226562
CC1=C[C@@H](O)C(=O)[C@H]1C,1212.71435546875
N#Cc1concc1=O,1037.4320068359375
CC(=O)n1ccc(O)c1,1277.5325927734375
COC[C@]12O[C@H]1[C@H]1O[C@H]12,1271.9365234375
O=C[C@]12C[C@H]1[C@H]1C[N@H+]12,834.2338256835938
Cc1cnc(O)o1,695.4338989257812
C[C@H]1[C@H]2[C@@H]1[C@]1(C)[C@H]2[C@@H]1O,1199.6861572265625
C1=C[C@@H]2C[C@@H]3[C@H]1[C@@H]3O2,663.2166137695312
C[NH2+][C@@H]1O[C@H]2C[C@H]21,737.2830810546875
C[C@]1(O)[C@H]2C[C@@H]3[C@H](C2)[C@@H]31,960.6724243164062
C[C@H]1O[C@@]2(C)CC[C@@]12O,1089.4561767578125
Nc1nc([N+](=O)[O-])co1,1153.0701904296875
C#C[C@@H]1C=CN(C)C1=O,1151.1295166015625
O[C@H]1C=Cc2ocnc21,988.8027954101562
C[C@@]1(CO)NC(=O)[C@H]1O,1199.8509521484375
C#C[C@H](CO)[C@@H](C)C#N,1356.205078125
Cn1c(O)nc(O)c1O,1114.0213623046875
N#C[C@H](C=O)CC=O,1096.6226806640625
C[C@](C#N)(C=O)CCO,1367.5826416015625
C[C@H]1N[C@]12C(=O)N1C[C@@H]12,1082.0693359375
CCNc1nc(C)n[nH]1,1616.794677734375
CC#C[C@H]1N[C@H]1C1CC1,1621.2998046875
CC1=C(CO)CC[C@@H]1C,1392.7093505859375
N#CCOC(=O)NC=N,1537.2413330078125
O[C@H]1C[C@H]2N[C@@H]3CO[C@@]132,1000.5753784179688
C[C@H]1[C@@H](O)[C@H]2[NH2+][CH+]O[C@@H]12,958.5087280273438
Cc1cnc(=O)oc1C,1157.5684814453125
C[C@@H](C#N)[C@@H]1[C@H](O)[C@@H]1O,1237.3006591796875
C[C@]12CC[C@@]1(C#N)NC2,1052.0670166015625
CC#C[C@H]1CC1(C)C,1343.733154296875
C#CCCCC#N,1189.6729736328125
[NH-]C1OCC(=O)N2C[C@@H]12,998.898681640625
N#CC/N=C(\N)C#N,1042.67578125
CCC(C1CC1)C1CC1,1472.358154296875
C[C@]1(CO)[N@H+]2C[C@]1(C)C2,1144.76904296875
CC(C)(O)[C@@]1(C=O)CO1,1093.2193603515625
C#C[C@H](C)c1cnno1,1175.4373779296875
CC[C@H]1[C@@H](O)[C@]1(C)C#N,1344.81201171875
C1=C[C@@H](C2CC2)COC1,1374.52294921875
N#CC[NH+]1CCCCC1,1410.5450439453125
O=C[C@H]1C=C[C@H]2C[C@@H]1C2,1117.296630859375
C#C[C@]1([C@@H](C)C#N)CO1,1155.40234375
CCO[C@@H](C)CCC=O,1950.3642578125
COC[C@@]12CC[C@@H]1C2,1153.850341796875
O=C[C@]12[C@@H]3C=C[C@H]1C[C@@H]32,978.6978759765624
C#CC[N@@H+]1C[C@@H]1CC=O,1409.8614501953125
C[C@H]1C[C@H]2OC[C@H]3[C@@H]1[C@H]32,972.7371826171876
CC[C@]12C[C@H](C1)C([NH-])O2,1152.4730224609375
C[C@H]1OCc2cnoc21,1043.770751953125
C#C[C@@H]1C[N@@H+]1CC,865.385498046875
OCC1=CCOCCC1,1380.19775390625
CCOC1CC=CC1,1256.9451904296875
O=C1[C@H]2O[C@]1(CO)[C@@H]2O,1046.2762451171875
C[C@@H]1CC(=O)[C@@H]2C[N@@H+]2C1,1172.0052490234375
N#C[C@]12CC=C[C@H]1CO2,988.1519165039062
Nc1cn2[nH]c[nH+]c2n1,1032.8177490234375
C[C@H]1CCOCC1NO,1248.1888427734375
O=C[C@@H]1C=CC(=O)CN1,1275.6953125
C1=C[C@@H]2CC[C@@H]2OCC1,1114.306396484375
CCC#C[C@@]1(C=O)CO1,1613.4056396484375
O=C1C[C@@H]2COC[C@]12O,997.7147827148438
C#Cc1ncccc1F,1062.922119140625
Nc1oc(=O)cnc1O,1063.924560546875
C[C@H]1[C@H]2C[C@]1(C)O[CH+][NH2+]2,1014.9830932617188
O[C@H]1CC2(C[C@H](O)C2)C1,1484.03564453125
CC[C@@H]1C=CCC1,906.430419921875
CCC(=O)n1cncn1,1279.2840576171875
C[C@H]1CC=C[C@H]1NC=O,1257.9561767578125
CC1=C[C@H]2C[C@H]2[C@H]1C#N,1095.723388671875
O[C@@H]1[C@@H]2[C@@H](O)[C@@H](O)[C@H]12,875.7283935546875
CC1[NH2+][C@@H](C#N)[C@H]2C[N@@H+]12,1098.5408935546875
COCCO[C@H]1C[C@H]1C,1738.7371826171875
CO[C@@H](C)[C@H]1OC[C@H]1O,1226.9735107421875
C1CCC(C2CC2)C1,1189.1434326171875
[NH-]C1O[C@@H]2[C@H](O)[C@@H]2C1=O,935.9581909179688
O[C@H]1[C@H]2COC[C@@H]12,599.1207275390625
c1cc2c([nH]1)CCN2,834.330810546875
C#CCC[C@H](C)C#C,1419.7457275390625
CCC[C@]12CO[C@@]1(C)C2,1549.15283203125
OC[C@H]1N[CH+]C=C1NO,1261.65283203125
CC(C)[C@H]1CN[C@H]1C#N,1290.0118408203125
N#C[C@]1(O)CC[C@@]12CO2,1020.2952270507812
CCc1ncc(CO)o1,1479.0186767578125
CC1=CC[C@@H]2O[C@@H]2[C@@H]1C,1156.245849609375
C/C(=N\C(C)C)NC=O,1700.16650390625
C[NH2+]C1C[C@H](COC)O1,1529.216796875
C#CC1=CCCC1(C)C,1187.92236328125
CC[C@@]1(C)CC[C@@H](C)O1,1341.4239501953125
CC#CC[C@@H](O)C=O,1391.5794677734375
C[C@H]1[C@@H]2[C@H]3[N@@H+]2C[C@@]13C,835.09130859375
N#C[C@H]1CC=CCCN1,1097.0406494140625
CO[C@@]12C[C@H]3[C@@H](C1=O)[C@H]32,993.2039794921876
C[C@H]1CC=C[C@H]2OC[C@@H]12,1112.32666015625
C[C@@]12CC[C@]1(C)N2,727.613525390625
C#Cc1cccn1C=O,1117.1871337890625
CO[C@H]1COCCC1=O,1218.9134521484375
C[N@H+]1[C@H]2[C@H](O)CC(=O)[C@H]21,1071.1546630859375
Nc1c[nH]c(CC=O)n1,1370.483642578125
C1[C@H]2C[N@@H+]3[C@@H]4[C@H]2[C@H]1[C@@H]43,665.2597045898438
C[N@H+]1[C@H]2CC[C@]21C=O,916.0728759765624
CC[C@@]1(C)[C@H]2OC[C@]21C,1226.8116455078125
CC[C@@H](C)[C@H]1O[C@H]1C=O,1418.1842041015625
C#C[C@H]1C=CC[C@H]2C[C@H]21,1147.06689453125
C1=Cc2nocc2NC1,1001.5789184570312
Cc1cc(N)no1,738.6505126953125
CCCNc1[nH+]cco1,1615.333740234375
CCC(CC)=NO,933.3906860351562
C#CC(C)(C#C)C#C,936.0355834960938
C[C@H]1[C@@H](CO)N1C=O,999.0252075195312
CC(=O)C1COCOC1,1281.4036865234375
C[C@]12C[N@@H+]3[C@H]1[C@@]1(CO1)[C@@H]32,1030.7935791015625
O[C@H]1C=C[C@H]2CC[C@@H]12,853.1981201171875
C1=C[C@H]2[C@H]3COC[C@@H]1[N@H+]32,887.631591796875
ON[C@H]1CC[C@H]1[C@H]1CO1,1373.1612548828125
NC1=NCCNCC1=O,1143.5576171875
C#C[C@H](CO)C(F)(F)F,1114.9339599609375
C[C@H]1[C@H]2[C@@H]3N[C@]3(C)C[N@H+]21,1063.9927978515625
C[C@]12C=CC(=O)[C@@]1(O)C2,1011.409912109375
NC(=O)C1=C[C@H]2O[C@H]2C1,1191.4879150390625
C[C@@H]1C=C(CO)[C@H](C)O1,1363.1876220703125
[NH-]C1O[C@@]2(C(N)=O)C[C@@H]12,1100.141357421875
C1C[C@@H]2[C@H]1C[C@]21CO1,877.0880737304688
CCC1(CC)O[C@H]1C,1137.1077880859375
C[C@]12C[C@H](C1)[C@@]21C[C@H]1O,1102.1260986328125
Cc1noc(NC=O)n1,1290.571533203125
C1O[C@H]2[C@@H]3C[C@H]2O[C@H]13,676.4697875976562
O=C[C@@H]1[C@@H]2[NH2+][CH+]O[C@H]12,810.3933715820312
C[C@@]1([C@H]2CO2)C[C@H]2O[C@H]21,1102.4111328125
CCC[N@H+]1[C@@H]2C[C@H]1C2=O,1383.7674560546875
N#Cc1nccnc1O,1020.1956176757812
C#C[C@]1(O)COCC1=O,997.236572265625
C[C@H]1C(=O)[C@@]2(C)N[C@@]12C,1154.5235595703125
CC#C[C@H]1OC([NH-])[C@H]1N,1428.869384765625
C[C@@H](O)CC1CC(=O)C1,1656.6324462890625
Cc1cc2n(c1)C[C@@H]2C,1334.9637451171875
CC(=O)C#C[C@H]1C[C@H]1O,1677.005859375
CCCC(=O)[C@@H](C)CC,1962.3018798828125
CC#CC[C@@H](C)OC=O,1575.6361083984375
N#C[C@H]1C[NH2+]C(CO)N1,1211.2042236328125
O[C@]12CC=C[C@@H]3[C@H](C1)[C@@H]32,948.976806640625
C1=CC[C@@]2(C=CC1)CO2,1145.083740234375
O=C1[C@@H]([C@H]2CN2)[C@H]2CN12,1041.866943359375
C[C@H]1C[C@@H](CC2CC2)C1,1874.53466796875
CO[C@H]1CC=C[C@@]12CN2,1177.7049560546875
CC(C)[C@H]1[C@@H]2[C@H]3C[C@@H]2[C@H]31,1334.118896484375
C[C@]12O[C@H]1CC21COC1,1067.515625
OC[C@H]1C=CC[C@H]1O,997.0042724609376
CC(=O)C(=O)C1(O)CC1,1198.3150634765625
CC(C)C[C@H]1CNC1=O,1483.050537109375
C#C[C@]12C[C@H]1OCCN2,1099.7855224609375
CC[C@H]1O[C@H]1[C@@]1(C)CO1,1370.810546875
C[C@@]1(O[CH+][NH-])CCOC1,1293.047607421875
CCC[C@H]1C=C[C@H]2O[C@@H]12,1472.0556640625
C[C@@H]1C[C@]2(O)C[C@H](C)[C@H]12,1203.2705078125
CCC#C[C@H]1O[C@H]2C[C@H]21,1745.96337890625
CC/N=C/N(C)C(N)=O,1615.42431640625
C[C@H]1O[C@H]1C1OCCO1,1320.7386474609375
C#Cc1nonnc1=O,1005.5164794921876
CC[C@@]1(C)CO[CH+][NH2+]1,963.6098022460938
CCN(C(N)=O)C(N)=O,1200.380859375
N#CC#C[C@@H]1CN1C=O,1514.0706787109375
C[C@H]1OC[C@@H]2C([NH-])O[C@@H]21,1085.829345703125
C[C@@H]1[C@@H]2[C@H](O)[C@@H]3C[C@@H]3[C@H]12,1022.7984008789062
N#C[C@H]1C=C[C@H]2C[C@@H]1C2,1045.2369384765625
N#Cc1ccc2n1CC2,1104.5673828125
C[C@@]1(C#N)OCC(=O)O1,1035.092041015625
C#C[C@H]1C[C@]2(CCO2)C1,1388.1556396484375
C[C@@H](C(N)=O)C(=O)C=O,1097.3421630859375
C#CC(=O)/C(N)=N/C,1036.3819580078125
COC[C@@]12[C@H]3C[C@@H]1[C@@H]2C3,1339.9473876953125
C[C@H]1[N@@H+](C)[C@@]1(C#N)CO,1200.03466796875
O=CN1[C@@H]2[C@@H](O)CC[C@@H]21,1237.08251953125
C#C[C@]12COC[C@@]1(O)C2,1035.887939453125
C[C@@]12O[C@H]3C[C@@H]1[C@@H]2CO3,938.43017578125
C[C@H]1[C@H]2O[C@H]3C[C@]1(C)[C@@H]23,1010.3823852539062
CCOC(=O)/C(N)=N/C,1596.2255859375
CC[C@H]1OC[C@H]2N[C@H]21,991.11376953125
CO[C@H](C#N)CNC=O,1504.589599609375
C1=C[C@@H]2O[C@H](C1)[C@]21CN1,955.4193115234376
C[C@@H](O)[C@H]1O[C@H]2C[C@@H]12,984.4525146484376
N#C[C@@]12C[C@@H]1[C@H](O)[C@@H]2O,1107.4296875
CC(=O)C(C)(C)C=O,951.590576171875
O=C[C@H]1[C@H]2C(=O)[C@@H](O)[C@@H]12,1067.599609375
OC[C@H]1C[C@H]2OC[C@@H]1O2,1114.160888671875
O=C[C@H]1C[C@@]2(C=O)C[C@@H]12,1336.7340087890625
C[C@@H]1C(=O)NC[C@@H]1O,886.8389282226562
CN1C=CC(=O)[C@H]2C[C@H]21,1116.985107421875
CC[C@]1(C)[C@@H]2O[C@H]1C2=O,1174.3765869140625
C[C@H]1[C@H]2CO[C@@]13CO[C@@H]23,954.8328247070312
CC1(C)N[C@@]12C[C@H]1N[C@H]12,1158.2760009765625
[NH-]C1O[C@@H]2CO[C@@H](C2)O1,913.102294921875
C[C@]12C(=O)O[C@H]1[C@H]2C=O,1100.2725830078125
C[NH2+]C1OCC[C@H]2N[C@@H]12,1186.771728515625
C[C@H]1O[C@H]1C#CCO,1373.5860595703125
CC[C@]12[C@@H]3[C@H]1[C@H]1C[C@@H]3[N@H+]12,1085.032470703125
CN1C(=O)C[C@]2(C)C[C@H]12,1167.1737060546875
CCc1ccc(C)nc1,1438.3194580078125
CC1(C)[C@H]2CO[C@]21C,912.0751953125
C[C@H]1CC(=O)[C@H]1C#N,919.17578125
O=C(CO)c1cc[nH]n1,1299.06396484375
C[C@@]1(C=O)NC(=O)[C@H]1O,1105.01025390625
C[C@H]1C[C@]2(C)C[C@H]1O2,914.9158935546876
C#CC(C)(C)C1CCC1,1269.0194091796875
C[C@]1([C@]2(C)CN2)C[C@H]1O,1135.60009765625
C[C@H]1[CH-][C@H]2C[C@@]3(O)[C@@H]1[C@@H]23,1048.5152587890625
O[C@@H]1[C@@H]2CC[C@@H]2[C@@H]2O[C@H]12,969.0109252929688
N#C[C@]1(C=O)CC([NH-])N1,1116.45556640625
CCCC[C@H]1NCC1=O,1934.8787841796875
CC1(C)CC=C[C@H]1O,914.8322143554688
C#C[C@H](O)[C@@H]1[C@H](C)[C@@H]1C,1343.0308837890625
[NH-]C1O[C@@H](C=O)[C@@H]1O,967.1510009765624
C#CC(C#C)CNC=O,1409.1368408203125
C#C[C@@]12CO[C@@H]1[C@@H]2CC,1302.2635498046875
C[C@@]1(C=O)O[C@H]2C[C@H]21,871.2664184570312
O[C@@H]1C=C[C@@H]2C[C@]2(O)C1,1138.58154296875
C#Cc1occc1NC,1221.6009521484375
CC1(C)OCCC[C@H]1O,1122.123291015625
CO[C@@H](C#N)[C@@H](C)C=O,1370.107666015625
C[C@]12C=C[C@@H](O)[C@H]1[C@H]2O,1050.3841552734375
O=C1[C@H]2C[C@@]13NC[C@H]3O2,877.4537963867188
CC[C@@]12CC=CC[C@@H]1C2,1222.32275390625
C[C@@]1([C@H](C#N)CO)CO1,1248.634033203125
CC[C@@H](C)c1cnc[nH]1,1445.83642578125
C[C@H]1C[C@]2(C)[C@H]1[N@@H+]1C[C@@H]12,1100.43017578125
O=c1cnonc1F,744.6229858398438
C[C@H]1[C@H]2N[C@@]2(C#N)[C@H]1N,1166.4569091796875
O[C@H]1C[C@H]2C[C@@H]3[C@H]2[N@@H+]3C1,966.2130126953124
C[C@]12C=C[C@H](O1)C2=O,742.9830932617188
CO[C@@H](C#N)[C@@H](C)O,1073.58837890625
O=C[C@]12C[C@H]1CC2=O,862.2982788085938
C#CC1[NH2+]CC(C)(C)O1,1244.4400634765625
N#C[C@]1(C(=O)C=O)CO1,1026.0587158203125
CO[C@H]1C[C@H]1C#CC#N,1536.490966796875
C[C@H]1[C@H]2O[C@H]2[C@H]2O[C@@H]12,754.5819702148438
C#Cc1nonc1C=O,1102.811767578125
CC[C@@]1(C)CCN=CO1,1221.6883544921875
O=C[C@@]12CC[C@]1(C=O)O2,1073.61669921875
Cc1ccc(=O)oc1F,1120.477294921875
C#C[C@@]12CC[N@@H+]1C2(C)C,1128.223876953125
C[C@H]1[C@H]2O[C@@]2(CO)[C@H]1O,1196.829345703125
CC[C@@]1(C)O[C@H]2C[C@H]2O1,1169.356201171875
N#C[C@@]1([C@H]2CO2)CN1,888.461669921875
C[C@@]12C(=O)[C@H]3C[C@]1(O)[C@H]32,995.0106201171876
O=C[C@H]1CC(=O)CN1,900.7210083007812
C[C@H]1C[C@@H]2[C@@]1(C)[C@]2(C)O,1168.2978515625
CCCC(=O)CCO,1699.208251953125
CO[C@H]1C[C@]2(C[C@H]2O)C1,1513.3778076171875
CCCc1cc(C)on1,1693.6624755859375
C[C@@]1([C@H]2N[C@H]2CO)CN1,1350.2596435546875
CO[C@H]1OC[C@@H](C)[C@H]1O,1163.7923583984375
CC[C@@]1(C)C[C@H]1C(N)=O,1381.6539306640625
CC1(C)O[C@H]2C(=O)O[C@H]21,1067.803466796875
C[C@@]1(CC2CC2)CCO1,1428.827392578125
O=C[C@H](O)C[C@H](O)CO,1675.3592529296875
CC(N)(C(N)=O)C(N)=O,1095.88134765625
C[C@@]12[C@H]3[C@H]4C[C@@H]1[C@]2(O)[C@H]43,958.5695190429688
CC1(C)CC(=O)OCO1,1125.050537109375
C[C@@H](O)[C@@]1(O)CNC1=O,1059.28515625
N#CC1=NC[C@@H](O)CO1,1261.625732421875
C[C@H]1C[C@]1(O)C#N,758.3223876953125
C1O[C@H]2CO[C@@H]3C[C@]23O1,932.9439697265624
CC[C@H]1OC[C@H]1C,881.8577880859375
C[C@@](N)(CO)[C@@H](O)C#N,1252.94775390625
CC(C)O[C@H](C#N)CO,1406.542236328125
C#C[C@H](C)C1(C)CCC1,1293.243896484375
O=C1C[C@@]2(O)CC[C@@H]12,849.8023071289062
c1cn2c(n1)[C@@H]1O[C@@H]1C2,932.218505859375
C[C@]12CN[C@](C#N)(C1)C2,1154.41845703125
[CH+]1[NH2+]C2(CCCC2)CO1,1119.36181640625
NC(=O)Cn1nccn1,1197.8360595703125
C[C@H]1C[C@H]2COC(=O)[C@H]21,1052.8828125
CC[C@H]1[C@@H](O)[C@]1(O)C#N,1291.712646484375
O=C1N[C@H]2CC[C@H]3[C@@H]1[C@H]32,933.0750122070312
CC1=CCN(C)C(=O)C1,1298.740478515625
C[N@H+]1[C@H]2[C@H]3N[C@H]3[C@]21C,835.126708984375
CCC(CC)C(F)(F)F,1285.8709716796875
[NH-]C1O[C@H]2C[C@@H]3CN[C@@]132,984.1052856445312
CCOC([NH-])CCC=O,2096.760986328125
C[C@H]1C[C@@]12O[C@H]1C[C@]12C,1171.7078857421875
CCOC(=O)[C@@]1(C)CO1,1448.432373046875
CNc1c(N)coc1N,1187.665771484375
C/C(CC1(C)CC1)=N\O,1473.5062255859375
CC(C)[C@@]1(C)CCO1,1026.628173828125
C[C@H]1CCOC1,594.9572143554688
c1noc(NC2CC2)[nH+]1,1184.8902587890625
O=C[C@]1(CO)COC1=O,1066.9488525390625
O[C@@H]1[C@@H]2C[C@@H]2[C@@]12C[C@@H]2O,1084.7735595703125
O[C@H]([C@H]1C[C@H]1O)[C@H]1CO1,1288.6307373046875
C[C@H]1C[C@]2(COC2[NH-])C1,1171.098388671875
C[C@]12C[C@H](C1)[C@@]21CO1,837.1107788085938
CC(=O)[C@@H]1C(=O)C[C@@H]1C,1190.9814453125
C[N@@H+]1C[C@@H](C#N)C12CC2,1177.1956787109375
CC(C)[C@H]1CO[C@@H](C)O1,1466.1717529296875
C[C@H]1C[C@H]2[C@H]3CC[C@@]12O3,1069.0853271484375
Cc1n[nH]nc1[C@H]1CO1,1112.59765625
C[C@H]1C[C@H](OC=O)CO1,1510.6407470703125
C#CC(C#C)(CO)CO,1169.6612548828125
O=CCC[C@H](O)[C@H]1CO1,1790.7647705078125
C#C[C@@H]1C[C@@H](O)[C@@H](C)O1,1279.0517578125
C[C@]1(C=O)OC[C@@]1(C)O,1061.201171875
CO[C@@H](C#N)C1CC1,1084.9224853515625
CC[NH2+][C@@H]1O[C@H]2C[C@]21O,1359.233154296875
CC[C@]12CCO[C@H](C1)C2,1201.7479248046875
CNc1oc(N)nc1C,1274.5816650390625
C#CC(=O)O[C@H](C)C#N,1326.3857421875
CC(C)c1cc[nH]c1O,1267.9549560546875
O[C@]12CC[C@H]1[N@H+]1C[C@H]12,772.0277099609375
C#CC1=C[C@@H]2C[C@H]1[C@H]2O,1169.9200439453125
O=C1C[C@H]2OC3(CC3)[C@@H]12,1042.8509521484375
C#CC[C@@H]1[C@H](C)[C@@H]1C,1160.7445068359375
CC(C)n1ccnc1,992.4119873046876
CO[C@H]1[C@@H](C)[C@H]1CC#N,1409.5821533203125
C[C@H]1CO[C@H]2CO[C@H]21,842.9760131835938
N[C@@H]1[NH2+][C@@H]2C=C[C@@]1(O)C2,914.13232421875
Oc1cnc(O)nc1,868.1395874023438
O=c1ccocn1,587.4329223632812
C[C@@H]1NC(=O)[C@@H]2CC[C@H]12,1116.207763671875
Cc1nnoc1C#N,850.70458984375
OC[C@H]1C[C@@H](O)[C@H]2C[N@@H+]12,1011.3983154296876
N#CC1(C#N)C[N@H+]2C[C@H]21,1018.0264282226562
C[C@H]1[C@H]2[C@H](CO)[C@@H]3[C@H]2[N@@H+]31,1180.1260986328125
O=C1C[C@H]2[C@H]3C[C@@H]1C[C@@H]23,943.063720703125
C[C@H]1[C@H]2COC[C@@H](O)[C@@H]12,1094.816650390625
CNc1cn[nH+]cc1F,1140.686279296875
C1[C@@H]2[C@@H]3[C@H]1[C@@H]3[C@@H]2[NH+]1CC1,1055.609130859375
Cc1cc(O)c(O)[nH]1,980.375
[NH-]c1oc(=O)o[cH+]c1F,1025.3851318359375
N#C[C@]12C[C@H]1CCN2,878.0280151367188
CC1=C[C@]23C[N@@H+]4[C@H]2[C@H]1[C@@H]43,1010.797119140625
CC#C[C@@H]1C[C@@H]1OCC,1741.448974609375
CC1(C)C=C[C@@H](O)[C@H]1O,1152.400146484375
O=C(CO)CC1(O)CC1,1405.347412109375
[NH-]C1=C[C@@H]2COC[C@@H]2O1,1094.154296875
C[C@]12N[C@H]1C[C@H]1[C@@H](O)[C@H]12,1023.455810546875
CC(C)(C=O)OCCO,1519.2344970703125
C#C[C@H]1C[C@H](C)OCO1,1176.050048828125
NC(=O)C1=CN2C[C@H]2C1,1206.8756103515625
[NH-]C1C[C@H]2C[C@@H](O1)C2=O,982.9149169921876
C[C@@H](O)[C@H]1C23OC12[C@H]3O,1260.8843994140625
CC#CCCCCC,2226.90771484375
CCOCc1ncco1,1422.8983154296875
CC1=C(C=O)CCCN1,1269.0301513671875
CN(C=O)c1cnno1,1204.3785400390625
CC#C[C@H]1C[C@@H](C)CO1,1690.0994873046875
O=CN[C@@H]1CC(=O)[C@H]1O,1353.354248046875
CC[C@H]1OC(=O)C=C1N,1255.2032470703125
C[C@H]1C[C@H]2[C@@H](CCO)[C@H]21,1428.640625
COC1[NH2+]C[C@H]2C[N@@H+]12,897.5770874023438
[NH-]C1OC2(CC2)[C@H]2C[N@@H+]12,1028.713134765625
C[C@H]1O[C@H]1[C@]12CC[C@H]1O2,1201.3033447265625
CCc1n[nH]c(=O)[nH]1,1025.9339599609375
C[C@H]1[C@H]2[C@H](NC=O)C[N@H+]21,1366.10107421875
C[C@@H](N)C(=O)OC1CC1,1501.078857421875
C[C@@H]1CO[C@@H]1C[C@@H](C)O,1506.4869384765625
O=C1NC[C@@]23CC[C@@]12N3,952.5881958007812
CC[C@H]1[C@@H](O)[C@]1(C)CO,1464.217041015625
CC(=O)c1cc(C)co1,1359.3531494140625
NC1=CC(=O)CC1,748.7227172851562
CC[C@H]1O[C@H]1[C@@H](C)OC,1471.393798828125
C#C[C@]1(CO)CN[CH+][NH2+]1,1086.233154296875
C[C@@H]1C=C[C@H]2[C@@H]1O[C@@H]2C,1182.7550048828125
C[C@@H](C#N)[NH+]1CCC1,989.1964721679688
C#C[C@H]1[C@@H](C#N)[C@H]1CO,1143.630859375
CN1C[C@H]2C[C@H]2OC1=O,1094.0338134765625
CC[C@@H](C=O)C(=O)NC,1468.8074951171875
C[C@H]1O[C@H]2CCC[C@]21C,1105.75390625
CC1=C[C@@H](O)C[C@H]1C#N,1159.192626953125
CO[C@H]1C[C@@]2(C)O[C@@H]12,1069.0224609375
C[C@]12N=CO[C@@H]3[C@H]1C[C@@H]32,924.9464111328124
CC#C[C@H]1COC(=O)O1,1411.8509521484375
CC(=O)[C@@H](C)C1COC1,1377.362060546875
CC(=O)C1([NH+]2CC2)CC1,1169.01025390625
C1=NCC[C@@H]2OC[C@@H]2O1,1053.5653076171875
COc1c(C)c[nH]c1C,1239.700439453125
C#C[C@@]12O[C@@H]1C(=O)[C@@H]2O,1067.13232421875
N#C[C@@H]1N[CH+][NH2+][C@@H]1CN,1169.568115234375
C[N@H+]1[C@H]2C(=O)C[C@]21C=O,1117.1767578125
C[NH2+]C1C[C@H](C2CC2)O1,1569.2259521484375
COCCC(C)=O,1175.308349609375
CC1(C)N[C@@H](C=O)[C@H]1O,1274.5352783203125
CNc1cnc(N)o1,1006.2650146484376
C[C@@]12CCNC(=O)[C@@H]1C2,1128.225341796875
O=C[C@@H]1CC=CCCC1,1358.8145751953125
C[C@H]1[C@@H]2CC([NH-])O[C@H]1C2,1120.203857421875
[NH-]C1=C[CH+](CO)C=NO1,1223.6365966796875
N#C[C@H]1C[C@H]1C1COC1,1319.5279541015625
C#CCC1=CCNC1=O,1290.3089599609375
CC1=C(C#N)CC(=O)N1,1220.8651123046875
C#C[C@@H]1C[C@@H]1CCO,1280.8260498046875
Cc1noc(C=O)c1C,1239.3248291015625
