smiles,Delta_epsilon
CCC(=O)C(=O)C1CC1,4.304841041564941
C[C@]12CC[C@H]1[C@H]1O[C@H]12,8.887238502502441
C[C@]12C[C@@H]3[C@@H](O)[C@H]1[C@@H]3O2,8.400155067443848
C[C@]12O[C@H]1[C@@]1(C=O)O[C@@H]21,5.6028242111206055
C[C@@]12C[C@H]3[C@@H](O)C[C@@H]1[N@H+]32,8.021917343139648
OCC1[C@H]2C[C@@H]3[C@H]2C[C@H]13,9.251871109008787
C[C@H]1OC[CH-]C=C([NH-])O1,5.809630870819092
CCCC#N,9.660041809082031
O=C1O[C@H]2[C@H]3C[C@@H]1[C@H]32,7.368843078613281
O=c1cncc(O)o1,4.421850204467773
CC(=O)C(=O)CCC#N,4.318447113037109
COC(C)(C)C(=O)C=O,4.334773540496826
C#Cc1nc(C)c(O)[nH]1,5.118461608886719
CC[C@]12C[C@H]1NC(=O)N2,7.698101043701172
OC[C@]12C[C@H]1[C@H]1C[C@]12O,7.186526775360107
C#C[C@@](C)(C#N)C#CC,7.640957355499268
CC#C[C@]12C[C@@H]3[C@H](C1)[C@@H]32,7.562044143676758
C[C@@H](C=O)C1(O)CCC1,5.962014675140381
[CH+]1[NH2+][C@H]2[C@H]3OCC[N@@H+]1[C@@H]23,6.228686332702637
C[C@]1(O)[C@@H]2[C@H]3CO[C@@H]2[C@H]31,8.343010902404785
C[C@]12O[C@H]1[C@@H](O)[C@@H]2NO,6.435492515563965
CC#CC[C@H]1[C@H]2CO[C@H]21,8.111714363098145
CC1=C[C@H]2CO[C@@H]1O2,6.694001197814941
CC[C@@]1(O)CC1(C)C,8.67771053314209
Nc1[nH]cc2[nH]nnc12,4.819136619567871
OCC(CO)(CO)CO,8.421924591064453
C#C[C@H]1[C@@H]2[C@H]3C[C@@H]2[N@H+]31,7.170200347900391
C#C[C@H](O)C[C@H](C)C#N,8.046406745910645
C#C[C@H](NC=O)[C@H]1CN1,7.107614040374756
CC[C@H]1C[C@@H](C)C1=O,5.923918724060059
C[C@@H](C#N)[C@H]1CNC1=O,7.591977119445801
C1CC1C12C[NH+](C1)C2,8.408317565917969
C[C@H]1C=CN(C)C1=O,5.6844587326049805
CC[C@@]1(C=O)CO[CH+][NH2+]1,5.801467418670654
CCO[C@]12CN[C@H]1[C@H]2O,7.918513298034668
CC[C@@]12C[CH-][C@H]3C[C@@H]1[C@H]32,4.830020904541016
O[C@]12C[C@H]1CC[C@H]1C[C@H]12,8.430087089538574
C[C@H]1C[N@H+]1CC(=O)C=O,3.306183338165283
C[C@@]12CC[C@]1(O)[C@H]1C[C@H]12,8.468183517456055
CC#CC1(C#CC)CC1,7.055912017822266
N#C[C@H](C=O)CNC=O,5.953851222991943
CC[C@H]1C[C@@H](C)[C@@]12CO2,8.854584693908691
CC(C)N(C=O)C1CC1,6.944345474243164
CC[C@H]1OC[C@@H](O)C1=O,5.910312652587891
C/[NH+]=C(\N)c1cnn[nH]1,5.0123372077941895
CC(C)[C@H]1[NH2+][CH+]NC1=O,6.1769843101501465
C[C@H]1[C@H]2O[C@H]2[C@]1(C)CO,8.631451606750488
Cc1ccccc1CO,6.435492515563965
C[C@@]1(O)[C@@H]2C=C[C@H]1O2,6.462704181671143
Cn1ccc2cc[nH]c21,6.100792407989502
C#C[C@@H]1[N@@H+]2[C@H]3C[C@@H]2[C@@]13O,7.401497364044189
[NH-]C1N[C@@]23CC[C@@]12OC3,7.047749042510986
C[C@]12CO[C@H]1[C@@H](O)C2=O,5.32254695892334
C[NH+](C)[C@@]1(C#N)C[C@H]1O,7.349795341491699
C[C@H]1[C@H]2C[C@H]3OC[C@H]3[C@@H]12,8.636894226074219
O[C@]12C[N@@H+]3[C@H]1C[C@@H]32,8.606961250305176
C[C@@H]1O[C@@H]2[C@H](O)C[C@@H]2O1,8.6559419631958
N#C[C@]12[C@@H]3C[C@H]1[C@H]2CO3,7.5375542640686035
C#C[C@@H](C=O)CC#N,5.940245628356934
OC1(C[C@@H]2CO2)CC1,8.612403869628906
C[C@]12O[C@H]1[C@H]1[NH2+][CH+]O[C@H]12,7.344352722167969
C[C@H]1[NH2+][CH+][N@H+]2C[C@@]12C#N,6.650462627410889
CNc1ncncc1C,5.72527551651001
CC[C@@H](O)CNC(C)=O,7.5566020011901855
Cc1ccc(C)n1C,6.318483829498291
CC[C@]1(O)[C@H](O)[C@@H]1O,7.480409622192383
[NH-][CH+]OC(=O)NC=O,6.3783488273620605
C#C[C@H]1C[C@H](C)C(=O)O1,7.513063907623291
COC[C@@]1(C)C[C@H]2C[N@H+]21,8.487231254577637
CC(C)[C@H]1CC(=O)[C@H]1O,6.08174467086792
C[C@@]1(NCC#N)C[C@H]1O,7.102171897888184
ON[C@H]1C[C@@H](O)[C@@H](O)C1,6.688558578491211
C1O[C@H]2O[C@@H]3C[C@H]2[C@H]13,9.153910636901855
C[C@@H]1[C@@H]2C(=O)OC([NH-])[C@H]12,6.783798694610596
C[C@]12C[C@H]1OC[C@H]1C[C@H]12,8.764787673950195
ON[C@H]1[C@H]2O[C@@H]1[C@H]1O[C@H]12,6.922576904296875
C[C@H]1O[C@H]1[C@@H](O)CC=O,6.253176689147949
N#C[C@H]1N[C@H]2CC[C@@H]1C2,7.458641052246094
COc1cnc(O)n1C,6.713048934936523
O[C@H]1CC=C[C@H]2N[C@H]2C1,6.650462627410889
CC1(C)C=CC(=O)[C@H]1O,5.292614459991455
CN[C@H]1C23OC12[C@H]3C#N,6.688558578491211
c1c[nH]c(OC2CC2)c1,6.574271202087402
CC[C@H]1C[C@@H](C)[C@@H](C)O1,8.6559419631958
CC(=O)NC[C@@H](O)C=O,5.458603858947754
O=COc1ccccc1,6.3620219230651855
C[C@@H](O)CC(=O)CO,6.479031085968018
CNC(=O)[C@H]1O[C@H]1C=O,5.73888111114502
C[C@@H](OC=O)[C@H]1C[N@H+]1C,6.666789531707764
O=C1[C@H]2O[C@H]3C=CN1[C@H]32,5.442277431488037
CCCc1occc1N,5.885822772979736
CCC#CCNCC#N,7.2491135597229
C[C@]12C[C@H]3[C@H]([C@H]31)[C@@H]2NO,6.9661149978637695
C#C[C@H]1[C@@H]2[C@@H]3[C@H](O)[C@H]1[C@@H]32,8.092665672302246
C[C@]12N[C@H]1C(=O)[C@@]21CN1,5.668131351470947
CC1=Cn2ccnc2C1,5.404181003570557
CCC(=O)OCCCO,7.793340682983398
CC1=C(C#N)CCC1,5.891264915466309
C#C[C@@H]1C[C@@H]1[C@@H](C)O,7.89130163192749
C#C[C@@H](CC)OC=O,7.518506050109863
C#Cc1c[nH]ncc1=O,4.702127456665039
CC1=N[C@H]2C[C@H]2[C@@H](C)O1,6.8844804763793945
O=C1CC(=O)[C@@H]2C[C@@H]2C1,5.842284679412842
[NH-][CH+]Oc1cocc1N,5.866774559020996
CNC(=O)C(=O)O[CH+][NH-],5.496700286865234
Cc1ncc(CC=O)[nH]1,4.601445198059082
CC(=O)[C@H]1COC1=O,6.220522880554199
C[C@@]1(O)C[C@H]2[C@H]3C[C@H]3[C@H]21,8.443693161010742
C[C@H]1[C@H]2OC(=O)[C@@H]1[C@H]2C,7.450477123260498
C[C@H]1C[N@@H+]2[C@H]1[C@@H]2C=O,5.529353618621826
C[C@H]1C=C[C@@H](C#N)[C@H]1O,7.159315586090088
CO[C@H]1C[C@@]12CCOC2,8.68315315246582
C#C[C@@]12C[N@H+]3C[C@@H]1[C@]32C,7.023258686065674
C#CC(O)(C#C)CC#N,7.458641052246094
[NH-]C1=C[CH-]C(=O)OCO1,5.28989315032959
C[C@H]1COC([NH-])C1=O,5.1130194664001465
CC(C)NC1=C[CH-]CO1,5.6191511154174805
C#CCC1=NCC([NH-])N1,6.283109188079834
O[C@@]12CCCO[C@@H]1C2,8.620567321777344
N#CC1C[NH+](CCO)C1,7.083124160766602
C[C@@H](C=O)[C@H]1O[C@H]2C[C@@H]12,5.836842060089111
C#C[C@@]12COC([NH-])[C@@H]1O2,6.88720178604126
CC#C[C@H]1O[C@H]1C,7.464083194732666
CCc1nc(C)c(N)o1,6.367464065551758
NC(=O)C1=C[C@H]2C[C@H]2C1,5.69806432723999
N#C[C@@H]1CN1C(N)=O,7.529390335083008
C[C@]12CCC[C@H]1[N@H+]1C[C@H]12,8.26681900024414
N=CNc1ncn[nH]1,5.932082176208496
C[N@@H+]1[C@H]2[C@@H]1C[C@@]2(N)C#N,7.338910579681396
C1OC[C@H]2N[C@@H]12,8.568865776062012
C[C@H]1O[C@H]1C1(C)CCC1,9.202890396118164
C[C@@H](O)[C@@]1(CC=O)CO1,6.04909086227417
CC[C@H]1CO[C@H](OC)C1,9.230101585388184
CC(C)[C@@]1(C)CO[CH+][NH2+]1,7.368843078613281
Cc1cn[nH]n1,7.064075946807861
O=C1N[C@H]2C[C@]1(O)C2,7.19741153717041
C[C@H]1[C@H]2O[C@H]2[C@H]2C[C@@H]1O2,8.372943878173828
C[C@@]12CCC(=O)[C@]1(C)O2,5.755208015441895
O=CC(=O)[C@H]1CO[CH+][NH2+]1,4.084428787231445
CN(C=O)C(C#N)C#N,6.947066307067871
[NH-]C1[C@H]2OC[C@H]2N1C=O,5.953851222991943
N#CC1(CO)CC(=O)C1,6.070860385894775
C#CCC1=C[C@H]2C[C@@H]1C2,6.383790969848633
CO[C@H]1COC[C@@]12CN2,8.245050430297852
COC[C@H]1[C@H]2[C@@H](C)C[N@H+]21,8.144367218017578
CC1=C[C@@H](C)[C@@H](C)OC1,7.123940467834473
CC#C[C@]1(C)C[C@H](O)C1,8.06817626953125
Cc1nc(/N=C/N)n[nH]1,5.73888111114502
C[C@@H](C#N)[C@H]1[C@H]2CO[C@H]21,7.934839725494385
C1C[C@H]2C[C@@H](C1)[C@@H]1O[C@H]21,9.00696849822998
COc1nonc1N,5.929360866546631
CC[C@@H](C)CC(=O)CO,6.536174774169922
CNc1[nH]cc(O)c1O,6.013716220855713
N[C@@]1([C@H]2CO2)CNC1=O,7.091287136077881
C[C@](O)(C=O)CCC=O,5.768813610076904
C[C@H]1CNc2cnoc21,5.333431243896484
[NH-]c1[nH]c(=O)cc[nH+]1,5.371527671813965
C[C@H]1OC([NH-])[C@@]12CCO2,7.104892730712891
Cc1occ2nc[nH]c12,4.976962566375732
C#Cc1c[nH+]c(NC)o1,4.707569599151611
C[C@@]1(CO)O[C@H]2C[C@@H]1C2,8.838258743286133
C1=C[C@H]2C[C@H](C2)[C@@]12CN2,6.519847869873047
C[C@H]1C[C@H]2[C@@H]3[C@H]2[C@H]2[C@@H]3[C@H]21,7.815110206604004
O=C1C=CCC(=O)CC1,5.044990539550781
CNC(=O)C#CC(C)C,6.389233112335205
N#CC1=CC[C@H]2C[C@@H]12,5.69806432723999
C[C@H]1[C@H]2OC[C@]21C=O,6.02187967300415
CCOC(=O)[C@@H](C)N,7.036864280700684
CO[C@@]1(C)CC=C[C@H]1O,7.175642490386963
O[C@]12[C@@H]3[C@H]4O[C@]5([NH2+]C415)[C@@H]32,3.7470080852508554
CCc1[nH]nc(O)c1O,6.234128475189209
CC1(C)N[C@H]1CC(N)=O,7.325304985046387
C[C@@H]1C/C=C\COCC1,6.802846431732178
N[C@@H]1N[C@]2(C(=O)[O-])C[C@@H]12,4.416408061981201
C[C@H]1O[C@@]12CC=C[C@H]2O,6.753865718841553
C[C@]12COCC[C@H]1N2,8.519885063171387
C[C@H]1CC2(CC2)OCO1,9.189285278320312
C[C@H]1CNc2n[nH]nc21,5.6708526611328125
C[C@H]1CC(=O)C=CN1,5.126625061035156
N=CNc1onnc1N,5.30894136428833
OC[C@]12N[C@H]1C[C@@]21CO1,7.752523899078369
Nc1nc(F)ncc1F,5.687179565429688
O[C@@]12C[C@H]3C[C@@H]1[C@H]1[C@@H]2[N@@H+]31,8.182463645935059
CCOc1nnn(C)n1,6.217801570892334
C[C@H]1[C@@H]2C=C[C@H]1COC2,6.8137311935424805
CC(C)[C@H]1N[C@H]1CO,8.67771053314209
CC#C[C@@H](O)C(F)(F)F,7.945724487304687
C[C@@]1([C@H]2CO2)CC(=O)N1,7.711706638336182
C#C[C@H](O)[C@@]12CC[C@@H]1C2,7.719869613647461
COC1(C)CCC1,8.862749099731445
C[C@@H]1[C@@](C)(O)[C@@H]2C[C@]12C,8.44641399383545
C[C@H]1OC[C@H]2[C@H]3C[C@@]12C3,8.93349838256836
O[C@]12CO[C@@H]3[C@H](C1)[C@@]32O,7.736196994781494
C[C@]12C[C@@]3(CN3)[C@@]1(O)C2,7.828715801239014
CC1=CC[C@H]2N[C@@]12C#N,6.533453464508057
[NH-]C1C[C@H](C=O)CO1,6.149773120880127
N[C@@]1([C@H]2CN2)COC1=O,6.74298095703125
CC1=CC(=O)C([NH-])OC1,4.832742214202881
CC[C@@H](OC)[C@H]1O[C@H]1C,8.944382667541504
C[C@@H](C#CCO)[C@H]1CO1,7.670889377593994
C[C@@H]1C[C@@H]1CC[C@@H](C)O,8.922613143920898
C[C@H]1CC[C@@]12O[C@H]2C=O,5.913033962249756
C1[C@@H]2N[C@@H]2[C@@H]2N[C@H]12,7.87769603729248
COC[C@@]1([C@H]2CN2)CO1,8.587913513183594
Cc1noc(C)c1CO,6.48447322845459
CO[C@]12CO[C@@H]3[C@H]1N[C@@H]32,8.310358047485352
CC([NH-])OC(C)(C)CO,7.989262580871582
C#CCC[C@H](C)C(C)C,8.5906343460083
C[C@@H]1C=C[C@@H](C#N)N1,6.3783488273620605
COC(=O)C1C23CC12O3,6.511684417724609
O=C[C@]12O[C@H]1[C@@H]1[C@H](O)[C@@H]12,5.910312652587891
CC1(C)O[C@H]1C#CC#N,6.062696933746338
[NH-]C1CO[C@H]2C[C@@H]3[C@H]2[N@H+]13,6.786519527435303
C[C@H]1CN[C@@]12COC2=O,6.451819896697998
C[C@@H](C[NH3+])[C@@H](O)C(=O)[O-],3.028627157211304
O=C1C[C@H]2[C@@H](O)C[C@@H]12,6.027321815490723
CNc1ccnc(O)n1,5.687179565429688
CC[C@H]1[C@H]2[C@H]3[N@@H+]1C[C@@]23O,7.839600563049316
C[C@@]12N[C@]1(CO)CC2=O,6.02187967300415
CC(C)CCC[NH+]1CC1,8.555259704589844
CC1(c2cc[nH]n2)CC1,6.713048934936523
COc1[nH]nc(O)c1C,6.8409423828125
CCc1coc(O)c1N,5.937524318695068
CC1(C)CN1C(=O)C=O,4.601445198059082
C[C@@]12CO[C@@H](C[C@H]1O)O2,8.536211013793945
N#CC(=O)C(=O)[C@H]1CO1,3.896670341491699
CC/C(CC1CC1)=N\O,6.908970832824707
O=CCC1([C@H]2CO2)CC1,6.103513717651367
O=C1O[C@H]2[C@@H](O)[C@@H](O)[C@@H]12,7.461361885070801
C1[C@@H]2[C@H]3[C@@H]4[C@@H]5[C@H]3[C@H]1[N@@H+]5[C@H]24,7.638236045837402
C1C[C@@H]2[C@H](C1)C21CCC1,8.977036476135254
CC(=O)C[C@@]1(C)C[C@@H]1C,6.087186813354492
Nc1cc(F)c(O)cn1,5.110298156738281
C[C@]12CC=CC[C@H](C1)C2,7.393333435058594
C[C@@]12C(=O)[C@H](O)[C@@H]1[C@@H]2O,5.80418872833252
Cc1ccc([N+](=O)[O-])[nH]1,4.476273059844971
C#C/C(CCO)=N\O,5.681737422943115
C[C@]12C[C@H]1O[C@@H]2[NH-],7.621908664703369
O[C@@]12C[C@H]3C[C@@H]1CC[C@H]32,8.957987785339355
C[C@]12COC[C@H]1CO2,8.857306480407715
OCC1=C[C@H]2C=C[C@@H]1C2,5.864053726196289
C[C@@H]1C=C[C@H](CCO)C1,7.115777492523193
Nc1coc2c1CC=C2,4.62865686416626
CCc1cc(N)c(O)[nH]1,5.923918724060059
CC[C@H]1OC(=O)O[C@H]1C,8.955266952514648
C#C[C@@]12CCC[C@@H]1OC2,7.923955917358398
CC#CC(=O)[C@H](C)OC,5.162000179290772
CCc1cc(C=O)co1,5.0803656578063965
CC(C)CC[NH+]1CC1,8.54981803894043
O=C[C@H]1[C@H]2C[C@@H]1[N@H+]1C[C@@H]21,5.6463623046875
O=CC#CC(CO)CO,5.434113502502441
OCC#C[C@H]1CCO1,7.295372486114502
C1OCC12[C@H]1[C@H]3O[C@@H]2[C@H]31,8.427366256713867
CC(=O)CC[C@@H](C)CO,6.386512279510498
N#CC1(C#N)CCC1,8.5443754196167
C[C@]12[C@@H]3[C@H]4[C@@H]5[C@H]4[C@H]1[C@H]2[C@@H]53,8.73757553100586
C[NH2+][CH+]O[C@@H](C)CC#N,7.338910579681396
CNc1coc(C=O)n1,3.956535577774048
C1c2nn[nH]c2[C@@H]2O[C@H]12,6.332089424133301
NC(=O)[C@@]12[C@H]3[C@H]4[C@@H]1[N@H+]4[C@H]32,6.451819896697998
OC[C@H]1[C@H]2C[C@@H]1[C@@H](O)C2,9.083160400390623
O=C1O[C@H]2C[N@@H+]3C[C@H]2[C@H]13,6.557943820953369
C[C@@H]1[C@H](C)[N@@H+]1[C@H]1C[C@H]1O,8.043685913085938
C[C@H]1OC[C@@H]2O[C@H]1[C@H]2O,8.821931838989258
C1C[C@@H]2O[C@H]1CC21CC1,9.115814208984377
CC[C@H]1[C@@H]2C(=O)[C@H]1[C@@H]2O,6.568828582763672
C[C@H]1CNC1=O,7.687216281890869
Cc1cc(O)n(C=O)c1,4.408244609832764
CNc1occ(O)[n+]1C,5.991947174072266
O[C@]12C[C@@H]3[C@H]1[C@@]1(CO1)[C@@H]32,8.938940048217773
CNc1nc(O)oc1C,5.904870510101318
O=C[C@]1(O)CCOC1,6.087186813354492
C[C@@]12C[C@H]3C[C@]1(C)[N@H+]32,8.870911598205566
CC[C@@H](C)[C@@H](O)[C@H]1CO1,9.398813247680664
C[C@@H](C=O)C1(O)COC1,5.975620269775391
CO[C@H]1CCCC[C@H]1O,8.430087089538574
O=C1N[C@@H]2[C@H](O)[C@H]12,6.88720178604126
O=C[C@H]1C=C[C@@H](CO)O1,5.444998264312744
CC#C[C@H](C=O)NCC,5.2980570793151855
CO[C@]12C[C@H]1[C@@H](C)[C@H]2C,8.666826248168945
OC[C@]12O[C@H]1C[C@H]1N[C@H]12,7.964772224426269
C#CC/N=C(\N)[C@@H](C)O,7.047749042510986
O=C1N[C@H]2C[C@H]3[C@@H]1[N@H+]3C2,7.017816543579102
CC1=CC(=O)CC=CC1,4.990568161010742
CC#CC(F)(F)F,8.348453521728516
O=C[C@@]12C[C@@H]3N[C@@H]3[C@@H]1C2,6.253176689147949
C[C@H]1C[C@@]2(C=O)N[C@@H]12,5.918476581573486
C#CCC(C)(C)C(N)=O,7.491294384002685
N#C[C@@H]1C=CC(=O)OC1,5.817794322967529
C[C@@H](O)CCC(C)(C)C,9.0341796875
C[C@H]1[C@@H]2[C@@H]3CCC[C@@H]3[C@H]12,8.759345054626465
C[C@H]1C[C@H]1[NH+]1CC1,8.707643508911133
Cn1ccoc1=O,6.408281326293945
N#C[C@@H]1NCC=C1CO,6.511684417724609
C[NH2+]C1OCOC[C@H]1O,7.488573551177978
C[C@H]1[CH-][C@H]2C[C@@H]3[C@H]2[C@@]31O,4.968799114227295
C1=N[C@@H]2C[C@@H]3C[C@H](O1)[C@@H]32,7.19196891784668
O=CN1C[C@@]12COC2=O,6.59604024887085
[NH-]C1N=CO[CH+][CH+]1C=O,4.813694000244141
C[C@H]1C[C@@]12C[C@H]1C[C@H]12,9.118535041809082
N#CC#CCC[C@H]1CO1,6.625972270965576
C[C@H]1C[C@H]2N[C@H]2C([NH-])O1,7.186526775360107
C[C@H]1OC[C@@]2(C)N[C@@]12C,8.163415908813477
Nc1ocnc1[C@H]1CN1,5.706227779388428
CC1(C)[N@@H+]2[C@@H]3C[C@@]1(C)[C@@H]32,8.38654899597168
[NH-]C1C[C@@]2(O)C[C@H]2CO1,7.632793426513672
Cn1nc[nH]c(=O)c1=O,5.145672798156738
C[NH2+]C1N=NOC(=O)O1,4.854511260986328
O=C[C@]12CC[C@H]1OCO2,5.970178127288818
CC[C@]12[C@@H]3C[C@H]1C[C@H]2C3,8.960708618164062
[NH-]C1O[C@@H]2CC[C@]12N,7.295372486114502
C[C@@H](CO)N(C=N)C=O,6.247734069824219
O=CC1(C=O)[C@@H]2OC[C@@H]21,5.741602420806885
O[C@H]1CO[C@H]([C@H]2CO2)C1,8.762065887451172
CC[C@]12[C@@H]3C[C@H]1[C@H]2O3,8.435529708862305
C[C@]12[C@H](O)[C@@H]3N[C@H]1[C@@]32O,7.638236045837402
C#CCC(C)(C)C#CC,7.806946754455566
C[C@H]1C[C@H]([C@H]2C[C@H]2O)O1,8.560701370239258
CC(C)(O)C1(O)CCC1,8.587913513183594
C[NH2+]C1NC([NH-])[C@H]2O[C@@H]12,6.062696933746338
CO[C@@]12COC([NH-])[C@@H]1C2,7.570207595825195
CCc1coc(C#N)c1,5.507584571838379
CO[C@H]1CC(=O)[C@@]12CN2,5.6191511154174805
N#CC1=NCCCCO1,5.978341102600098
C1O[C@@H]2C[C@H]1C[C@]21CO1,8.691316604614258
N#C[C@H]1NC[C@H]2CC[C@H]21,7.368843078613281
C[C@H]1[C@H]2C[C@@]2(C=O)[C@H]1C,5.983783721923828
C#C[C@@H]1[C@H](C#C)[C@@H]1OC,7.113056659698486
NC(N)=NC(C=O)C=O,5.1674418449401855
O[C@H]1CC[C@]2(CO2)[C@H]1O,8.283145904541016
O=CC1=CCCNC1=O,4.587839603424072
Cc1oc(=O)ccc1O,4.20688009262085
C[C@H]1OCC=C2CO[C@H]21,6.778356075286865
CC[C@@]1(C=O)CC(=O)N1,5.864053726196289
NC(=O)O[C@@H]1C=CCO1,6.996047019958496
CC1=C[C@@H]2C[C@H](C=C1)O2,4.770155906677246
C#C[C@@H](C)OC[C@H]1CO1,8.021917343139648
CNCc1nc(O)no1,5.970178127288818
O[C@H]1[C@@H]2[C@H]1[C@@]1(O)C[C@@H]21,8.079060554504395
CO[C@@H](C)[C@@H](O)CCO,8.887238502502441
COCC1=CCOCC1,7.1184983253479
CNC(=O)CCC=O,6.261340141296387
C[C@]1(O)[C@@H]2N[C@@H]2[C@@H]2C[C@@H]21,8.29403018951416
O=C1N[C@@H]2C[C@]2(CO)N1,7.7579665184021
C[C@]12C[C@@H]3C[C@H]1[C@]3(O)C2,8.685874938964844
C#C[C@@H]1[C@@H]2C=C(C)C[N@H+]12,6.084465980529785
OC[C@H]1O[C@H]2CC[C@@H]1O2,9.113092422485352
COCC1=CCO[C@H]1C,6.8137311935424805
C1O[C@]23C[N@H+](C2)[C@@H]2[C@H]1[C@@H]23,7.461361885070801
CC(C)C(=O)[C@H]1O[C@H]1C,5.940245628356934
N#Cc1nonc1N,5.200095653533936
O=CCCCOCC=O,6.106235027313232
C1[C@@H]2c3nn[nH]c3O[C@H]12,6.149773120880127
N/C=[NH+]/Cc1nnn[nH]1,4.021842956542969
CO[C@H]1[C@@H]2COC[C@H]1C2,9.129420280456545
Cc1[nH]c(N)c(O)c1O,5.855890274047852
COC[C@]12CC[C@@]1(C)C2,8.639615058898926
C#C[C@@H](C)OC(=O)CN,6.993326187133789
CC[C@H]1C[C@H]2[NH2+][CH+]O[C@@H]12,7.123940467834473
c1cc(OC2CC2)c[nH]1,6.53073263168335
C[C@@H]1[C@@H]2[C@H]3N[C@]2(C#N)[C@@H]13,6.90625
N#Cc1nccc(O)n1,5.681737422943115
CN(C=O)C1(C)CCC1,7.211016654968262
CC#C[C@H]1C[C@@]2(C)O[C@@H]12,7.798782825469971
N#C[C@H]1C[C@H](CO)C1,8.402875900268555
NC1=CC(=O)CC1NO,4.5932817459106445
C[C@H]1CC[C@H]2COC[C@H]21,8.582470893859863
C[C@H]1O[C@H]2CCC=C21,6.634135723114014
CN[C@]1(C#N)[C@H](N)[C@@H]1C,7.088566303253174
O=C1O[C@@H]2C[C@H]1CC2=O,5.872217178344727
OCC[C@]12OC[C@H]1[C@H]2O,7.991984367370605
C1=CC[C@]23CC[C@@]2(C1)N3,7.181085109710693
OC[C@@H](O)[C@H]1C[C@H]2O[C@@H]12,8.329405784606934
[NH-]C1C[N@H+]2C[C@H]2C(=O)O1,6.43821382522583
N/C=[NH+]/[C@@H]1NC=CC1=O,3.153799772262573
O=C[C@@H]1N[C@@H]1[C@@H]1C[C@@H]1O,6.02187967300415
C1C[C@@H]2N[C@@]23CN[C@H]3[NH2+]1,6.601481914520264
O=C[C@@H]1[C@@H]2[C@@H]3C[C@@H]3[C@@]21O,5.279008865356445
CC[C@@H](C)n1cnnn1,7.308978080749512
C[C@H]1OC1(CO)CO,8.80288314819336
C[NH+]1C([NH-])OCOC1[NH-],6.914412975311279
C[C@]12C=C[C@]3(O)[C@H](O1)[C@@H]32,5.948409080505371
C[C@@H]1OCC[C@@H]1C,8.729413032531738
C#CC1OC([NH-])=C([NH-])O1,6.408281326293945
C[C@]12C(=O)[C@@H]3C[C@H]1[N@@H+]32,6.359301090240479
C[C@H]1[NH2+]C(N)O[C@H]1C=O,5.393296718597412
C1[C@@H]2O[C@@H]2[C@@H]2O[C@H]12,8.710365295410156
C[C@@H]1C(=O)[C@@H]2[C@H](C=O)[N@H+]12,4.974241256713867
CC[C@@]1(C=O)[C@@H](C)[N@H+]1C,5.681737422943115
O=CN1C=CC[C@@H]1CO,5.744323253631592
CC[C@]12C[C@H]1O[C@H]2C=O,5.706227779388428
C[C@]1(CO)[C@@H]2N[C@H]1C2=O,6.955230236053467
[NH-]C1CN=C(N)N1C=O,5.319826126098633
O=C1[C@@H](O)[C@H]2N[C@H]2[C@H]1O,5.937524318695068
C#Cc1c[nH]nc1O,5.940245628356934
C[C@H]1C[C@@H](C#N)C1=O,6.00283145904541
C[C@H]1C[NH2+][C@H]2NC[C@H]2O1,6.843663692474365
Cc1[nH]nnc1C=O,5.551122665405273
OC[C@]12N[C@H]1C[C@H]1C[C@H]12,7.825994968414307
C#Cc1nc(N)[nH]c1O,5.613708972930908
C[C@H]1C[C@H]2[C@@H](O1)C2(C)C,8.443693161010742
C1C[C@]2(C1)C[C@@]1(CC1)O2,8.081781387329102
C[C@H]1C[N@H+]1C[C@H]1C[N@H+]1C,8.247770309448242
C[N@H+]1C[C@H]2O[C@@H]3[C@H](O2)[C@@H]31,7.363400936126709
CC[C@@](C)(OC)[C@@H](C)O,8.75390338897705
C#C[C@H]1CC=CC12CC2,6.723933219909668
N#C[C@@H]1C=CCC=CC1,6.751144886016846
CNc1c(N)nnn1C,5.668131351470947
N#C[C@@H]1COCC[C@@H]1O,8.157973289489746
O=C1NCC=CCO1,6.938903331756592
COC[C@@H]1[C@@H]2C=C[C@H]1C2,6.430050849914551
NC(=O)Oc1cnno1,6.3266472816467285
CO[C@H]1C[C@H]2CC[C@H]2C1,8.647777557373047
O[C@@]12C[CH-][C@H]3C=C[C@@H]1[C@H]32,4.751108169555664
OCCc1cc[nH]c1O,6.089908123016357
CC1=C[C@]23CN[C@@H]2[C@H]1O3,5.733438968658447
C[C@]12[C@@H]3[C@@H]4[C@H]1[N@@H+]4[C@@H]3[C@H]2O,7.785177230834961
C[C@@]1(C#N)COCCO1,7.619187831878662
C[C@H]1C[C@H]2CO[C@@H]1OC2,8.658662796020508
CC[C@]12C[N@H+]1CC[C@H]2O,7.923955917358398
OC[C@@H](O)[C@H]1O[C@H]2C[C@@H]12,8.00286865234375
O=CCC1CCC1,6.187869071960449
CO[C@H](C=O)CC#N,6.059975624084473
CCCc1nccn1C,6.672231674194336
C[C@H]1[C@@H]2[C@@H]3[C@H]4[C@@H]([N@@H+]32)[C@]41O,7.744359970092773
O=C1[C@@H]2[C@@H]3CO[C@H]1C[C@@H]32,5.749765872955322
CNc1cc(C)nn[nH+]1,4.353821754455566
CO[C@H]1[C@@H](O)[C@]1(N)C#N,7.216459274291992
N#CC#Cc1cn[nH]n1,5.385133266448975
