smiles,G
CCC[NH2+]C1C[C@@H](C)O1,-11004.21484375
N#C[C@@]1(N)C=CCCC1,-10398.2421875
C[C@@]12CO[C@]13C[C@H](C2)C3,-10532.421875
C[C@]12[C@@H]3C[C@H]1[C@@H]3[C@@]21CO1,-10498.875
C#C[C@@]1(C)[C@@H]2COC[C@@H]21,-10500.384765625
[NH-]C1N[C@@H]2[C@H](O)[C@@H]2C1=O,-12353.4521484375
C1[C@H]2[C@H]3N[C@H]3C3(CC3)[N@@H+]12,-10395.6513671875
CC[C@H]1O[C@H]1C#N,-8832.8623046875
CC(=O)N1C[C@@H]2O[C@@H]2C1,-11949.626953125
O=CN[C@@H]1CC[C@@H]1NO,-12385.2470703125
Cc1nc(CC#N)no1,-11780.58984375
O[C@H]1C[C@H]2C[C@H]3O[C@H]3[C@H]21,-11511.5029296875
C[C@@H](C=O)[C@@H](O)C1CC1,-11544.583984375
CC1=C/C=C\CC/C=C\1,-9524.1328125
C#C[C@@]12CC(=O)[C@@H]1[C@@H]2O,-11445.369140625
C1O[C@@H]2[C@H]1OC[C@]21CN1,-11947.6015625
C[C@@H]1C=C[C@H](OC=O)O1,-12490.861328125
CCc1[nH]cnc1N,-9799.37890625
C#C[C@]1(C)O[C@@H]2[C@H](C)[C@@H]21,-10499.484375
CC[C@]12C[C@H]1C([NH-])O2,-9901.5654296875
C1=C[C@@]2(CC1)CCCO2,-10534.8330078125
C[C@H](C#N)O[CH+][NH-],-9270.20703125
[NH-][C@H]1C[C@H](O)C(=O)CO1,-12927.6630859375
CC([NH-])OCC(=O)C=O,-12927.208984375
O=C1[C@@H]2[C@@H]3[C@H](O)[C@H]1[N@@H+]32,-10845.8291015625
CC1=C[C@@H](C)OCC1,-9498.3623046875
CC[C@H]1[C@H]2CO[C@]21C=O,-11511.1865234375
C[C@]12OC[C@H]1C[C@H]1N[C@H]12,-10970.310546875
O=C1NC=C[C@H](O)[C@@H]1O,-12927.865234375
CC#Cc1ccncn1,-10333.23828125
N#Cc1ncnc(=O)o1,-12726.3359375
C[C@]12O[C@H]1[C@H]1CC[C@@H]2C1,-10534.1865234375
COC[C@@H](C)CNC=O,-12014.955078125
CC(C)c1c[nH]cc1O,-10972.2021484375
O=[N+]([O-])c1nc(O)co1,-14307.294921875
O=C1C[C@H]2[C@@H]3[N@H+]2C[C@]13O,-11915.6572265625
N#CC#CCCOC=O,-11883.958984375
CNC(=O)N1[C@H]2C[C@@H]1C2,-11407.1298828125
C#C[C@@H]1OC([NH-])[C@]1(C)O,-11915.30859375
Cc1cc(CO)oc1N,-11949.810546875
COC[C@H]1[N@H+]2CC[C@@]12C,-11002.2939453125
CC1=CNC(=O)[C@@H](C)C1,-10972.9189453125
OC[C@H]1C[C@@]2(CO)O[C@@H]12,-12521.1875
Cn1ccc(N2CC2)n1,-10834.275390625
C#C[C@]1(CC)C[C@]1(C)O,-10533.05078125
CC1(C)C[C@]2(C[C@H]2O)O1,-11543.9990234375
O=C[C@@H]1C=CCC=CC1,-10501.94921875
CC[C@H](C#N)O[CH+][NH2+]C,-11408.4541015625
CCC(=O)[C@@H](C)C#N,-9903.341796875
C#C[C@H](N)C(N)=O,-9269.73046875
C[C@H]1[C@@H](C=O)C12CCC2,-10533.955078125
CCC[NH2+][CH+]OC=O,-10913.330078125
C#C[C@@H]1[C@@H]2C=C[C@H](C)[N@H+]12,-9926.3486328125
CCC[N@H+]1C[C@H]1[C@@H](C)O,-11035.755859375
C#CC[C@@H]1OC[C@@H]1CC,-10532.904296875
O=CC(=O)C(=O)C=O,-12366.1572265625
C[C@]12N[C@H]1C=C[C@H]2O,-9901.537109375
Nc1n[nH]cc1N1CC1,-11270.9951171875
O=COC1CC(=O)C1,-11421.58203125
COCc1nn[nH]c1N,-12281.6630859375
C[C@H]1O[C@]12CC=CCC2,-10534.390625
CO[C@H]1[C@@H]2C=C[C@@]1(C)C2,-10533.142578125
C[C@@H]1C[C@H](C)[C@@H]2O[C@]12C,-10567.3466796875
C#C[C@@]12COC[C@@H]1C2,-9431.2919921875
C[C@H]1[C@@H]2[C@H]3[C@H](O)[C@@H]2[C@@H]13,-9462.9658203125
N#CC1[C@H]2C[C@@H]3[C@H]2C[C@H]13,-9927.4541015625
NC(=O)NC[C@H]1CO1,-11350.0439453125
C#CC[C@H]1COC(=O)N1,-11916.8837890625
C[C@@]12C[C@]1(C)OC([NH-])O2,-11949.466796875
C[C@H](C[C@@H](C)O)NC=O,-12015.513671875
C[C@]12C(=O)N[C@@H]3[C@H]1C[C@@H]32,-10938.2783203125
C#C[C@@]1(O)C=CC(=O)C1,-11446.462890625
C[C@@H]1[C@H](C)[N@@H+]1C1(C)CC1,-10024.7470703125
C[C@@H]1[C@@H]2C[C@H]1C=C[C@@H]2C,-9556.43359375
C1=CCC2(C1)CC=CC2,-9524.3056640625
O=C1CCC(CO)CC1,-11545.7265625
CCn1ncnc1N,-10236.048828125
CCC(CC)C[C@H]1CO1,-10599.279296875
C#C[C@]12[C@@H]3[C@@H]4C[C@H]1[C@H]2[N@H+]34,-9892.796875
Nc1cnc(N)c(F)c1,-12467.8134765625
[NH-][CH+]Oc1coc(N)c1,-12353.6904296875
COCc1noc(=O)o1,-13904.787109375
CC[C@H](C#N)CO[CH+][NH-],-11408.6044921875
C#C[C@H](C=O)[C@@H](O)C#N,-11882.990234375
CC[C@@H]1[C@@H]2[N@H+]3C[C@]2(O)[C@@H]13,-10968.580078125
C[C@]12C[C@H]1C[C@@]21C[C@H]1O,-10532.8828125
C[C@@]12C[C@]1(CO)[C@H]1C[N@H+]12,-10969.3154296875
[NH-]C1C=NON[CH+]1C=O,-12755.580078125
N#Cc1nc(O)[nH]c1N,-12218.3369140625
Oc1cc(N2CC2)c[nH]1,-11375.2724609375
O=CCC1(O)CC(=O)C1,-12490.2587890625
C#C[C@@H](O)CC1(O)CC1,-11510.48046875
C[C@H]1C[C@@H](CC#N)C1=O,-10939.3251953125
CO[C@@H](C)[C@H](C=O)OC,-12554.8955078125
C[N@H+]1[C@H]2[C@H]3C(=O)[C@@H]1[C@]32C,-10937.16796875
C[C@H]1OCc2[nH]cnc21,-11376.2314453125
CC(=O)[C@]12CN[C@H]1CN2,-11407.1484375
C[N@H+]1C[C@H]1[C@@H](N)C#N,-9797.2841796875
C[C@H](C#N)/N=C(\N)CO,-11845.5888671875
O=C1OC[C@@H]2CN[C@H]1C2,-11950.060546875
C[C@@H]1C[C@H]([C@@H](C)O)C1=O,-11545.2470703125
Nc1ncoc(=O)n1,-11723.3916015625
CC#CCC(C#N)C#N,-10332.2900390625
C[C@]1(CO)C[C@H](CO)C1,-11576.9462890625
CNc1ncnoc1=O,-12790.7509765625
O[C@H]1[C@H]2C[C@H](O2)[C@@]12CN2,-11947.2412109375
N#C[C@H]1C[C@@H]([NH-])OCO1,-12353.75390625
CC1=C[C@@H]2O[C@H](C1)[C@@H]2C,-10534.0966796875
C[C@H]1[C@@H]2[C@]3(O)[C@H]1C[C@]23C,-10532.876953125
O[C@]12C[C@]3(O)[C@H]1N[C@H]23,-10877.09765625
C[C@H]1C[C@H]2CC[C@@H]1C2=O,-10535.271484375
C1=C[C@@]23CC[C@@H]2O[C@@H]1C3,-10500.6484375
Cc1ncc2n1CCO2,-11376.4140625
CNC1C(=O)C=CC1=O,-11917.162109375
C#C[C@@]12[C@H]3[CH-]C[N@@H+]1[C@@H]2C3,-9890.8076171875
CC#C[C@H]1O[C@H]2CC[C@H]21,-10499.9775390625
Cc1cnc(C=O)[nH]1,-10307.9130859375
CC1=C(N)[C@@H](C)OC1=O,-11951.0341796875
CO[C@@H]1[C@@H]2C(=O)[C@@H](C)[C@H]12,-11511.546875
C1C[C@@H]2[C@H]1OC[C@]21CN1,-10970.12109375
N#C[C@H](O)C1(N)CC1,-10338.6669921875
C[C@@H]1CC[C@@H]1[C@@H](C)CO,-10599.330078125
C#C[C@]1(C(N)=O)C[C@@H]1C,-10938.5537109375
C[C@]12[C@@H]3C[C@H]1O[C@H]2CO3,-11511.3857421875
C#C[C@@H](COCC)OC,-11543.25
C#CC(=O)N1CCCC1,-10938.6943359375
C[C@H]1[C@H]2[C@H]3C(=O)C[C@H]3[N@H+]21,-10936.673828125
CC[C@@]1(C)COC1[NH2+]C,-11004.044921875
N#C[C@@H]1N[C@@H]1[C@@H](O)C=O,-12352.794921875
c1n[nH]c(C[C@H]2CO2)n1,-11812.5732421875
Cc1nn(C=O)c(=O)o1,-13333.0625
C[C@H]1[NH2+]C(C=O)[N@H+]2C[C@@H]12,-11375.2197265625
N#CC1=NCC([NH-])N1,-10170.5986328125
OCC[C@]12C[C@@H](O)[C@H]1O2,-12521.34765625
C#C[C@@H](C#CC)CCC,-9522.41796875
N#C[C@@]12C[C@@H]1C[C@@H]2O,-9868.986328125
CCC[C@H]1NCC1=O,-9934.7744140625
C#CCC1(C#C)CC1,-8419.728515625
N#C[C@@H]1[C@@H]2CO[C@]12CO,-11915.2763671875
CC(=O)[C@@]1(C)C[C@H](C)O1,-11545.296875
Nc1ccoc1NC=O,-12354.6064453125
CC[C@@]1(C)C[C@]1(C)C=O,-10567.2353515625
C[C@]12[C@@H]3[C@H]1[C@H]1O[C@@H]3[C@]12C,-10499.5439453125
O=C1N[C@H]2CC[NH2+][C@H]2O1,-12354.9365234375
OC[C@]1(O)CC=CCC1,-11545.0771484375
O[C@@H]1[C@@H]2OC[C@@H]2[N@@H+]2C[C@H]12,-11947.525390625
C[C@]12[C@@H]3[C@H]4[C@@H]5[C@H]([C@H]41)[N@@H+]5[C@@H]32,-9925.998046875
CC#CC(C)C#CC,-8453.61328125
C[C@@]1(C(N)=O)N[C@H]1CO,-12419.0625
C1#CCCCCC/C=C\1,-9523.07421875
C[C@H]1C=C[C@@H](O)[C@H]1CO,-11544.8330078125
O=C1CO[C@H](CO)[C@@H]1O,-13500.6005859375
CN1C(=O)N2C[C@@H]2C1[NH-],-11813.2216796875
C#C[C@]12C[N@H+](C1)C2(C)C,-9957.564453125
N#CCC1COCOC1,-11949.4208984375
Nc1coc(CCO)c1,-11949.537109375
O[C@]12C[C@H]1C[C@H]1CO[C@H]12,-11511.2255859375
CC[C@H]1C[C@]2(C[C@H]2O)O1,-11543.8271484375
O=C[C@H]1[C@H]2C[C@H]2[C@@]12CO2,-11478.0048828125
CC[C@@H](COC)[NH+]1CC1,-11035.3203125
CCc1noc(N)c1C,-11408.5693359375
NC1=CC(=O)OC[C@H]1O,-12928.154296875
CO[C@H]1C=C[C@@H](O)[C@H]1O,-12522.2744140625
O=CN[C@H]1CC12COC2,-11948.44921875
CCO[C@@H](CO)[C@@H](C)O,-12587.7666015625
COCC(=O)[C@H]1C[C@H]1C,-11544.6240234375
[NH-]C1C=C(O)C(N)=NO1,-12789.9951171875
O[C@H]1[C@H]2[C@H]3[C@@H]1C1(CC1)[N@@H+]23,-10935.7861328125
CC1=CC[C@H](C)C[C@@H]1C,-9590.056640625
[NH-][C@H]1OCC(N)=CC1=O,-12354.205078125
C[NH2+][CH+]O[C@@H](C)C1CC1,-11003.51953125
CC1(COC(N)=O)CC1,-11982.8125
Cc1cncc(O)c1F,-12571.86328125
Nc1ncncc1CO,-11813.9296875
Nc1cn2c(c1O)CC2,-11375.009765625
C#CC(=O)C(=O)C=O,-11354.7705078125
C#C[C@H]1[C@H]2C[C@H]3C[N@@H+]1[C@H]32,-9925.154296875
O=C[C@@]12C[N@H+]3C[C@@H](N1)[C@H]32,-11373.419921875
C[C@@H](O)C#CC1CC1,-9464.064453125
[NH-]C1NC(=O)C[N@H+]2C[C@@H]12,-11813.0078125
O=CNCc1ncco1,-12354.927734375
CC1=CC[C@](C)(C=O)C1,-10535.224609375
C[C@H]1OC(=O)CCC1=O,-12491.69921875
C[C@H]1CNCC(=O)O1,-10913.5576171875
C[C@]12N[C@H]1C[C@H]2[C@H]1CO1,-10969.34765625
C#CC[C@@H]1O[C@@]1(C)CO,-11510.6103515625
CC[C@H]1CC(=O)N1CC,-11004.91796875
C[C@@H]1CC(=O)N(C=O)C1,-11950.9814453125
C[C@H]1[N@H+]2C[C@H]2[C@@]12CN2,-9359.03515625
[CH-]1C[N@@H+]2[C@@H]3[C@@H]4N[C@@H]4[C@H]1[C@@H]32,-10361.572265625
Cc1cccc(C=O)c1,-10471.357421875
C#CCc1ocnc1O,-11883.587890625
[NH-]C1OC[C@H]1OCC=O,-12926.4892578125
COc1cc(N)co1,-10880.2099609375
O[C@H]1C[C@@H]2C[C@H]1[C@@]21CN1,-10969.96484375
[NH-][C@H]1OC[C@H](O)C[C@@H]1O,-12959.845703125
[CH-]1[C@@H]2C[C@@H]3C[C@H]1[C@H]1[C@@H]3[C@H]12,-9489.2802734375
O=c1[nH]c2[nH]cnc2o1,-12759.0419921875
CC#Cc1cc(N)on1,-11342.2978515625
CN[C@@H](C#N)[C@@H](C)O,-10371.7734375
O=CC1(C=O)CCC1=O,-12457.88671875
c1nncc2c1CCC2,-10365.970703125
N#C[C@@H]1[C@@H]2CCC[C@H]1O2,-10938.6826171875
O=C1O[C@H]2C[C@H]3O[C@H]3[C@@H]12,-12457.6123046875
N#CC[C@H]1[C@H]2CO[C@H]21,-9868.4306640625
C1C[C@]12COC[C@@]21CC1,-10533.4296875
C[C@@H](C=O)[C@H]1CC(=O)N1,-11949.939453125
O=C1NC[C@@H]2C[C@]12CO,-11949.9072265625
C[C@@H](CO)C1(C)CC1,-9530.1123046875
C[C@@]1(CCO)OC[C@H]1O,-12554.57421875
C1[C@H]2C[C@]34CC[C@]3(C4)[C@@H]12,-9522.3427734375
N#Cc1cnc(N)nn1,-11644.087890625
C1CC1[C@@H]1[C@@H]2C[C@H]3[C@@H]2[C@H]31,-9521.787109375
N#Cc1cc[nH]n1,-8664.658203125
C[C@H]1C(=O)[C@H]2O[C@]21CO,-12489.14453125
CO[C@H]1[C@H]2C[C@@H]1[N@@H+]2C,-9932.14453125
N#C[C@]12CO[C@H]1C(=O)O2,-12861.2998046875
C[C@H]1[C@H]2C[C@]1(O)C(=O)O2,-12490.40625
O[C@H]1[C@H]2CC=C[C@@H](O)[C@@H]12,-11511.74609375
CN1CC(C)(C)CC1=O,-11005.5322265625
C#Cc1nc(C#N)co1,-11277.62890625
C#CC(=O)N(C)CC,-9901.9482421875
CC[C@@]1(CO)N[C@H]1C,-9966.818359375
N#C[C@]1(CO)CN[CH+][NH2+]1,-11812.828125
CO[C@H]1[C@@H](O)[C@H]1[C@@H](C)O,-12554.1748046875
C[C@]12C[N@@H+]3[C@H]1[C@H](C=O)[C@@H]32,-10935.9990234375
C#CCc1c[nH]cn1,-9296.00390625
C#C[C@H](O)C1(O)CCC1,-11510.638671875
CO[C@@]12CC([NH-])O[C@@H]1C2,-11948.7265625
C[C@H]1[C@@H](C)C[C@H]1C1CC1,-9588.619140625
OC[C@H]1C[C@@H](NO)[C@H]1O,-12957.736328125
CO[C@H]1C[NH2+][C@H]2NC[C@H]21,-11407.0673828125
CCNC(=N)C(=O)C=O,-12386.654296875
C1OC[C@H]2[C@H]3C[C@H]3[C@H]2O1,-11511.013671875
CC1=CCCCC1,-7451.74267578125
O=C1NC=C[C@H]2C[C@@H]1C2,-10939.357421875
O=C[C@H]1CC(=O)CCN1,-11949.849609375
O=C1[C@H]2[C@@H](O)[C@H]3O[C@@H]1[C@H]32,-12455.97265625
N#CC[C@]12CC[C@H](C1)O2,-10938.482421875
c1cc2cocc2cn1,-10874.6689453125
C[C@H]1C[C@H]1c1ccn[nH]1,-10397.9892578125
O=C1[C@H]2[C@H]3[C@@H]1[N@H+]1[C@@H]2C[C@@H]31,-10904.20703125
O=C1C[N@H+]2C[C@H]3C[C@H]3[C@@H]12,-10938.0
O=C1C=CC(=O)C12CC2,-11447.9453125
C[C@@H]1C[N@@H+]1C[C@@H]1O[C@@H]1C,-11002.3974609375
C1C[C@@H]2[C@@H]3[C@H](O1)[C@@H]1[C@H]2[N@H+]31,-10936.9970703125
CC1=CC[C@H]([C@H]2CO2)C1,-10534.15234375
N[C@]12CCC[C@H]1OC2=O,-11949.9296875
CC1(C)C=CCC(=O)O1,-11513.6142578125
c1[nH]nc2onnc12,-11146.46484375
CC(=O)c1ocnc1O,-12896.0439453125
C[N@@H+]1C[C@H]2CC[C@]21C#N,-10396.87890625
C[C@@]12C(=O)[C@H]3CC[N@@H+]1[C@H]32,-10938.28515625
C/C(N)=N\c1ncco1,-11813.77734375
CC[C@@H](O)C1(C)CCC1,-10599.482421875
[NH-][CH+]O[C@H]1C[C@H]2C[C@H]2O1,-11948.7529296875
O=CN1C[C@]2(CN2)C1=O,-12353.4013671875
C[C@H]1[C@H]2O[C@H]3[C@]1(O)[C@]32O,-12487.5908203125
C[C@]12COC=N[C@H]1[C@H]2O,-11948.734375
CC1=CCC(=O)NC1=O,-11919.037109375
C#C[C@](O)(CC)CCC,-10566.287109375
C[C@H]1C=CC(=O)[C@H]1CO,-11513.0302734375
CC[C@@]1([C@H]2C[C@H]2C)CO1,-10566.083984375
C[C@@H](O)CCC1CCC1,-10599.5107421875
COCC[C@H]1O[C@H]1C#N,-11948.380859375
CC1=CC(=O)CC(=O)C1,-11481.1826171875
O=CN1CC1(CO)CO,-12959.1005859375
C[C@H]1[C@H]2[C@H]3OC[C@]1(C)[C@H]32,-10533.5390625
O[C@@H]1C=C[C@H](O)[C@H](O)C1,-12522.65625
C#C[C@@]12C[C@@H]3[C@@H]([C@@H]31)[N@@H+]2C,-9924.9794921875
O=CC1(O)COCOC1,-13500.3720703125
C[C@@H]1C[C@H]([C@@H]2O[C@@H]2C)O1,-11543.9501953125
CC[C@H]1[C@@H](C)[C@H]1C#N,-8924.6923828125
O=C1CO[C@H](CO)C1=O,-13468.0439453125
C#CC[C@H](O)C(=O)OC,-12489.8349609375
C#CC#CCCC(C)C,-9522.701171875
CC[C@@H](CC(N)=O)OC,-12015.3701171875
O=C1OC[C@H]([C@H]2CN2)O1,-12927.4091796875
C[C@@]1(O)C(=O)[C@H]2C[C@]21O,-12489.587890625
C[C@]12[C@@H]3[C@H]1[C@@]1(C=O)[C@@H]3[N@@H+]21,-10902.7822265625
[CH+]1[NH2+][C@@H]2[C@H](O1)[C@@H]1CO[C@@H]12,-11915.376953125
[NH-]C1CNC(=O)CO1,-11318.0693359375
C1C[C@@H]2[C@H]1[C@@H]1C[C@@H]3[C@H]2[C@@H]31,-9522.6171875
N#CC#C[C@H]1C[C@H]2C[N@H+]21,-10330.501953125
C#C[C@H]1[C@@H]2CC=C[C@H]1C2,-9489.966796875
C#C[C@H](C)O[C@@H](C)CO,-11543.61328125
N#C[C@@]12C[NH2+][CH+][N@@H+]1C2,-9732.48828125
C1[C@@H]2O[C@@]34CO[C@@H]([C@H]23)[C@@H]14,-11477.1953125
O=CC[C@H](O)C(=O)CO,-13500.94921875
C[C@@H](C#N)C#CCCO,-10938.1513671875
[NH-]C1=CC(N)OC=C1F,-13007.685546875
CCC1(CCC#N)CC1,-9993.7236328125
CNC(=O)C#C[C@H]1CO1,-11915.65234375
C[C@@H]1C(=O)NC[C@@H]2C[C@@H]21,-10972.0068359375
C#C[C@@]1(CO)[C@@H]2OC[C@@H]21,-11476.814453125
O=c1cc(O)[nH]cn1,-11285.8828125
C[C@H]1O[C@H]2C=CC[C@H]21,-9465.029296875
O=CC#C[C@@H]1C[C@@H]1O,-10409.19921875
C#C[C@@H]1CC[C@@H]1CO,-9463.7421875
CCOC([NH-])[C@H]1CN1,-10371.3232421875
CCc1nc2n(n1)CC2,-10834.5244140625
C[C@@]1(C#N)CCO1,-8832.9296875
C1CC2=C(C1)COC2,-9465.509765625
COC(=O)[C@@H]1C[C@@H]1OC,-12522.794921875
NC1[NH2+][C@H]2C=CC[C@H]2O1,-11376.53125
C[C@H]1[N@H+]2[C@@H]3[C@H]2[C@H]2[C@@H]3[C@]21C,-9959.24609375
C[C@H]1[C@H]2C[C@H]2[C@H]1[NH+]1CC1,-9991.5908203125
C[C@@H](C=O)[C@H]1CC[C@H]1O,-11544.705078125
C#C[C@](C)(OC)[C@H]1CN1,-10969.111328125
OC[C@@H]1C=CC2(CC2)O1,-11511.5966796875
CC1(C#CCO)CCC1,-10533.080078125
C#Cc1ccc(=O)[nH]n1,-11310.2900390625
CC[C@H]1OC[C@@H](C)C1=O,-11545.6943359375
C[C@@]12C[C@@]3(O)[C@@H]1N[C@@H]23,-9899.5625
C#C[C@@]12C=CC(=O)[C@@H]1O2,-11412.87890625
C#CCC(C)(C)CC#N,-9960.517578125
N#C[C@@H]1COC1[NH-],-9237.3974609375
O=C1NC[C@H]2C[C@@H]12,-8833.888671875
C[C@@H](O)[C@@]1(C#N)C[C@H]1N,-11408.0234375
O=CCc1c[nH]cc1O,-11917.44140625
C#Cc1cnc(OC)[nH]1,-11342.9853515625
CC(=O)N(C)CC=O,-10913.6943359375
C[C@@]12C=C(C#N)C[C@@H]1C2,-9928.6806640625
Cn1nc(C=O)nc1N,-12250.4931640625
CCCCC(C)=O,-8462.4560546875
CC(=O)[C@H]1CO[C@H]1C=O,-12489.9677734375
C[C@H]1C[C@@H]2C[C@@]1(C#N)O2,-10938.3955078125
CC(C)(C#N)OCC=O,-11949.353515625
CC(C)CC[C@@H](O)C#N,-11004.458984375
O=C[C@H]1O[C@]23C[C@H](C2)[C@@H]13,-11475.529296875
C[C@@]12C[C@H]3O[C@@H]1C[C@H]32,-9464.0419921875
Cc1nc(C2CC2)co1,-10939.35546875
CC[C@@](C)(C#N)C(C)=O,-10972.443359375
CC(C)c1cc(O)co1,-11512.9716796875
[NH-]c1nn[nH+]c(=O)o1,-12158.1474609375
[NH-][CH+]OCC1OCCO1,-12959.3388671875
CC(C)CNC(=N)C#N,-10867.970703125
CC1=CN(C=O)C([NH-])C1,-11376.9189453125
C1=NCc2cocc2N1,-11343.6845703125
C[C@H]1[CH-][C@H]2C[C@H]3[C@@H]1[C@@]23C,-9521.1650390625
N#CCC[N@@H+]1[C@@H]2CC[C@@H]21,-10396.6875
C[C@]12CC[N@@H+]3[C@H]1[C@@H]3CO2,-10970.857421875
C[C@H]1CC(=O)NC(=O)N1,-12388.7490234375
CC1(C)CCNC(=O)C1,-11005.490234375
C1OCC2=C1[C@@H]1C[C@H]2O1,-11477.5107421875
CO[C@H]1CO[C@H]([NH-])OC1,-12959.462890625
CO[C@@H](C#N)[C@@H](O)CO,-12959.287109375
O=CCOCCCCO,-12555.0986328125
C#CC#CC1NCC[NH2+]1,-10331.087890625
N#C[C@@H]1O[C@@]12CCC2=O,-11883.345703125
O=C1C[C@H]2OC[C@H]2CN1,-11949.66796875
CCNc1coc(=O)[nH]1,-12387.28125
CC[C@@H](O)C1(C#N)CC1,-10971.40625
C#C[C@@]12C=CC[N@@H+]1C2,-8857.2412109375
O=C[C@]12C[C@]3(O)C14OC432,-12454.666015625
C1COC2(C1)CC2,-8428.5205078125
CN1C(=O)[C@@H]2[C@H]1[C@@]2(C)O,-11948.7392578125
CCC[NH2+]C1CN=CN1,-10867.9912109375
c1nc2n[nH+]ccc2[nH]1,-11207.3310546875
CC1=CNCC=CC1=O,-10939.3271484375
CCOC[C@H]1N[C@H]1C=O,-11980.99609375
Nc1cnc(O)o1,-10248.6728515625
C#C[C@]1(O)[C@H]2C[C@@H]1C2,-9429.9111328125
Cc1coc([C@H]2CO2)n1,-11916.7470703125
C1N[C@]12[C@@H]1N[C@@H]1[C@]21CN1,-10831.28125
C[N@H+]1C[C@@]12C=C[C@H]1O[C@H]12,-10936.9951171875
OC[C@]12C[C@](O)(C1)[C@H]2O,-12520.9677734375
O=C1C[C@H]2N1CC21CC1,-10937.7392578125
CC[C@@H]1[C@H]2C[C@]3(O)[C@H]2[C@H]13,-10532.7607421875
CO[C@H]1CCC12COC2,-11543.470703125
Cc1ncc(N)cn1,-9767.1748046875
CN(C=O)[C@@]12CC[C@@H]1C2,-10971.0302734375
C[C@H]1[C@@H]2[C@]3(CO3)C[C@@]21O,-11510.505859375
C[C@]1(CC=O)[C@@H]2CC[C@@H]21,-10533.6943359375
C1CCC2(C1)CCOC2,-10567.505859375
Cc1oncc(=O)c1N,-12353.4541015625
C#CCC[C@H]1C[C@@H](C)C1,-9555.4951171875
O=Cc1nccn1C=O,-12322.1796875
CC[C@@H](O)[C@@]1(C=O)CN1,-11981.30859375
Cc1coc([N+](=O)[O-])n1,-13329.7216796875
O=C1C=C[C@H]2C[NH2+][CH+]N12,-11344.1005859375
COC(=O)[C@H]1O[C@H]1C#N,-12894.490234375
CC[C@H]1CC(=O)N1,-8866.5576171875
CC[C@H]1CO[C@H]1C1CC1,-10566.1298828125
N#CC[C@@H]1CC[C@@H]1C=O,-10938.9130859375
c1ncc2nonc2n1,-12183.3017578125
N#C[C@H](N)[C@@H](N)C(N)=O,-12282.9423828125
C[C@H]1C[C@]12C=CC(=O)C2,-10502.365234375
C[C@@]12CC[C@]1(C)[C@H]2CO,-10566.203125
CN[C@@H](C#N)C(=O)CO,-12386.1826171875
N#C[C@@]12CC[C@]1(N)CO2,-11374.7099609375
O[C@H]1[C@H]2[NH2+][C@H]3OC[C@H]3[C@@H]12,-11914.8408203125
CC[C@@H]1C=CC(=O)CN1,-10971.8740234375
C[C@@]12C[C@]1(C#N)C(=O)O2,-11884.15234375
CC[C@H]1C[N@H+]2C[C@@]12C=O,-10970.3447265625
C[C@@]1(O)[C@H]2CC[C@]21CO,-11543.72265625
C1[C@H]2[C@H]3[C@@H]([N@@H+]12)C31COC1,-10935.681640625
C#CCC[C@H](C)CC,-8519.4921875
Nc1cc(O)[nH]n1,-9707.3720703125
CC[N@H+]1[C@H]2[C@H](C)C(=O)[C@H]21,-10970.458984375
ONC1CO[C@H]2CC[C@@H]12,-11947.6494140625
CO[C@H](C(N)=O)[C@H]1CN1,-12418.412109375
C[C@H]1CC12C13CC12O3,-9462.55078125
CC1=CC[C@]2(C1)O[C@@H]2C,-10534.5068359375
C[C@H]1[C@@H]([NH+]2CC2)[C@]1(C)O,-11002.55859375
CC[C@H]1C[C@@]2(O)CO[C@@H]12,-11543.830078125
O=C1Cc2nc[nH]c2C1,-11344.484375
O[C@@]12C[C@H]3O[C@@H]1[C@H]32,-9371.5986328125
CC(C)CCC1CC1,-8552.69921875
C[C@@H]1C=C[C@H](C)N1C=O,-10972.3896484375
C#C[C@@H]1O[C@@]1(C)[C@H]1CO1,-11477.26953125
CO[CH+][NH2+]CC(C)C,-9967.5654296875
C[C@@H](CC=O)C1COC1,-11544.4482421875
N#CCN[C@@H]1CC[C@@H]1O,-11407.6728515625
C[C@]1(CO)[C@@H]2C[C@H]1C2=O,-11510.8623046875
[NH-]C1C=CC(N)=C(O)O1,-12354.1767578125
O=c1nc(O)cco1,-11827.10546875
C#C[C@H]1C=CC[C@H]2N[C@@H]12,-9926.5888671875
C1[C@@H]2[C@H]3O[C@H]4[C@@H]2[C@H]4[C@@H]1O3,-11479.13671875
COCCNC(N)=O,-11383.16015625
C[N@@H+]1[C@H]2[C@@H]1C[C@@]2(O)CO,-11979.93359375
Cc1nccnn1,-8696.8427734375
C[C@H]1[C@H](C(=O)C#N)[N@H+]1C,-11375.2548828125
C[C@]12OC[C@H]1[C@H]2C(N)=O,-11948.865234375
C[C@H]1COC([NH-])C1(C)C,-11004.8310546875
C[C@@H]1C[C@H]2[C@H]3[C@@H]1[C@@H](C)[N@H+]32,-9957.544921875
C[C@@H]1N[C@@H]1[C@@H](C)O,-8897.736328125
C[NH+]1CC(O)([C@H]2CO2)C1,-11980.111328125
Cc1cnoc1[C@@H](C)O,-11949.1318359375
C[C@H]1[C@H]2C[C@]1(O)[C@H]1C[C@@H]21,-10533.0361328125
Cc1cc(C)cc(F)c1,-11157.6318359375
OC[C@@H]1C=CCC=CC1,-10534.19921875
