smiles,alpha
C[C@H]1[C@H]2C[C@]1(C=O)C2,73.44000244140625
CCC#CCNC(C)=O,87.05999755859375
C[C@@H]1C(=O)C=C[C@@H]2C[N@@H+]21,79.0199966430664
O=CO[C@H]1[C@H]2OCO[C@@H]12,61.15999984741211
N#C[C@@H]1N[C@@]2(CO)C[C@@H]12,73.08000183105469
C#CC[C@H](C)[C@@H](C)C#C,90.80999755859376
C1=C[C@H]2CC=C[C@@H](C1)C2,87.12000274658203
O=C1C[C@]23CC[C@@H]2[C@H]1O3,72.91999816894531
C[C@@H](O)CC12CC(C1)C2,86.52999877929688
C1=C[C@@]23C[C@@H](C1)O[C@@H]2C3,78.87000274658203
CC[C@@H](C)[C@@]1(C)C[N@H+]1C,92.91999816894533
C[N@@H+]1[C@H](C=O)[C@@H]1CCO,77.94999694824219
CC[C@H]1C[C@]1(C)OC,79.44999694824219
C1OC[C@@H]2C[C@@H]3[C@H]1C[C@H]23,80.66000366210938
CCC[C@H]1C[N@H+]1CCO,87.16000366210938
[NH-]C1OCC[C@@]12CN2,65.94000244140625
Cc1cc(C)c(N)[nH]1,76.66000366210938
C[C@H]1[C@@H]2[C@@H]3CCO[C@@H]3[C@H]12,81.04000091552734
O=CCCCCNC=O,78.55000305175781
NC(=O)C1(CO)CC1,64.62000274658203
CC(=O)C1(C)CCCC1,84.55000305175781
c1n[nH]c2c1NCC2,66.86000061035156
C1=CC[C@]23C[C@H](C2)[C@@H]3C1,87.31999969482422
C#C[C@]1(C#N)CNC1[NH-],74.41000366210938
[CH+]1[NH2+][C@@H]2[C@@H]3O[C@@H]3C[C@@H]2O1,66.5
C1[C@@H]([NH+]2CC2)C[C@H]2O[C@@H]12,78.88999938964844
Cc1cc(=O)[nH]nc1N,76.44999694824219
C[C@]12C=CC[C@H](CO1)C2,82.31999969482422
C#C[C@@H]1OC([NH-])[C@H]1N,66.4000015258789
CNc1cocc1CO,74.70999908447266
C[C@H]1C[C@H]2C[C@]21C1CC1,89.69000244140625
CCNC(=O)N1CCC1,82.06999969482422
CC1=C[C@H]2C[C@@]2(C)C1,81.12000274658203
[NH-]c1nc(/[NH+]=C/N)co1,96.76000213623048
CNC(=O)[C@@H](N)C#N,63.119998931884766
C[C@@H](O)[C@@]1(C#N)CCN1,75.33999633789062
CCC(C#CC=O)CC,91.08999633789062
C#C[C@@H]1[C@H](O)[C@@]1(C)C=O,77.68000030517578
O=C1N[C@@H]2C=C[C@@H](C2)N1,71.66999816894531
C[C@H]1[C@H]2CC[C@@H]1C2(C)C,92.0500030517578
C#CCC(C)(C)[NH+]1CC1,88.33000183105469
C[C@@H](C=O)N1CCC1=O,74.58000183105469
CC[C@@H](O)CC([NH-])OC,81.22000122070312
O=C1CC[C@@]1(O)C1CC1,76.04000091552734
COC[C@@]1(C)CNC1=O,75.93000030517578
COC(=O)CC(F)(F)F,51.65999984741211
C1[C@@H]2[C@H]1[N@H+]1C[C@@H]3[C@H]1C[N@@H+]32,77.56999969482422
C[C@@]1(C=O)C[C@]2(C)O[C@H]12,76.33000183105469
c1nnnnc1C1CC1,74.86000061035156
C[C@H]1Cn2ccc(N)c21,85.16000366210938
CC1(C)[C@H]2C[C@]1(CO)C2,86.27999877929688
C1[C@H]([NH+]2CC2)[C@H]1[NH+]1CC1,85.9000015258789
CC[C@@]12C=CC[C@@H]1N2,76.25
N#C[C@@H]1CC(=O)[C@@H]2N[C@H]12,69.62999725341797
O[C@H]1[C@H]2C[C@]1(O)[C@@]21CN1,72.54000091552734
C[C@H]1COC(=O)N1,53.29999923706055
N#C[C@@]1(C=O)C[C@@H]1O,61.209999084472656
O=C1CCCC(=O)C1,65.73999786376953
CC[C@H]1[N@@H+]2[C@H]3[C@@H]2C[C@]31O,78.05999755859375
O=Cc1c[nH]nc1O,59.04999923706055
CCC[C@]1(O)[C@@H]2C[C@H]1C2,86.2699966430664
C[C@H]1[C@@H](O)C[C@]1(C)C#N,79.4800033569336
COCC(O)(C=O)C=O,66.80999755859375
N#CCOCC1CCC1,81.45999908447266
C[C@H]1OC[C@H]2[C@@H](O)[C@H]21,66.6500015258789
C[C@H]1C[C@@]12CN[C@H]2C#N,80.19999694824219
Cn1cc(N)[nH]c1=O,64.7699966430664
CO[C@@]1(C)CCCCO1,81.41000366210938
NC1[NH2+][C@@H](C=O)[C@H]2O[C@@H]12,67.68000030517578
N[C@@H]1[NH2+][C@H]2[C@H]3O[C@H]3[C@H]2O1,64.55000305175781
C#C[C@@H]1CC[C@]1(C)OC,84.83000183105469
C[C@@H]1CC[C@@]12O[C@@H]2C,75.2300033569336
O=C1NC[C@@H]1[C@@H]1C[C@@H]1O,73.41999816894531
CCC(=O)C#C[C@H]1CO1,82.77999877929688
CC1=CCOCOC1=O,72.36000061035156
Cn1nc(C#N)cc1O,72.66000366210938
C1C[C@]2(C[C@@H]3C[C@H]2O3)O1,73.9800033569336
CCO[C@@H]1[C@@H]2C[C@H]1C2=O,77.23999786376953
[NH-]C1O[C@@H]2C[C@H]1CC2=O,69.55999755859375
C#CC/N=C(\N)C#N,67.76000213623047
O[C@H]1CC[C@H]2OCC=C12,77.19000244140625
c1cc2ncoc2o1,56.09999847412109
C1=C[C@@]23C[C@]2(C1)O[CH+][NH2+]3,71.54000091552734
C[C@@]1(CC=O)C[C@H]1O,68.81999969482422
C1=C[C@H]2CC[C@H]2[C@H]2C[C@@H]12,86.62000274658203
N#C[C@@H]1O[C@]1(C=O)CO,64.29000091552734
C#C[C@@H]1N[C@]1(C)C#CC,88.5
C[C@H]1C[C@@]2(O)CCO[C@@H]12,77.26000213623047
C[C@H]1[C@H]2C[C@]1(O[CH+][NH-])C2,82.20999908447266
O=C1CC=C2C=CC[C@@H]12,82.44999694824219
Cc1cc(C)n(C)n1,76.12000274658203
c1onc2c1NCCO2,66.87999725341797
O=CCOC[C@H](O)C=O,66.79000091552734
ONC1[C@@H]2C[C@@H]3[C@H]1[N@@H+]3C2,74.77999877929688
CO[C@H]1C=CC[C@@]12CO2,77.3499984741211
Nc1nc(CO)co1,60.04999923706055
C[N@@H+]1C[C@H]2O[C@@H]3[C@H]2[C@@]31C,78.16000366210938
C1[C@@H]2[C@@H]3O[C@H]1[C@H]2[C@@H]1O[C@@H]13,69.0999984741211
C#CCOC([NH-])OCC,77.27999877929688
Nc1nccncc1=O,81.93000030517578
C[C@@H](O)[C@@H](O)C(N)=O,61.2400016784668
C#CCCC[N@@H+]1C[C@@H]1C,90.08000183105467
CCO[C@]12C[C@H](C1)C2=O,76.81999969482422
C#C[C@@H]1[C@H](N)[C@@]1(C)C#N,81.55000305175781
Nc1cc2cnoc2o1,66.58999633789062
C#C[C@]12C[C@](C=O)(C1)C2,82.5999984741211
OCC[C@@H](CO)[C@H]1CN1,78.55999755859375
O=C1O[C@H]2[C@@H]3[C@H]2[N@H+]2[C@@H]3[C@@H]12,64.06999969482422
O=C1[CH-][C@H]2C[C@H]3O[C@@H]1[C@@H]23,72.69000244140625
C#C[C@@]12O[C@H]3[C@@H]1O[C@]32C,72.7300033569336
C#C[C@@H]1[C@H](O)[C@@H]1O,56.18000030517578
O=Cn1ccc(O)c1O,67.86000061035156
C[C@@H](C=O)[C@H](C#N)C=O,71.45999908447266
CCC1(CO)C23CC12O3,77.81999969482422
CC(=O)n1nccc1C,77.44999694824219
CC[C@H]1[C@@H]2[C@H]1[C@@]1(C)O[C@@H]21,81.70999908447266
COC[C@H]1[N@H+]2C[C@]1(O)C2,77.05000305175781
O=CNc1ncno1,55.400001525878906
C[C@@H]1C=C([C@H]2CO2)CC1,87.19999694824219
C[CH+]1C=C(O)C=C([NH-])O1,78.87999725341797
C1=C[C@@]23N[C@H]4[C@@H]2[N@@H+](C1)[C@H]43,75.94999694824219
C[C@@](C#N)(CO)CC=O,72.73999786376953
CCO[C@H]1CCC=C1C,89.7699966430664
O=C1CC(CCO)=CN1,75.87000274658203
O[C@H]1C[N@@H+]2[C@@H]3[C@H]1C=C[C@@H]32,74.12999725341797
C[C@H]1O[C@H]2C[C@@H](O)[C@]21O,70.61000061035156
C#CC[C@]1(C)N[C@H]1C#C,85.58000183105469
C[C@@]1(C=O)C[C@H]1C(N)=O,75.16000366210938
C[C@@H]1C=CCCOC1,76.66999816894531
c1onc2c1COC2,59.13999938964844
COc1ncoc(=O)n1,63.04999923706055
O=C[C@H]1N[C@H]2C[C@]21C=O,72.0
C[C@@H](O)[C@H]1N[C@H]1CC=O,77.22000122070312
CC[C@H]1C[C@H]2OC[C@H]2O1,77.4000015258789
CC[C@H]1COC([NH-])C1=O,74.66999816894531
Cn1nnc(O)c1O,56.84999847412109
O=C[C@H]1NCCCC1=O,72.93000030517578
CC1=CCOCC12CC2,85.79000091552734
C#C[C@@]12C[N@H+](C)[C@@H]1[C@@H]2O,81.58999633789062
NC(=O)/C(N)=N/CC=O,69.97000122070312
Oc1[nH]cnc1N1CC1,72.55999755859375
O=C[C@]1(CO)OC[C@H]1O,64.27999877929688
CC[C@@H](O)[C@H]1C[C@H]2C[C@H]21,85.38999938964844
O=C[C@@H]1C[C@@]12CC[C@@H]2O,77.80000305175781
O=C1C=CC[C@@H]2N[C@@H]2C1,78.2300033569336
O=C[C@H]1[C@@H]2[C@H]3CC[C@@H]2[N@H+]31,76.12999725341797
C#CC[C@@]1(O)C[C@@H]1CC,85.56999969482422
CC#CCC1=CCCC1,93.80999755859376
C[C@@]1(CC(=O)C#N)CN1,73.93000030517578
CCc1cc(NC)c[nH]1,88.7699966430664
CO[C@@]12C[C@H]3O[C@@H]1[C@]32O,68.08000183105469
O=C[C@H]1C[C@H]2CC(=O)[C@H]21,72.29000091552734
C1=C2CC[C@@H]2C[C@@H]2C[C@H]12,89.0199966430664
CCOC(=O)CNC,69.16000366210938
N#CC#CCC(=O)CO,77.48999786376953
O=C1C[C@@H](CO)CN1,64.36000061035156
C[NH2+]C1C[NH2+][C@H](N)CO1,77.8499984741211
CCc1cnnoc1=O,71.0999984741211
O=C1CCC(NO)CC1,75.97000122070312
[NH-]c1nc(N)[nH+]c(=O)[nH]1,68.9000015258789
[NH-]c1[nH]c(C=O)cc1O,72.86000061035156
OC[C@]12C[C@H](CO1)C2,67.13999938964844
CC(C)[C@@]1(C)N[C@H]1CO,85.44999694824219
CCC1=C[C@@H](C)COC1,89.43000030517578
CCc1coc(N)c1O,75.9800033569336
CC(=O)[C@H]1C[NH2+]C(C)O1,73.62000274658203
N#C[C@]12[C@@H]3[C@@H]4C[C@H]1[C@H]2[C@@H]43,76.83000183105469
O=C1CC=C2CC=CN12,79.1500015258789
COC(=O)N1C[C@H]2C[C@H]21,73.79000091552734
C#CC[C@H]1CCN=CO1,78.5999984741211
C1[C@@H]2[C@H]1[C@@H]1[C@@H]3[C@H]2[C@@H]2[C@H]1[N@H+]32,75.44000244140625
O=C1O[C@@H]2C[C@H](O)[C@]12O,60.77999877929688
C[C@@]12C=C(CO)C[C@@H]1O2,77.16999816894531
[CH+]1[NH2+][C@@]2(CO1)[C@@H]1CC[C@@H]12,76.5199966430664
CC#C[C@H]1[C@H]2CC[C@]21O,85.43000030517578
C[C@H]1[C@H]2OC[C@@]13CO[C@@H]23,74.45999908447266
CCc1c(O)c[nH]c1O,74.76000213623047
c1[nH]nc2c1COCC2,73.80000305175781
Cc1nnoc(=O)c1F,61.59000015258789
N#Cc1nocc1C=O,64.75
C[N+]1=NNNC([NH-])C1=O,70.38999938964844
C[C@H]1C[C@@H](C)[C@@](C)(O)C1,88.08999633789062
C[C@@]1(CCCCO)CO1,82.87000274658203
O=CC1=CN2C[C@H]3[C@@H]1[C@H]32,76.45999908447266
CC(=O)[C@@H](C)OC=O,62.95000076293945
Cc1cc(N(C)C)n[nH]1,84.63999938964844
C1=C[C@@H]2CO[C@H](C1)CO2,75.08999633789062
OC1Cc2n[nH]nc2C1,69.86000061035156
O=CCOC1C23CC12O3,69.87999725341797
NC(=O)C12C[NH+](C1)C2,64.9800033569336
C#CC[C@H](COC)OC,82.58000183105469
CO[C@H]1[C@H]2CC[C@]21C,75.7699966430664
O[C@]12C[C@@]3(C1)OCC[C@@H]23,75.04000091552734
COC(=O)C[C@@H](N)C#N,70.45999908447266
CC#C[C@H]1OC([NH-])[C@H]1O,76.19000244140625
O=C1CC(CO)=CCN1,75.45999908447266
C[C@@H](O)[C@@H](O)[C@@]1(C)CN1,78.18000030517578
COc1cc(OC)[nH]n1,72.73999786376953
C#C[C@@]1(CO)CC1(C)C,86.05000305175781
C[C@]1(C#N)[C@H](O)C[C@@H]1O,72.55000305175781
CC[C@@H](C)CCCC#N,91.16999816894533
CCC[C@@H](C)[C@@H](C)C=O,90.51000213623048
c1nc2occc2o1,57.36000061035156
O=CCNc1cn[nH]c1,71.61000061035156
C[C@@H](CC1CC1)C1CC1,93.27999877929688
O[C@H]1CCC[C@H]2O[C@H]2C1,77.41999816894531
C[C@H]1[C@@H]2[C@H]3C[C@@H]2[C@]31C=O,80.72000122070312
C[C@H]1C[C@H]2N[C@@]12CC=O,79.9000015258789
CNC(C(C)=O)C(C)=O,77.0999984741211
O=C1[C@H]2[C@@H]3[C@H]2[C@H]2[C@@H]3[C@@]12O,67.16000366210938
CC(C)(C)NC=O,64.63999938964844
C#C[C@@]12C[C@@H]1C(=O)[C@@H]2C,81.41999816894531
Nc1nc(O)oc1O,52.86000061035156
C[C@@H](O)c1c[nH]cc1N,78.37999725341797
CNC(=O)[C@H]1OC[C@H]1C,75.91000366210938
[NH-]c1cn[cH+]nc(N)n1,74.77999877929688
C[C@@]12OC(=O)[C@]1(N)[C@H]2N,70.27999877929688
C[C@@H](C=O)C(=O)CCO,73.58999633789062
OC[C@@H](O)C[NH+]1CC1,68.41999816894531
C1=C\CCC/C=C\CC/1,93.05999755859376
CN(C=N)C(=O)[C@H]1CO1,74.45999908447266
C[C@@]12C[C@H]3C(=O)[C@@H]1[C@]32O,73.13999938964844
C#C[C@]12C=C[C@@H]3[C@H](C1)[N@@H+]32,78.98999786376953
CCc1ncccc1N,86.87000274658203
CC1=C(CO)[C@H]2C[C@H]2C1,85.91000366210938
C#C[C@H](CO)[N@@H+]1C[C@@H]1C,81.62999725341797
c1n[nH]c2c1NCCC2,77.62000274658203
C[C@H]1C[C@@]12CO[C@H]2CO,78.80000305175781
C1=C[C@@H]2[C@@H]3[C@H]1[CH-]C[N@@H+]32,70.75
OCCc1conc1O,66.7300033569336
C1OC[C@H]2C[C@@H]1CO2,66.18000030517578
O=CC1=C[C@H]2OC[C@@H]1O2,67.94999694824219
CN(C)c1ccccn1,89.36000061035156
C#Cc1c[nH]nc1C#N,75.83000183105469
CC[C@@H](C)[C@@]1(C=O)CO1,79.2699966430664
C[C@@]1(CC#CC=O)CN1,84.12000274658203
C[C@]12N[C@H]1C(=O)[C@H]2O,61.93999862670898
N#C[C@H](O)CCC(N)=O,69.97000122070312
O=C1C=C[C@@H]2N[C@@H]2CC1,79.7300033569336
O=C[C@H]1C[C@@]12CCO2,67.37000274658203
O=C(CO)CC[NH+]1CC1,76.94999694824219
CO[C@@]1(C)CC[C@H]2C[C@H]21,84.73999786376953
C[NH2+]C1O[C@@]2(C)C[C@@H]12,72.72000122070312
C[N@H+]1C[C@]1(C)C1(O)CC1,83.02999877929688
CC[C@@H](C#N)[C@@H](O)CO,75.80999755859375
N[C@@H]1[NH2+]C[C@]2(CO2)[C@H]1O,69.45999908447266
C1C[C@@H]2O[C@H]3C[C@@]3(C1)O2,73.5
CCOc1[nH]ncc1C,77.95999908447266
Nc1c[nH]c2[nH]ncc12,73.43000030517578
COCCCC#CC#N,88.8499984741211
C1C[C@H]2O[C@H]2[C@H]2C[C@@H]12,69.87000274658203
Nc1cc(CO)oc1O,69.8499984741211
C#C[C@H]1CCC[C@H](C)O1,83.9000015258789
C[C@@]12[C@H]3C[N@@H+]1[C@H]3[C@@H]1O[C@@H]12,73.87000274658203
CO[C@@H](C)[C@@H](O)[C@@H](C)O,77.87000274658203
CC1=C[C@]2(O)C34OC32[C@@H]14,73.19000244140625
C[C@@H]1C(=O)CCC[C@@H]1C,85.16999816894531
C1CC[C@H]2COC[C@@H]2C1,84.72000122070312
CC1(C)COC2(CC2)C1,85.54000091552734
CO[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1O[C@H]42,70.01000213623047
CC1(C#N)CC2(CC2)C1,84.19999694824219
CCCC[C@@H](CC)CO,93.72000122070312
O=C1[C@H]2C[C@]3(CC[C@H]13)C2,79.91000366210938
CCC(C)(C)C[NH+]1CC1,93.33000183105467
C#C[C@@H]1C[N@@H+]2C[C@]12C=O,76.19000244140625
COCC([NH-])OC(N)=O,67.11000061035156
O=C[C@@H]1C=C[C@@H]2C[C@@H]2C1,81.93000030517578
C[C@]1(O)[C@H]2CC[C@]1(C)O2,77.62999725341797
C[C@]12CC=C[C@@H]3[C@H](C1)[C@@H]32,86.38999938964844
C#C[C@@H]1O[C@@H]1C(C)C,74.13999938964844
C#CC[N@@H+]1C[C@@H]1C(N)=O,77.01000213623047
CCOC([NH-])[C@@H](C)O,69.41000366210938
C[C@@H]1C=CC=CC(=O)C1,86.94000244140625
C#C[C@@]12NC[C@]1(O)[C@@H]2O,73.79000091552734
C#CC1(C#C)C[C@H]2N[C@H]21,80.86000061035156
O=CC(=O)NCC1CC1,75.55000305175781
C[C@H](C(N)=O)[C@H]1C[N@H+]1C,79.77999877929688
O[C@H]1C=Cc2cn[nH]c21,72.73999786376953
C#Cc1cc(C)[nH]c1N,88.2699966430664
O=CC[C@@H]1OC[C@@H]1O,61.90999984741211
O=Cc1c[nH]c(CO)c1,76.86000061035156
O=C1C[C@@H](C2CC2)[C@@H]1O,76.91999816894531
CO[C@H]1CNC(=O)[C@H]1C,75.98999786376953
C[C@H]1CC(=O)[C@]1(C)C#N,77.05000305175781
[NH-]C1O[C@@H](C2CC2)[C@@H]1N,78.26000213623047
CCN(C=N)C(=O)NC,80.36000061035156
CC(=O)[C@H]1O[C@H]2C[C@]21O,68.87999725341797
C[C@H]1[C@H]2O[C@H]2C1(C)C,73.91000366210938
O=C[C@]12O[C@H]1[C@H]1N[C@H]12,59.27000045776367
C[C@@]1(C#N)O[C@H]1CO,62.709999084472656
CC[C@@]1(C#N)CCCN1,81.76000213623047
C[C@H]1O[C@]2(C)C[C@H]1C2,74.87999725341797
N#C[C@@H]1N[C@@H]2[C@H](CO)[C@@H]21,72.0999984741211
CC#C[C@@H](C=O)C(C)=O,79.86000061035156
CC1(C2CCC2)COC1,84.88999938964844
O=C[C@H]1C[C@@]12C[C@H]1C[C@H]12,82.0199966430664
CC[C@H]1[C@@H](C)[N@H+]1CC#N,83.7300033569336
OC1(C23CC(C2)C3)CC1,82.63999938964844
C[CH+]1NOC([NH-])N=C1F,66.0999984741211
C#C[C@@H]1C[C@@H]2[C@H](C=O)[N@H+]12,74.48999786376953
Cc1oc(C)c(O)c1C,81.37000274658203
Oc1ccn(C2CC2)c1,79.26000213623047
COc1cc(CO)no1,69.43000030517578
CNC1=CC(C)C(=O)O1,80.54000091552734
O=CC[C@]12CC(=O)[C@H]1O2,67.19000244140625
C[C@@]12[C@H]3C[N@@H+]1[C@@H]2CC3=O,74.86000061035156
C[C@H]1CC=C[C@H]1C1CC1,90.8000030517578
C1O[C@@H]2C[C@H]1C[C@]21CN1,77.69000244140625
CO[C@H]1[C@H]2O[C@@H]3[C@H]2[C@@]31C,75.20999908447266
COC(C)(C)CC(C)C,92.73999786376952
CC[C@]12N[C@H]1C=CC2=O,77.33999633789062
C[N@H+]1CCCC(=O)C1,72.51000213623047
CC[C@H]1C[C@@H](C)CC1=O,86.23999786376953
CO[C@H]1C[C@H]1CC(C)=O,80.30000305175781
CNC1=C([NH-])O[C@H](C)O1,75.73999786376953
OC[C@H]1O[C@H]1C(F)(F)F,51.04999923706055
CC[C@]12C=C[C@H](CO1)C2,82.2699966430664
C[C@@H](CO)[C@]12CC[C@H]1N2,81.83999633789062
OC[C@@]12C[C@H]3[C@H](O)[C@@H]1[C@H]32,74.83000183105469
CC1=C[C@]2(CO2)[C@H]2N[C@@H]12,79.44000244140625
CCCC#C[C@@H](C)OC,93.94000244140624
C[NH2+]C1CNC(=O)N1,65.20999908447266
C1=C[C@]23C[C@H]2CO[C@H]1C3,78.58000183105469
O=CC[C@H]1[C@H]2CC(=O)[C@H]21,73.76000213623047
O=CC[C@H]1C[C@H](C=O)C1,77.88999938964844
C[C@@H](O)C(C)(C)[C@@H](C)O,84.16000366210938
CO[C@H]1C[C@@H](C)CCO1,83.18000030517578
CC(=O)c1cocc1O,69.83999633789062
C[C@@H](C=O)c1conn1,67.16999816894531
N#C[C@]1(O)C[C@H]2CO[C@H]21,68.9800033569336
CC[C@@H](O)[C@@]1(CO)CO1,74.36000061035156
CC[C@H]1CO[C@H]2C[C@H]2O1,78.55999755859375
COC(=O)N1[C@H](C)[C@@H]1C,77.08999633789062
C#C/C(CCOC)=N\O,80.76000213623047
C[N@H+]1[C@H]2[C@H]3O[C@H]3C(=O)[C@H]21,68.2300033569336
O=C[C@@H]1C[C@@H]2C[C@@]21CO,75.62999725341797
OCC1(O)CCC1,59.9900016784668
C[C@@H]1OC[C@]12[C@@H](C)[N@H+]2C,82.88999938964844
CCc1[nH]ncc1OC,79.41999816894531
C[C@@H](O)[C@@]12C[C@H]3C[C@@H]1[N@H+]32,77.91999816894531
CCC1=C[C@@H]2C[C@H]1C2=O,82.51000213623047
CC1=C[C@@H]2C[C@H]1C[C@@H]2C,90.08999633789062
Nc1n[nH]c(CCO)n1,71.4000015258789
CCC[C@H]1OC[C@H]2O[C@@H]12,79.06999969482422
[NH-][C@@H]1O[C@H]2C[N@@H+]3C[C@H]2[C@H]13,72.7300033569336
[NH-]c1cc(F)[nH+]nn1,58.5
CC(C)(O)[C@H]1CC[C@H]1O,81.5
C#Cc1nc(=O)nco1,67.8499984741211
CCOCCC[C@@H](C)O,88.2300033569336
OC[C@H]1CC=CCO1,69.2699966430664
CC[C@H]1C[C@H]2O[C@@H](C)[C@@H]12,85.30999755859375
O=C1CCC[C@H]2CO[C@@H]12,74.83000183105469
[NH-][C@H]1CN=C(N)OCO1,68.83999633789062
C[C@]12[C@@H]3C=C[C@H]1[C@@]2(C)C3,87.30999755859375
CC[C@H]1O[C@H]1C(C)(C)C,89.55000305175781
c1n[nH+]c2nn[nH]n12,52.61000061035156
CC[C@H]1C[C@H]1[C@H]1CCO1,86.44999694824219
N#C[C@]1(CO)CN1,54.650001525878906
CCC#CC[C@@H](N)C#N,86.44999694824219
C#C[C@H]1C[C@H]2O[C@@]12C#C,79.36000061035156
C[C@H]1[C@@H]2[C@]3(CN3)C[C@@]21O,80.33000183105469
C[C@H](C#N)C[NH+]1CC1,72.94000244140625
C[C@]12C(=O)N3C[C@H]1[C@@H]32,64.55999755859375
CC1=C[C@H]2OC[C@H]2C1,73.08000183105469
C[C@@]12[C@H]3[C@H]4[C@@H]1[N@H+]4C[C@H]32,70.05000305175781
CO[C@H]1C[C@@]2(C)C[C@H]2O1,78.72000122070312
C#C[C@@]1(C)OC[C@@H]1C,73.70999908447266
O=c1nc(F)cno1,47.90999984741211
OC[C@H]1C[C@H]2C[C@H]2O1,66.6500015258789
CC1=COC([NH-])C(=O)N1,73.56999969482422
CC[C@H]1N[C@H]1[C@@]1(C)CO1,82.8499984741211
O[C@H]1C[C@H]2O[C@H]2[C@@]12CO2,67.06999969482422
O[C@]12C[C@H]1C1(CCC1)C2,82.70999908447266
CCO[C@@H](C=O)C(C)=O,74.2300033569336
CC(=O)Cn1nccn1,71.62000274658203
C#C[C@@]1(C)[C@H](O)[C@@H]1OC,79.41000366210938
C#C[C@H]1CCC[C@H](O)C1,83.33999633789062
CC1([C@H]2C[C@H]2O)CC1,74.93000030517578
C[C@@H](O)CCCCO,75.61000061035156
N#CCC([NH-])OC=O,57.5
COCC[C@@H](C)CCO,87.37999725341797
C#C[C@H](CO)[C@H]1CN1,69.33000183105469
CC1(C)C[C@@]2(C)CC[C@@H]12,92.37999725341795
CC(C)[C@H]1O[C@H]2C[C@@H]1C2,85.26000213623047
O[C@H]1[C@H]2O[C@H]3C[C@H]3[C@@H]12,62.45000076293945
O=CNC[C@@H]1[C@@H]2CC[C@@H]21,80.95999908447266
C#C[C@H](C)C1(OC)CC1,84.04000091552734
C[C@@H](C=O)[C@H]1CNC1=O,72.98999786376953
C[C@@]1(C=O)CC12CCC2,84.69999694824219
CN(C=O)C[C@H]1CO1,67.05999755859375
COC(=O)C[C@@H](C)O,65.58000183105469
Nc1cnoc(=O)n1,56.70000076293945
CC[C@](C)(C#N)O[CH+][NH-],78.66999816894531
CN[C@@]1(C)C[C@]1(N)C#N,80.76000213623047
CC1=Cc2ncnn2C1,78.37999725341797
C#C[C@]1(C(N)=O)C[N@@H+]1C,76.05000305175781
O=C1C=C[C@@H](CCO)C1,79.08000183105469
C[C@H]1C[C@H]1c1cn[nH]c1,81.06999969482422
O=C[C@H]1NC(=O)[C@@]12CN2,68.04000091552734
O=CO[CH+][NH2+]C1CC1,66.48999786376953
C#CCC#CCC#CC,90.88999938964844
C[C@@]12C[C@@H]3[C@@H](CO[C@@H]31)O2,74.08000183105469
CC(C)OCCCC=O,85.33999633789062
CC1=C(C)C(NO)CC1,89.55999755859375
C[C@@H](CO)CCO,64.08999633789062
c1nc(CC2CC2)c[nH]1,81.62999725341797
C1=CCc2ocnc2C1,74.80999755859375
CC[C@@H](C=O)C(=O)OC,73.6500015258789
C[C@@]1(O)CCOC12CC2,77.80000305175781
O=C1C[C@H]2N1C[C@@]21CN1,72.7699966430664
C[C@@]12C=C[C@H]3[C@@H](C1=O)[C@H]32,76.0199966430664
C[C@H]1OCC[C@H]2[C@@H](O)[C@H]21,77.48999786376953
COc1cc(N)oc1N,74.45999908447266
CC[C@@H](C)CO,60.09000015258789
O=CC(=O)c1ncno1,59.88999938964844
OCC[C@H]1C[C@H]2CO[C@H]21,78.41000366210938
O=CC#C[C@@H]1[C@H](O)[C@@H]1O,77.19000244140625
NC(=O)C1=NCC(=O)N1,64.5999984741211
C[C@H]1[N@H+]2[C@H]([NH-])C[C@@]12C#N,77.06999969482422
C[C@H]1OCC2=CCO[C@H]21,76.69999694824219
[NH-]C1=NC(F)OC=C1N,65.30999755859375
C[N@@H+]1[C@H]2C[C@H](C2)[C@H]1C#N,79.58999633789062
O=CNCCOC=O,59.16999816894531
O=CC1=CC(=O)C(=O)C1,69.75
Cc1[nH]nnc1C#N,62.90999984741211
Nc1cn[nH]c1N,55.72999954223633
CC(=O)Nc1ncno1,66.73999786376953
C[C@H]1N(C=O)C[C@@]12CN2,78.62999725341797
[NH-][C@@H]1C[C@H]2C[C@H]2C(=O)O1,70.77999877929688
N#C[C@]1(C=O)C[C@H]2C[C@H]21,73.26000213623047
CC1(C)[C@@H]2[C@@H]3C[C@@H]3[C@@H]21,78.0
C#Cc1c[nH]cc1O,69.77999877929688
C[C@H]1[C@H]2C[C@@](C)(C#N)[N@H+]21,79.51000213623047
CC[C@H]1[C@H]2OC([NH-])[C@@H]12,69.91000366210938
C1OCC12COC2,56.27000045776367
CNc1n[cH+]oc(=O)o1,66.12999725341797
CO[C@@H](C)[C@@H](O)CC#N,76.66999816894531
C[C@]12CO[C@@H]3[C@H]1C=C[C@@H]32,78.93000030517578
N#CC[C@]12CO[C@H]1CN2,71.93000030517578
C[C@]12C[C@H]1[C@H]1C([NH-])O[C@H]12,76.76000213623047
CC[C@H]1C[C@@H](C)OC=N1,84.36000061035156
C[C@H]1O[C@@]2(C)CCO[C@@H]12,77.5999984741211
COCc1nc(C)n[nH]1,75.43000030517578
CC[C@@H]1O[C@H](CC)C1=O,80.33000183105469
C[C@@]12[C@H](O)C[N@@H+]1[C@@H]2C=O,73.55999755859375
