smiles,U_0
C[N@H+]1C[C@H]2[C@@H](O[CH+][NH-])[C@H]21,-11405.4873046875
O[C@]12C=C[C@H](C1)[C@H]1N[C@H]12,-10936.4248046875
O=CN1C[C@H](O)CC1=O,-12927.564453125
O=C1COC[C@H]2C[C@@H]12,-10442.177734375
C[C@H]1C[C@H]1C1CC(=O)C1,-10533.2529296875
CC[C@@]1(O)[C@H]2C[C@]1(O)C2,-11542.4931640625
C[C@H]1CC=CC[C@@H]([NH-])O1,-10970.6923828125
O[C@H]1CO[C@@H]2CC[C@H]1C2,-11544.2431640625
C#C[C@@]12C[C@H]3[C@@H](N1)[C@]32O,-10901.890625
C1O[C@H]1[C@]12C[C@@H]3[C@H](C1)[N@@H+]32,-10935.2822265625
O=C1[CH-][C@@H]2C[C@@]3(O)[C@@H]2[C@@H]13,-11443.654296875
N#CCOC1CC(=O)C1,-11915.5009765625
CC1=C(C)C(=O)[C@@H](O)C1,-11512.5830078125
COC[C@@]1(O)C[C@H]2C[C@H]21,-11542.578125
COC(C#N)(C=O)C=O,-12893.23046875
C[C@]12C[C@@H]3[C@H]1C=CC[C@@H]32,-9522.1328125
CO[C@@H](C)CNCC#N,-11439.6787109375
CC1[NH2+][C@@]2(CO)C[C@H]2O1,-11948.201171875
O=C1O[C@H](CO)[C@@H]2O[C@H]12,-13467.1005859375
C[C@@]12[C@@H]3[C@@H]4[C@H]5[C@@H]4[N@@H+]([C@@H]31)[C@H]52,-9925.095703125
C[N@H+]1C[C@H]1c1cc[nH]n1,-10833.3046875
Cn1cncc1OC=O,-12353.77734375
C1[C@H]2[C@@H]1[C@@]1([C@H]3CO3)N[C@@H]21,-10934.3525390625
C#Cc1cc(=O)[nH]nn1,-11745.412109375
[NH-][CH+]OC[C@H]1C[C@@H](O)C1,-11980.2119140625
N#CCC(=O)C#N,-9204.46875
N#Cc1cnc(CO)[nH]1,-11780.2978515625
C[C@]12[C@@H]3[C@@H]1C[C@H]1[C@H]2[C@]31C,-9522.0224609375
C#C[C@](C)(CC#N)NC,-10395.7919921875
COCC[C@@H](O)C(C)C,-11608.982421875
CC(=O)C(=O)CO,-10384.32421875
O=C1C[N@H+]2[C@@H]3C[C@H]2[C@H]13,-9867.2783203125
CCCOC1CC=CC1,-10566.228515625
CCOC(=O)CC#N,-10880.48046875
C#C[C@]12C[N@@H+](C)C[C@H]1O2,-10935.9189453125
CC#CC#CC1COC1,-10466.17578125
CN(C)c1coc(=O)o1,-12926.98828125
O[C@]12[C@@H]3N[C@H]1[NH2+]C[C@@H]32,-10301.2900390625
CC#CCN[C@@H](C)C#N,-10396.0625
CC#C[C@@H]1[C@H](C)[C@@H]1OC,-10532.0673828125
Nc1cnn[nH]1,-8095.95849609375
CO[C@H]1C[C@@]1(C#N)OC,-11947.2373046875
C[C@H]1[C@H]2[C@@]3(C)N[C@H]3[C@@]12C,-9990.255859375
CO[C@]12C[C@@H](C)[C@H]1[C@H]2O,-11542.541015625
C[C@@]12O[CH+][NH2+][C@@H]1CCO2,-11949.2236328125
C1C[C@@H]2[C@@H]3[C@H](O1)[C@H]1[C@@H]3[N@H+]12,-10935.986328125
C[C@H]1CCC(=O)CCO1,-11544.6591796875
CC[C@H]1CN(C=N)C1=O,-11407.9638671875
CNc1[nH+]nnc(=O)o1,-13226.115234375
C#C[C@@]1(C)C(=O)C[C@@H]1C,-10500.0908203125
C/[NH+]=C(\N)C#CC(=O)[O-],-12351.7265625
CC[C@]12OC[C@H]1[C@H]2OC,-11542.31640625
OC[C@@]1(O)C=C[C@H]2O[C@H]21,-12488.228515625
C[C@H]1[C@@H](C)[C@]23C[C@H](C2)[N@@H+]13,-9988.775390625
OC[C@@]12COCC[N@@H+]1C2,-11979.732421875
C[C@@H](N)[C@@H](C#N)[NH+]1CC1,-10865.50390625
CCNC(C)(C#N)C#N,-10833.9296875
CCO[C@H]1CC(=O)CO1,-12522.3662109375
C#C[C@H]1C[C@H](C)OC=N1,-10937.1435546875
N#C[C@@]12O[C@H]3C[C@@H]1[C@@H]2O3,-11882.697265625
C[C@@]1(C=O)C[C@H]1CCO,-11543.7802734375
C[C@]12CC(=O)C=C[C@H]1N2,-10938.0361328125
N#C[C@H]1C[C@H]2CCC[N@H+]21,-10396.7509765625
O=C1[C@@H](O)CC[C@H]2C[C@@H]12,-11511.51171875
C[C@H]1C[C@@H](C)C[C@@H](C)C1,-9621.9873046875
CC1=CC[C@@]2(C1)C[C@H]2O,-10533.333984375
C[C@@H]1C=C2CO[C@@H]2C1,-9463.384765625
N#C[C@H](O)C#CCCO,-11914.453125
C[C@@H]1[C@@H]2C=CC(=O)O[C@H]12,-11479.3291015625
[NH-][CH+]O[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1[C@H]42,-10901.466796875
C#C[C@H]1[C@@H](O)[C@@H]2[C@H](O)[C@H]12,-11476.3408203125
O=C1N[C@H]2[C@H]3C[C@H]3[C@H]2O1,-11916.0146484375
CCC[C@H]1C[C@@]12CCO2,-10565.177734375
c1[nH]nc2c1CCOC2,-11375.263671875
CC(C)[C@H]1C[C@H]2[C@@H](O)[C@H]21,-10565.181640625
N#C[C@@H]1C=C[C@@]2(O)C[C@@H]12,-10904.96484375
C[C@H]1[C@H]2C[N@@H+]1[C@H]2C(=O)[O-],-11945.9443359375
Cc1coc(O[CH+][NH-])c1,-11916.13671875
C[C@H]1OC[C@@H](O)[C@H]1CO,-12554.2109375
C#C[C@@]12C[C@@H]1[NH2+]C(C)O2,-10904.1728515625
O[C@@H]1CC[C@H](O)C1,-9438.5859375
O[C@@]12CCC1=CCOC2,-11510.6904296875
CC/N=C(\N)C(=O)CO,-12418.359375
C[N@H+]1[C@H]2[C@H]3OC[C@@H]1[C@]32C,-10968.904296875
O=CO[C@@H]1C=CC(=O)C1,-12457.779296875
N#Cc1onc(N)c1N,-12215.9326171875
Cc1cnc(C)c(=O)[nH]1,-11376.75390625
O=CCC1=CCNC1=O,-11917.10546875
O=C1C=C2[C@H](C1)C[C@@H]2O,-11478.607421875
N=CN1C(=O)CC12CC2,-11374.6103515625
C[C@H]1OCC=C[C@H]2N[C@H]21,-10969.4775390625
N#C[C@H]1COC12CCC2,-10937.2568359375
N#C[C@@]12CCO[C@@H]1[C@@H]2O,-11915.302734375
CC(=O)[C@H]1CC=C(C)C1,-10534.54296875
C[C@H]1[C@H]2CCC[C@@H]1[C@H]2O,-10565.9287109375
CCC[C@H]1[C@@H](C)N1C=O,-11003.060546875
C1C[N@H+]2[C@H]3C45OC34[C@]25C1,-10934.2021484375
C#CC[C@@H]1[C@@H]2CO[C@]12C,-10498.6240234375
CC(C)[C@H]1OCCC1=O,-11544.669921875
[NH-]C(CC=O)OC1CC1,-11947.96484375
CC[C@]1(O)CN=COC1,-11981.1904296875
COCC(C)(O)COC,-12586.431640625
C[N@H+]1C[C@H]1C1(O)CCC1,-11001.572265625
CC1(C)[C@@H](CO)[C@H]2C[N@H+]21,-11001.5791015625
O=C1C[C@]2(O)[C@H](N1)[C@@H]2O,-12926.392578125
C[C@@]12[C@H]3C[C@H]4C[N@@H+]1[C@@H]2[C@H]43,-9958.5107421875
CC1(O)C(=O)C=CC1=O,-12457.5615234375
O[C@H]1C[C@H]1c1ncco1,-11915.923828125
O=C1COCC[C@@H]1CO,-12522.1533203125
O=C1CCO[C@@]12C[C@@H]2O,-12489.072265625
CC1=C[C@@H]2CO[C@H](C1)C2,-10534.0654296875
CC(C)C1[NH2+][C@H]2C[C@H]2O1,-10970.53515625
C#C[C@@H]1[C@@H]2OC[C@@H]3[C@H]1[C@@H]32,-10466.1318359375
CCC(=O)[C@]12C[C@H]1CO2,-11510.626953125
Cc1ccoc1NC=O,-11916.994140625
C[C@H]1C([NH-])OC12CCC2,-10970.2734375
O=C1C[C@@H]2C[C@@H]2[C@@H]1O,-10442.51171875
C[C@@H]1Cc2nc[nH]c2C1,-10398.072265625
C[C@@H]1C(=O)[C@@H]2C=CC[C@H]12,-10501.2841796875
C[N@@H+]1[C@H]2C[C@@H]1[C@]2(O)CO,-11978.0341796875
O=CCn1ccnc1O,-12353.5869140625
C[C@H]1NC(=O)[C@H]2O[C@]21C,-11949.0390625
N#CCNc1ccoc1,-11342.4580078125
Nc1ccc(F)nc1O,-13008.265625
c1n[n+]2[nH]nnc2o1,-11582.1591796875
C[C@@]1(O)[C@H]2[C@H](O)C(=O)[C@H]21,-12488.36328125
CC1(C)C(=O)O[C@@H]2C[C@@H]21,-11512.181640625
O[C@@]12C[C@H]3CC[C@@H](C1)[C@H]32,-10533.015625
C#C[C@@]12C=C[C@H](C)[N@@H+]1C2,-9925.57421875
C[NH+](C)[C@H](C#N)CCO,-11439.6103515625
C#C[C@@H](C)OC1CCC1,-10531.8076171875
N#C[C@@H]1N[C@@H]1CO,-9268.4697265625
C[C@H]1[C@H]2[N@@H+]1C[C@H]1N[C@]12C,-10428.3466796875
C[C@@H](O)C1=CCC(=O)N1,-11949.3994140625
Nc1nc2c(o1)CCO2,-12352.9140625
C[C@H](C=O)C[C@H]1CCO1,-11543.587890625
CNc1cn[nH+]c(C)c1,-10833.955078125
CN1C=NOC([NH-])=C1[NH-],-12248.056640625
C#CCn1cnoc1=O,-12319.162109375
C[CH+]1NC(F)=NOC1[NH-],-13442.7216796875
O=Cc1cnn[nH]c1=O,-12756.96484375
C#C[C@H](C)C#CC(N)=O,-10904.0625
C[C@H]1C[C@H]2[C@H]3C[C@]2(C1)C3,-9554.03515625
CN[C@@H](C#N)C(F)(F)F,-15357.3310546875
OC[C@@]12C=CCC[C@@H]1N2,-10969.740234375
C[C@H]1O[C@@H](CO)C1NO,-12956.83203125
CCC#CC(=O)[C@H]1CO1,-11477.51953125
O[C@H]1C[C@]1(O)C1CCC1,-11542.8056640625
C#C[C@@H]1COC[C@@H]1CC,-10532.5498046875
CNC(=O)[C@H]1[C@@H](C)[C@H]1O,-11981.4306640625
C[C@H]1[C@H]2[C@H]3OC[C@H]3C[N@H+]21,-10968.9560546875
C1O[C@H]2C[N@H+]3C[C@H]3C[C@@H]12,-10969.1025390625
O[C@H]1CO[C@H]2[C@@H](O)[C@H]2C1,-12520.8017578125
COCC[C@@](C)(N)C#N,-11439.830078125
C[C@H]1[C@@H](O)[C@@H](O)[C@]1(C)O,-12554.0390625
CNC1=C[CH+](C)OC=N1,-11375.54296875
CCNC1=NCC(=O)N1,-11845.8427734375
O[C@H]1C[N@H+]2[C@@H]1CC21CC1,-10968.3935546875
CN[C@@](C)(C#N)[C@@H](C)O,-11439.94140625
CC1(C)C(=O)C[C@@]12CN2,-10969.859375
C[C@]12[C@@H]3[C@H]4[C@H](C[C@H]41)C[C@@H]32,-9522.0361328125
C[C@H]1O[C@@]2(C3CC3)C[C@@H]12,-10531.95703125
c1cc(N2CC2)[nH]n1,-9764.1904296875
O=CNC[C@@]12CC[C@@H]1C2,-10970.193359375
[NH-]C1=C2CCCC2CO1,-10938.6904296875
C[C@]12C[C@@H]3[C@H](C1)[C@@]32CO,-10531.900390625
C#C[C@@H]1[C@H](C)[C@@]1(O)C#C,-10465.6875
Cc1cc(CC=O)n[nH]1,-11375.693359375
N#CCC1(CO)CC1,-9901.169921875
[NH-]C1=CC(O)=NC(F)O1,-13985.4619140625
Nc1ccnc(C=O)c1,-11343.8173828125
O=c1oc2c(o1)COC2,-13434.857421875
C[C@H]1C=C[C@@H](O)CC1=O,-11512.0
O=C([C@H]1CO1)N1CC1,-10878.109375
OCC[C@@H](CO)[C@H]1CO1,-12553.2939453125
C[C@]12CCO[C@H]1C([NH-])O2,-11948.43359375
C[C@@]12CC[C@@]13C[C@@H](C2)O3,-10532.0
C[C@H]1O[C@H]1c1cnon1,-12350.751953125
C#CC(C)(C)OC=O,-10441.74609375
OCC1=CCOC12CC2,-11510.56640625
C[C@@]1(CO)CC=CCO1,-11543.9873046875
CCCO[C@@H](C)C#N,-9934.154296875
N[C@@]12[C@H]3O[C@@H]1[NH2+]C[C@]32N,-11807.2041015625
C1=C2CO[C@H]2CC1,-8394.2353515625
CNc1coc(CN)n1,-11844.7392578125
C[C@@H]1[C@@H]2[C@H](C)[C@@H]3C[C@H]1[N@H+]23,-9991.009765625
OC[C@H]1O[C@H]1C1CCC1,-11542.7216796875
CC(C)[C@@H]1[C@H](C)O[C@@H]1C,-10598.5712890625
C1C[C@]23[C@H]4N[C@@]12[C@@H]1[C@H]4[N@@H+]13,-10359.96484375
C[NH+]1CC2(C1)N[C@H]2C=O,-11405.8486328125
C[C@H]1[C@H]2CC(=O)C[N@H+]21,-9901.267578125
C[C@H]1C[C@H]2N[C@@H]3CO[C@@]132,-10968.4921875
Cc1occc(=O)c1C,-11480.208984375
O=C1C[C@@H]2C[C@H]1N=CO2,-11916.5654296875
CC[C@H]1C[C@@H](C)C=C1C,-9589.02734375
O=C1CC2(CCO2)C1,-10441.8017578125
CC#CCOC(N)=O,-10879.6005859375
OC[C@@]12[C@@H]3[C@H]4C[N@@H+]([C@@H]31)[C@H]42,-10934.71484375
O=C(CO)[C@@H](O)[C@H]1CO1,-13498.9765625
O[C@]12CC[C@H]1[C@H]1O[C@H]1C2,-11510.6171875
C[C@@H]1C[C@]2(O)[C@H](C)[C@]12C,-10565.3564453125
COCc1nnoc1N,-12821.2861328125
C[C@H]1C[C@H]1[C@@]1(C#N)CN1,-10395.91015625
C[C@@H]1[C@H](C)C(=O)N2C[C@H]12,-10970.63671875
CNC1=CNO[CH+][CH+]1C,-11373.9501953125
C#CCc1cnccn1,-10331.732421875
Cn1nnc([C@H]2CN2)n1,-11706.6171875
C[NH+]1CC2(C1)OC2(C)C,-11001.947265625
C[C@]1(C=O)[C@@H]2[C@H]3C[N@@H+]2[C@H]31,-10935.037109375
CC[C@H]1C[C@@](C)(CC)O1,-10598.828125
C#C[C@]1(C)CC12COC2,-10498.7041015625
OCCCOC1COC1,-12553.1044921875
Oc1ncc(F)c(O)n1,-13985.998046875
CC[C@H]1CCC(=O)N1,-9935.5302734375
N#C[C@@]12C[C@H]3[C@@H](CO1)[C@H]32,-10904.3828125
C#C[C@H]([C@@H](C)O)[C@H]1CN1,-10968.4658203125
CC#CC[C@H]1CC[C@H]1O,-10532.3349609375
C#C[C@H](C)n1cnnc1,-10800.3056640625
CC[C@@]1(C#N)C[N@H+]2C[C@H]21,-10395.802734375
C#CC#CC(=O)CC#C,-10400.4404296875
c1cc2ccoc2[nH]1,-9836.7841796875
C1C[C@@H]2COC[C@H](C1)C2,-10566.7705078125
[NH-]C1CCCC(=O)CO1,-11948.90625
C#CCNC(=O)CC=O,-11915.4873046875
O[C@H]1[C@H]2[C@@H]1[C@]1(CO1)[C@H]2O,-12486.984375
C[C@H]1[C@@H]2C=C[C@H]1C(=O)O2,-11479.54296875
C#CC[C@@H]1CCC1=O,-9430.8701171875
C1CO[C@H]2CCC[C@@H]2C1,-10566.74609375
NC(=O)Cc1nc[nH]n1,-12250.3115234375
C[C@@H](C(N)=O)C(C)(C)O,-12014.849609375
C[C@@H]1O[C@@H]1C#C[C@@H](C)O,-11509.7919921875
C[C@@]1([C@H]2CO2)[C@H]2CC[N@H+]21,-10968.2421875
CC#C[C@]12C[C@@H](O)[C@H]1O2,-11476.7294921875
N[C@]12[C@@H]3O[C@H]1[C@@]2(O)[C@@H]3O,-12923.32421875
O[C@H]1CC[C@H]2C34OC23[C@H]14,-11509.49609375
O=C1N[C@H]2C=CC[C@H]2O1,-11917.296875
C#C[C@H](O)COC(C)=O,-12488.9306640625
C[N@H+]1C[C@H]1C(=O)NC=O,-12385.427734375
C#CCO[CH+][NH2+]CC,-9899.916015625
O=CN1C[C@H]2OC[C@H]21,-10878.4482421875
CC(C)OCC(=O)C#N,-11948.494140625
C[C@H]1[C@H]2[C@H]3C(=O)[C@@H]1[N@@H+]23,-9867.451171875
C[C@@H]1C(=O)[C@H]2[C@@H]1C[C@H]2O,-11510.9091796875
N#CC(=O)n1cccc1,-11310.859375
C[C@H]1CC(=O)COCO1,-12522.1357421875
C1=C[C@H]2CC=C[C@@H]2CC1,-9523.380859375
C#C[C@]1(O)C[C@@H]2[C@H](O)[C@@H]21,-11476.3291015625
CN(C=O)[C@H]1CCC1=O,-11948.8896484375
CC1=C[C@H]2O[C@H]2[C@H]2N[C@@H]12,-10936.646484375
C#C[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1[C@H]42,-8384.400390625
CC[C@]12O[C@H]1C[C@@]21CO1,-11509.5595703125
Nc1occ2c1OCC2,-11915.7705078125
CC1=C[C@@H]2C[C@H]1C2(C)C,-9554.83984375
C[CH+]1NOC(O)N=C1[NH-],-12789.5244140625
C[C@@H]1[C@@H]2N[C@@H]2[C@@H]2[C@H](C)[N@@H+]21,-10427.8525390625
CC(C)[C@H]1C[C@]1(C)CO,-10598.44921875
C1[C@@H]2[C@@H]3[C@H]1[N@@H+]3C[C@]21CN1,-10394.8291015625
CC[C@H]1C[C@H]2C([NH-])O[C@@H]12,-10969.9921875
C1COc2nonc2C1,-12351.65625
C#C[C@]1(C)CN(C)C1=O,-10937.3671875
O=C1CO[C@@H]2C[C@H](O)[C@H]12,-12489.0576171875
CC1=C(C)[C@H]2C=C[C@@H]1C2,-9522.9501953125
ONC1C[C@@H]2C[C@H]1CO2,-11947.3232421875
C[NH2+][C@H]1CNCCO1,-10370.79296875
CC1(C)CC(=O)N1C=O,-11949.6142578125
C[C@@]1(C(=O)[O-])C[C@H]1C[NH3+],-11979.0419921875
CC(=O)N1[C@@H]2C=CC[C@@H]21,-10937.9951171875
C[C@@H]1[C@@H]2[C@@H]3[C@H]1[C@]3(O)[C@@H]2C,-10531.947265625
O=CO[C@H]1[C@H]2[C@H]3N[C@H]3[C@@H]12,-11913.099609375
C[C@H]1CC[C@@]2(CO)O[C@@H]12,-11543.8388671875
CCC[C@H]1C[C@@]2(C)C[C@@H]12,-9587.73046875
C#C[C@H](C)[C@@]1(C#C)CO1,-10465.40625
CC#C[C@](C)(C#N)NC,-10396.0234375
O=c1cn[nH]c(=O)[nH]1,-11722.2060546875
C#C[C@@H]1C=C[C@H](C)[C@@H]1C,-9522.2900390625
C#C[C@@](O)(C#N)COC,-11914.052734375
O=Cc1concc1=O,-12860.6611328125
C#C[C@H]1C[C@H](CCO)C1,-10531.923828125
CC[C@]12O[C@H]1C[C@H]2C=O,-11510.5224609375
CC1=CC[C@H]2O[C@@H]12,-8395.04296875
OCC[C@H]1CC=CCO1,-11543.845703125
OCCc1[nH]ncc1O,-12385.2509765625
CCc1ncncn1,-9766.24609375
COCC1(C=O)CCC1,-11543.43359375
C[C@]1(O)C[C@@H](C#N)C1,-9901.509765625
N#C[C@H]1C[C@]12C=CCC2,-9927.6005859375
N#CCCCC1(O)CC1,-10970.337890625
CC(C)[C@H]1C[C@H]2C[C@]21O,-10565.279296875
CC#C[C@H]1C[NH2+][CH+]O1,-9868.2021484375
[NH-]c1cc(N)[nH+]nc1F,-12902.52734375
C[NH+](C)C1(C=O)CC1,-9933.41015625
C#C[C@@]1(O)[C@@H]2[C@@H](C)C[C@@H]21,-10498.818359375
C[C@@]12C[C@H]3[C@H]4[C@@H]1[C@@]4(O)[C@H]32,-10498.6435546875
O=CC[C@@]12CCO[C@@H]1C2,-11511.01171875
C1=C\CC/C=C\CC/1,-8486.5439453125
C1C[C@@H]2O[C@@H]3[C@H](C1)[C@@H]3O2,-11511.0126953125
C#C[C@@H]1C[C@@H]2O[C@]12C,-9429.7626953125
O=CCOCC(F)(F)F,-16471.609375
COCC(=O)C1CCC1,-11543.6044921875
[NH-]C1O[C@@H]2C[C@H]1[C@H]1O[C@H]12,-11915.298828125
COC(C(N)=O)C(N)=O,-13396.818359375
CO[C@@H](CO)CC(C)=O,-12554.4697265625
COC[C@@H](C)C#CC#N,-10937.095703125
CC[C@@H](C)[C@H]1COC1=O,-11544.798828125
C[NH2+][C@@H]1C[C@@]2(C#N)C[N@@H+]12,-10800.0419921875
CCC(=O)C#CC(C)C,-10533.453125
CC[N@H+]1C[C@@]12C[C@H]1O[C@H]12,-10968.1884765625
CC1=CC[C@@H](O)[C@@H](C)C1,-10566.7822265625
C#CC#C[C@H]1CCO1,-9396.7255859375
C#C[C@@H]1[C@H]2C34OC23[C@]14O,-11442.0966796875
CC(=O)[C@@]1(C#N)CCN1,-11374.6669921875
C[C@H]1C[C@]2(C[C@H]2O)[C@H]1C,-10565.23828125
CN(C)c1ccc(O)[nH]1,-11407.640625
Oc1n[nH]c2c1CC=C2,-11342.63671875
CC(C)C[C@H]1COC1[NH-],-11003.1279296875
C[C@@]12CC=C[C@H]3[C@@H]1C[N@H+]32,-9957.9970703125
c1ccc2onnc2c1,-11310.2998046875
C[C@H]1[C@H]2[C@@H]3N[C@]3(C)[C@]21C,-9991.1650390625
[NH-][C@@H]1CC(=O)COCO1,-12926.4541015625
CCn1ccc(CO)c1,-10971.12109375
CCOC/C(CC)=N/O,-12012.2958984375
C[C@H]1CC[C@H]2CCO[C@H]21,-10566.7119140625
CO[C@]12CC[C@H]1[C@@H](O)C2,-11542.7158203125
C[N@@H+]1[C@@H]2[C@H](O)CC[C@@H]21,-9933.111328125
c1nonc1C[NH+]1CC1,-11809.4619140625
CC[C@@]1([C@H]2CO2)O[C@H]1C,-11542.859375
C[C@H]1N[C@]1(C)C(C)(C)O,-11035.2802734375
Cc1coc([NH-])[nH+]c1=O,-12354.4189453125
C1=C[C@@]23[NH2+][CH+]O[C@@H]2[C@H]3C1,-10904.9931640625
CC1=C(NO)C[N@@H+](C)[CH+]1,-11406.4580078125
O=C1N[C@@H]2[C@@H]3CO[C@]12C3,-11913.095703125
CC(=O)[C@H]1C23OC12[C@H]3C,-11509.7119140625
[NH-][CH+]O[C@H]1CCCO1,-10912.0322265625
C[C@@H]1[C@@H]2[C@H]3OCC[N@@H+]2[C@@H]13,-10968.271484375
C1=C2[C@@H]3[C@H]4C[C@@H]3[C@@]24CC1,-9487.5390625
CC(C)(C[NH3+])CC(=O)[O-],-12012.072265625
Cn1cc(C#N)cc1N,-10802.4521484375
CCC[C@H]1O[CH+][NH2+][C@H]1C,-11003.6748046875
N#CC(=O)C[C@@H]1C[C@@H]1O,-11915.3935546875
O=C1CC=CC=CC1,-9432.4716796875
CC[C@]12C[C@H]1[C@@H](C)C2=O,-10533.4189453125
CCc1ncoc1N,-10339.1748046875
C#Cc1cnc(CO)o1,-11882.69921875
CC[C@@]12CC[C@H](O)[C@@H]1C2,-10566.13671875
CO[C@@H]1[C@@H]2COC[C@H]1O2,-12520.5712890625
CC[C@]12C[C@H](C1)[NH2+][CH+]O2,-10970.419921875
CO[C@@]1(C=O)C[C@H]1C=O,-12488.748046875
CCC1=C(C)[C@H]2N[C@H]2C1,-9992.3037109375
C1=C[C@H]2CC[C@@H]1C21CC1,-9522.6201171875
CCC(C)(C)CO,-8493.3916015625
CO[C@]12C[C@@H]3[C@H](C1)[N@@H+]3C2,-10969.75390625
O=CO[C@H]1C[C@H]2OC[C@@H]12,-12488.4580078125
C[C@@]12CC[C@@H](C1)[N@H+]1C[C@H]12,-9992.201171875
[NH-]c1nnc(/[NH+]=C/N)o1,-12684.1982421875
O=C[C@]12C=C[C@H](O1)C2=O,-12422.9296875
C[C@H]1[C@H]2O[C@H]2[C@H]2C[C@]21C,-10532.88671875
C#Cc1cc[nH]c1NC,-10364.02734375
C[C@H]1C(=O)[C@H]2O[C@]21C#N,-11882.3212890625
CC1=C[C@H](C)[C@@H]2C[C@]12O,-10533.392578125
C[C@@]12O[C@]1(CO)[C@H]1N[C@H]12,-11945.9755859375
Cn1ccc(=O)cc1N,-11376.0673828125
CC[C@H]1COC[C@@H](C)O1,-11576.8125
N#CCOC(=O)CC#N,-12321.0380859375
C[C@H]1NCc2nnoc21,-11810.638671875
C#C[C@H](CO)C1CCC1,-10531.9580078125
CC1=C[C@](C)(C#N)OC1,-10938.314453125
CCc1ncccn1,-9329.390625
CC(CO)(CO)C1CC1,-11575.791015625
C[C@@H]1C=CC(=O)CCO1,-11511.806640625
C[C@@H]1[C@H](C#N)O[C@@H]1CO,-11947.78515625
CNC(=N)n1nnnn1,-12580.2099609375
OC[C@@H]1O[C@H](CO)[C@@H]1O,-13531.16015625
C#CC[C@@H](C#C)C#N,-8823.654296875
CC(C)(O)[C@@](C)(N)C#N,-11440.255859375
C#C[C@@]12O[C@@H]1C[NH2+]C2N,-11340.7607421875
O[C@H]1[C@@H]2CC[C@H](O)[C@H]1C2,-11543.5419921875
C[C@@]1(O)C[C@H]2C[N@@H+]3[C@H]2[C@@H]31,-10969.1455078125
C#CC(=O)CCOC=O,-12456.2431640625
N#C[C@@]1(CO)OC[C@@H]1N,-12384.3583984375
OCC#CC(F)(F)F,-14390.896484375
OC[C@@H](O)C1COC1,-11484.224609375
N#CC#CCCCCO,-10937.2685546875
CC#CCC(CO)CO,-11542.9833984375
CCC[C@@H](CO)C(C)=O,-11577.1484375
CNc1ncoc1NC,-11844.51171875
C[C@@]12OC[C@]1(O)[C@H]1C[C@H]12,-11509.9384765625
C#C[C@H]1C[C@H]1[NH+]1CC1,-8888.224609375
O=CC(=O)NC[C@H]1CN1,-12385.18359375
O=C1NCC=C[C@H]2C[C@@H]12,-10938.15234375
CC1=CCC(=O)O[C@@H]1C,-11512.693359375
C[C@H]1C[C@@H](C=O)[C@H]1C=O,-11511.3447265625
C1O[C@H]2[C@@H]1[C@H]1[C@H]3O[C@@H]2[C@H]31,-11476.6240234375
N#Cc1c[nH]cc1CO,-11343.2548828125
N=C(CCCO)NC=O,-12418.4990234375
C[N@H+]1C[C@@]2(N)[C@@H](C#N)[C@@H]12,-10832.44140625
CCO[C@H]1C[C@@H](CC)C1,-10598.482421875
CC[C@@]12C=CC[C@@H]1CC2,-9555.7333984375
C[C@]1(C=O)C=CC([NH-])O1,-11916.33203125
O=C[C@@H]1O[C@@H]1CO,-10382.8662109375
CCO[C@H]1C[C@@H](O)CO1,-12554.4052734375
N#CCC1=CCC[C@@H]1O,-10938.4052734375
O=C[C@H]1CNCC(=O)C1,-11948.814453125
N#C[C@H]1CO[C@H]2C[C@@H]1C2,-10937.5537109375
O[C@]12C[C@H]1[C@H]1OCC=C12,-11476.5634765625
O=C1[C@H]2O[C@@H]1[C@@]21C[C@@H]1O,-12453.65234375
CC[C@H]1CC[C@H]2C[C@H]2C1,-9588.4638671875
N#C[C@H](CO)[C@H]1CO1,-10878.5244140625
O=C1NC[C@H]2CCCN12,-11409.013671875
C1C[C@]23C[C@@H]4O[C@H]2[C@@H]4[N@H+]13,-10934.8916015625
O[C@@H]1CCCC[C@@H]1O,-10508.0263671875
CC[C@H]1C=C(C)[C@H]2N[C@@H]12,-9992.1826171875
C#Cc1ccoc1,-8329.736328125
C[C@@H]1C=C[C@](O)(C=O)C1,-11511.7099609375
C[C@@]1(c2cnno2)CN1,-11810.3349609375
C[C@H]1C[C@]12C[C@H](CO)C2,-10565.2294921875
C#CC1(NC(N)=O)CC1,-11374.2373046875
O=COc1[nH]cnc1O,-13331.6181640625
CO[C@@](C)(C=O)C(C)=O,-12522.06640625
OC[C@@]12C[C@H]3C[C@@H](O1)[C@H]32,-11509.71484375
C[C@]12CC[C@H]3[C@H]([C@H]31)[C@H]2O,-10532.986328125
OC[C@@]1(O)CCC[C@H]1O,-12554.4873046875
C[C@@]12CO[C@H]3C[C@]1(O)[C@H]32,-11510.3740234375
C#CC1=C(NC)OC[CH-]1,-10904.5908203125
OCc1ccnc(O)n1,-12354.1767578125
CCc1cc(=O)nco1,-11917.0556640625
COC(C#N)(C#N)C#N,-11745.716796875
CC(C)(CCO)OC=O,-12554.951171875
C#C[C@@H]1C=CC(C)(C)C1,-9522.375
CC1=C(N)CCNC1=O,-11408.9736328125
